,West Virginia,forecast,interval_low,interval_high
2020-01-23,0.0,0.5033291548426189,0.5033291548426189,0.5033291548426189
2020-01-24,0.0,0.40015125305874244,0.40015125305874244,0.40015125305874244
2020-01-25,0.0,0.31782995369873995,0.31782995369873995,0.31782995369873995
2020-01-26,0.0,0.2082666619881267,0.2082666619881267,0.2082666619881267
2020-01-27,0.0,0.19220232825150685,0.19220232825150685,0.19220232825150685
2020-01-28,0.0,0.1722844832242218,0.1722844832242218,0.1722844832242218
2020-01-29,0.0,0.15790279373562688,0.15790279373562688,0.15790279373562688
2020-01-30,0.0,0.1472105096839808,0.1472105096839808,0.1472105096839808
2020-01-31,0.0,0.13908721251222267,0.13908721251222267,0.13908721251222267
2020-02-01,0.0,0.1328135952105542,0.1328135952105542,0.1328135952105542
2020-02-02,0.0,0.12790683169960693,0.12790683169960693,0.12790683169960693
2020-02-03,0.0,0.1240310323147989,0.1240310323147989,0.1240310323147989
2020-02-04,0.0,0.12094562993038904,0.12094562993038904,0.12094562993038904
2020-02-05,0.0,0.11847416546760803,0.11847416546760803,0.11847416546760803
2020-02-06,0.0,0.1164846286970504,0.1164846286970504,0.1164846286970504
2020-02-07,0.0,0.11487663795215836,0.11487663795215836,0.11487663795215836
2020-02-08,0.0,0.11357282280662806,0.11357282280662806,0.11357282280662806
2020-02-09,0.0,0.11251287604500765,0.11251287604500765,0.11251287604500765
2020-02-10,0.0,0.1116493508478677,0.1116493508478677,0.1116493508478677
2020-02-11,0.0,0.11094462901056124,0.11094462901056124,0.11094462901056124
2020-02-12,0.0,0.11036869350820233,0.11036869350820233,0.11036869350820233
2020-02-13,0.0,0.10989746537034151,0.10989746537034151,0.10989746537034151
2020-02-14,0.0,0.1095115441568803,0.1095115441568803,0.1095115441568803
2020-02-15,0.0,0.10919524218747784,0.10919524218747784,0.10919524218747784
2020-02-16,0.0,0.10893583598865553,0.10893583598865553,0.10893583598865553
2020-02-17,0.0,0.10872298067497904,0.10872298067497904,0.10872298067497904
2020-02-18,0.0,0.10854824812064018,0.10854824812064018,0.10854824812064018
2020-02-19,0.0,0.10840476025824636,0.10840476025824636,0.10840476025824636
2020-02-20,0.0,0.10828689621619375,0.10828689621619375,0.10828689621619375
2020-02-21,0.0,0.10819005727615444,0.10819005727615444,0.10819005727615444
2020-02-22,0.0,0.10811047745420194,0.10811047745420194,0.10811047745420194
2020-02-23,0.0,0.10804507031957,0.10804507031957,0.10804507031957
2020-02-24,0.0,0.10799130475876423,0.10799130475876423,0.10799130475876423
2020-02-25,0.0,0.10794710397150603,0.10794710397150603,0.10794710397150603
2020-02-26,0.0,0.10791076318878329,0.10791076318878329,0.10791076318878329
2020-02-27,0.0,0.10788088253054673,0.10788088253054673,0.10788088253054673
2020-02-28,0.0,0.10785631214141284,0.10785631214141284,0.10785631214141284
2020-02-29,0.0,0.10783610730766924,0.10783610730766924,0.10783610730766924
2020-03-01,0.0,0.10781949170484428,0.10781949170484428,0.10781949170484428
2020-03-02,0.0,0.10780582727937316,0.10780582727937316,0.10780582727937316
2020-03-03,0.0,0.10779458955086696,0.10779458955086696,0.10779458955086696
2020-03-04,0.0,0.10778534734857714,0.10778534734857714,0.10778534734857714
2020-03-05,0.0,0.10777774617861902,0.10777774617861902,0.10777774617861902
2020-03-06,0.0,0.10777149456644625,0.10777149456644625,0.10777149456644625
2020-03-07,0.0,0.10776635283901143,0.10776635283901143,0.10776635283901143
2020-03-08,0.0,0.10776212390853152,0.10776212390853152,0.10776212390853152
2020-03-09,0.0,0.1077586456991741,0.1077586456991741,0.1077586456991741
2020-03-10,0.0,0.10775578492275117,0.10775578492275117,0.10775578492275117
2020-03-11,0.0,0.10775343196242232,0.10775343196242232,0.10775343196242232
2020-03-12,0.0,0.10775149666669087,0.10775149666669087,0.10775149666669087
2020-03-13,0.0,0.10774990489141129,0.10774990489141129,0.10774990489141129
2020-03-14,0.0,0.10774859565656042,0.10774859565656042,0.10774859565656042
2020-03-15,0.0,0.10774751880833233,0.10774751880833233,0.10774751880833233
2020-03-16,0.0,0.10774663309664617,0.10774663309664617,0.10774663309664617
2020-03-17,0.0,0.1077459045941867,0.1077459045941867,0.1077459045941867
2020-03-18,0.0,0.10774530539625804,0.10774530539625804,0.10774530539625804
2020-03-19,0.0,0.10774481255154089,0.10774481255154089,0.10774481255154089
2020-03-20,0.0,0.10774440718272471,0.10774440718272471,0.10774440718272471
2020-03-21,0.0,0.10774407376328277,0.10774407376328277,0.10774407376328277
2020-03-22,0.0,0.10774379952265539,0.10774379952265539,0.10774379952265539
2020-03-23,0.0,0.10774357395703571,0.10774357395703571,0.10774357395703571
2020-03-24,0.0,0.10774338842700598,0.10774338842700598,0.10774338842700598
2020-03-25,0.0,0.10774323582660178,0.10774323582660178,0.10774323582660178
2020-03-26,0.0,0.10774311031112316,0.10774311031112316,0.10774311031112316
2020-03-27,0.0,0.10774300707326212,0.10774300707326212,0.10774300707326212
2020-03-28,0.0,0.10774292215896886,0.10774292215896886,0.10774292215896886
2020-03-29,0.0,0.10774285231600272,0.10774285231600272,0.10774285231600272
2020-03-30,1.0,1.1077427948693654,1.1077427948693654,1.1077427948693654
2020-03-31,0.0,0.13942482481534907,0.13942482481534907,0.13942482481534907
2020-04-01,0.0,0.18482681041721682,0.18482681041721682,0.18482681041721682
2020-04-02,1.0,1.384456727721875,1.384456727721875,1.384456727721875
2020-04-03,0.0,0.16833786134933887,0.16833786134933887,0.16833786134933887
2020-04-04,0.0,0.2507718566006826,0.2507718566006826,0.2507718566006826
2020-04-05,1.0,1.438697316394697,1.438697316394697,1.438697316394697
2020-04-06,1.0,1.2129513938258123,1.2129513938258123,1.2129513938258123
2020-04-07,0.0,0.3191490974874984,0.3191490974874984,0.3191490974874984
2020-04-08,0.0,0.5459636287795822,0.5459636287795822,0.5459636287795822
2020-04-09,1.0,1.4828085966254112,1.4828085966254112,1.4828085966254112
2020-04-10,0.0,0.29139717710189006,0.29139717710189006,0.29139717710189006
2020-04-11,0.0,0.35198961463395706,0.35198961463395706,0.35198961463395706
2020-04-12,1.0,1.521950132149692,1.521950132149692,1.521950132149692
2020-04-13,2.0,2.2814278298367023,2.2814278298367023,2.2814278298367023
2020-04-14,1.0,1.4071538617449675,1.4071538617449675,1.4071538617449675
2020-04-15,1.0,1.701055890924485,1.701055890924485,1.701055890924485
2020-04-16,2.0,2.906392583617486,2.906392583617486,2.906392583617486
2020-04-17,4.0,4.737131336270606,4.737131336270606,4.737131336270606
2020-04-18,0.0,0.9531525148092869,0.9531525148092869,0.9531525148092869
2020-04-19,2.0,3.2773023642264474,3.2773023642264474,3.2773023642264474
2020-04-20,6.0,7.631118217481687,7.631118217481687,7.631118217481687
2020-04-21,2.0,2.942457666381549,2.942457666381549,2.942457666381549
2020-04-22,1.0,2.7590989717093883,2.7590989717093883,2.7590989717093883
2020-04-23,4.0,6.482229221381724,6.482229221381724,6.482229221381724
2020-04-24,1.0,2.557365221672897,2.557365221672897,2.557365221672897
2020-04-25,0.0,1.6047763182137584,1.6047763182137584,1.6047763182137584
2020-04-26,2.0,4.12898172740098,4.12898172740098,4.12898172740098
2020-04-27,0.0,1.2943253439946458,1.2943253439946458,1.2943253439946458
2020-04-28,4.0,5.155738937187832,5.155738937187832,5.155738937187832
2020-04-29,0.0,1.5652470493424488,1.5652470493424488,1.5652470493424488
2020-04-30,3.0,4.113283314124967,4.113283314124967,4.113283314124967
2020-05-01,5.0,6.967431354786718,6.967431354786718,6.967431354786718
2020-05-02,2.0,3.1540949226708155,3.1540949226708155,3.1540949226708155
2020-05-03,0.0,2.0954593860278896,2.0954593860278896,2.0954593860278896
2020-05-04,0.0,2.315208668638081,2.315208668638081,2.315208668638081
2020-05-05,0.0,1.483086506130734,1.483086506130734,1.483086506130734
2020-05-06,2.0,3.05242306764417,3.05242306764417,3.05242306764417
2020-05-07,1.0,2.032445173475482,2.032445173475482,2.032445173475482
2020-05-08,1.0,2.00205401242251,2.00205401242251,2.00205401242251
2020-05-09,0.0,1.3526546167034885,1.3526546167034885,1.3526546167034885
2020-05-10,2.0,2.9986593098343612,2.9986593098343612,2.9986593098343612
2020-05-11,0.0,1.002847815505112,1.002847815505112,1.002847815505112
2020-05-12,4.0,4.789504002032574,4.789504002032574,4.789504002032574
2020-05-13,0.0,1.2640144378722957,1.2640144378722957,1.2640144378722957
2020-05-14,2.0,2.8655158908051237,2.8655158908051237,2.8655158908051237
2020-05-15,4.0,5.731957610549908,5.731957610549908,5.731957610549908
2020-05-16,0.0,0.8777076619174867,0.8777076619174867,0.8777076619174867
2020-05-17,3.0,4.540426735745023,4.540426735745023,4.540426735745023
2020-05-18,1.0,2.8370595071004403,2.8370595071004403,2.8370595071004403
2020-05-19,0.0,1.004461667058297,1.004461667058297,1.004461667058297
2020-05-20,1.0,2.704919232457139,2.704919232457139,2.704919232457139
2020-05-21,1.0,2.0703705487475226,2.0703705487475226,2.0703705487475226
2020-05-22,2.0,2.9100265759865884,2.9100265759865884,2.9100265759865884
2020-05-23,0.0,1.1374952995701135,1.1374952995701135,1.1374952995701135
2020-05-24,0.0,1.0714008949392575,1.0714008949392575,1.0714008949392575
2020-05-25,0.0,1.1704622122147852,1.1704622122147852,1.1704622122147852
2020-05-26,0.0,0.626630937115307,0.626630937115307,0.626630937115307
2020-05-27,2.0,2.6188619025803375,2.6188619025803375,2.6188619025803375
2020-05-28,0.0,0.5915084770895048,0.5915084770895048,0.5915084770895048
2020-05-29,0.0,0.6076962322953641,0.6076962322953641,0.6076962322953641
2020-05-30,1.0,1.9455833374201588,1.9455833374201588,1.9455833374201588
2020-05-31,0.0,0.4311837239400274,0.4311837239400274,0.4311837239400274
2020-06-01,1.0,1.5091294482224331,1.5091294482224331,1.5091294482224331
2020-06-02,2.0,2.6828816006354144,2.6828816006354144,2.6828816006354144
2020-06-03,0.0,0.49650317784224884,0.49650317784224884,0.49650317784224884
2020-06-04,1.0,1.7850284221978545,1.7850284221978545,1.7850284221978545
2020-06-05,5.0,5.924435779745884,5.924435779745884,5.924435779745884
2020-06-06,0.0,0.6337068563366663,0.6337068563366663,0.6337068563366663
2020-06-07,0.0,1.0931194591983622,1.0931194591983622,1.0931194591983622
2020-06-08,0.0,1.7860966308207704,1.7860966308207704,1.7860966308207704
2020-06-09,0.0,0.5369351628778808,0.5369351628778808,0.5369351628778808
2020-06-10,1.0,1.671577240391695,1.671577240391695,1.671577240391695
2020-06-11,1.0,1.6031853953064061,1.6031853953064061,1.6031853953064061
2020-06-12,2.0,2.597957499790832,2.597957499790832,2.597957499790832
2020-06-13,0.0,0.8386510264336253,0.8386510264336253,0.8386510264336253
2020-06-14,0.0,0.8255979084446965,0.8255979084446965,0.8255979084446965
2020-06-15,0.0,0.9682863179420824,0.9682863179420824,0.9682863179420824
2020-06-16,0.0,0.4603388476338331,0.4603388476338331,0.4603388476338331
2020-06-17,0.0,0.4820846714292538,0.4820846714292538,0.4820846714292538
2020-06-18,0.0,0.4156434152899628,0.4156434152899628,0.4156434152899628
2020-06-19,0.0,0.36099468799770873,0.36099468799770873,0.36099468799770873
2020-06-20,0.0,0.3160454566285407,0.3160454566285407,0.3160454566285407
2020-06-21,1.0,1.279074176586208,1.279074176586208,1.279074176586208
2020-06-22,0.0,0.2803469340601024,0.2803469340601024,0.2803469340601024
2020-06-23,3.0,3.3007369295971367,3.3007369295971367,3.3007369295971367
2020-06-24,0.0,0.5748404177137647,0.5748404177137647,0.5748404177137647
2020-06-25,0.0,0.4463242881668616,0.4463242881668616,0.4463242881668616
2020-06-26,0.0,1.0683281686819037,1.0683281686819037,1.0683281686819037
2020-06-27,1.0,1.301773256953909,1.301773256953909,1.301773256953909
2020-06-28,0.0,0.4255083831474302,0.4255083831474302,0.4255083831474302
2020-06-29,0.0,0.42013395646687074,0.42013395646687074,0.42013395646687074
2020-06-30,0.0,0.5779996677805347,0.5779996677805347,0.5779996677805347
2020-07-01,0.0,0.2958471656110533,0.2958471656110533,0.2958471656110533
2020-07-02,0.0,0.3046245688712502,0.3046245688712502,0.3046245688712502
2020-07-03,0.0,0.2696803599013587,0.2696803599013587,0.2696803599013587
2020-07-04,1.0,1.2409383303642345,1.2409383303642345,1.2409383303642345
2020-07-05,0.0,0.24897974473612572,0.24897974473612572,0.24897974473612572
2020-07-06,1.0,1.2749370414719514,1.2749370414719514,1.2749370414719514
2020-07-07,0.0,0.4902555469739271,0.4902555469739271,0.4902555469739271
2020-07-08,0.0,0.2747017920128596,0.2747017920128596,0.2747017920128596
2020-07-09,0.0,0.5005437023465511,0.5005437023465511,0.5005437023465511
2020-07-10,0.0,0.23213870827415406,0.23213870827415406,0.23213870827415406
2020-07-11,1.0,1.2522236012568597,1.2522236012568597,1.2522236012568597
2020-07-12,0.0,0.2582620149288711,0.2582620149288711,0.2582620149288711
2020-07-13,1.0,1.2825718196488256,1.2825718196488256,1.2825718196488256
2020-07-14,0.0,0.49653524327663007,0.49653524327663007,0.49653524327663007
2020-07-15,1.0,1.2798669172778776,1.2798669172778776,1.2798669172778776
2020-07-16,1.0,1.5364741568075375,1.5364741568075375,1.5364741568075375
2020-07-17,1.0,1.3443992282100479,1.3443992282100479,1.3443992282100479
2020-07-18,0.0,0.6405779683494308,0.6405779683494308,0.6405779683494308
2020-07-19,,0.6116552362675491,-1.2834886391004556,2.506799111635554
2020-07-20,,0.5983829654152859,-1.2977118005348887,2.4944777313654605
2020-07-21,,0.40494425453369226,-1.4969168674089874,2.306805376476372
2020-07-22,,0.5681933917667229,-1.4071403050950178,2.5435270886284638
2020-07-23,,0.5312464850241866,-1.4466029861383887,2.5090959561867616
2020-07-24,,0.4951804861671817,-1.493994472196329,2.484355444530692
2020-07-25,,0.5351850542823176,-1.4726532100898053,2.5430233186544404
