,Nebraska,forecast,interval_low,interval_high
2020-01-22,0.0,-0.09099352359771729,-0.38075172901153564,0.13250210881233215
2020-01-23,0.0,0.39078813791275024,0.04974725842475891,1.0576531887054443
2020-01-24,0.0,-0.14641320705413818,-0.37011510133743286,0.011792272329330444
2020-01-25,0.0,-0.07463851571083069,-0.976833701133728,0.32030558586120605
2020-01-26,0.0,-0.10405832529067993,-0.30212515592575073,-0.014934778213500977
2020-01-27,0.0,0.11881556361913681,0.007802188396453857,0.24828991293907166
2020-01-28,0.0,-0.24441751837730408,-0.9492318630218506,0.07373377680778503
2020-01-29,0.0,-0.0621066614985466,-0.2898332476615906,0.2782150208950043
2020-01-30,0.0,1.160559892654419,-0.11046648025512695,5.405938148498535
2020-01-31,0.0,-0.0009243786334991455,-0.15810954570770264,0.16918465495109558
2020-02-01,0.0,-0.0012439489364624023,-0.08555269241333008,0.10963559150695801
2020-02-02,0.0,0.011749071069061756,-0.05868333578109741,0.08554989099502563
2020-02-03,0.0,0.023110907524824142,-0.17582064867019653,0.1905665099620819
2020-02-04,0.0,0.19410084187984467,-0.04914742708206177,0.9968641996383667
2020-02-05,0.0,-0.2003595530986786,-0.875560998916626,0.052869707345962524
2020-02-06,0.0,-0.1234750971198082,-0.48068761825561523,0.14748436212539673
2020-02-07,0.0,0.11753062158823013,-0.08909618854522705,0.316974937915802
2020-02-08,0.0,0.2879895269870758,-0.04029494524002075,1.0583666563034058
2020-02-09,0.0,0.03375424072146416,-0.5390036106109619,0.552977979183197
2020-02-10,0.0,0.21837201714515686,-0.16749882698059082,1.2665317058563232
2020-02-11,0.0,-0.07206743955612183,-0.16749882698059082,0.033210158348083496
2020-02-12,0.0,0.13155946135520935,-0.1535084843635559,0.5995855331420898
2020-02-13,0.0,0.062121689319610596,-0.17859387397766113,0.3971672058105469
2020-02-14,0.0,-0.3574921488761902,-1.0739883184432983,0.03372073173522949
2020-02-15,0.0,-0.4941161572933197,-1.3136347532272339,0.21611279249191284
2020-02-16,0.0,0.2895383834838867,-0.21235507726669312,1.5078080892562866
2020-02-17,0.0,-0.2756572961807251,-1.8866982460021973,0.3064659833908081
2020-02-18,0.0,-0.14658859372138977,-0.632399320602417,0.33748939633369446
2020-02-19,0.0,0.06056886911392212,-0.07776612043380737,0.2962148189544678
2020-02-20,0.0,-0.09045114368200302,-1.1415716409683228,0.2951103448867798
2020-02-21,0.0,-0.45521077513694763,-2.017627477645874,0.37066495418548584
2020-02-22,0.0,-0.18359123170375824,-0.37189334630966187,-0.045721471309661865
2020-02-23,0.0,0.06536512821912766,-0.04767245054244995,0.2223389446735382
2020-02-24,0.0,-0.07376578450202942,-0.30687886476516724,0.060628533363342285
2020-02-25,0.0,0.05718826502561569,-0.3843958377838135,0.6609302163124084
2020-02-26,0.0,0.3412429690361023,-0.2082499861717224,1.7585316896438599
2020-02-27,0.0,0.21481195092201233,-0.06414049863815308,0.7750962972640991
2020-02-28,0.0,-0.07918401062488556,-0.41341233253479004,0.0799989402294159
2020-02-29,0.0,0.021395307034254074,-0.09852999448776245,0.14341172575950623
2020-03-01,0.0,0.005018788389861584,-0.05802720785140991,0.06339314579963684
2020-03-02,0.0,-0.16897432506084442,-0.4070441722869873,0.0043576061725616455
2020-03-03,0.0,0.0032480121590197086,-0.06167590618133545,0.11024096608161926
2020-03-04,0.0,-0.20433159172534943,-1.0397117137908936,0.04525873064994812
