,District of Columbia,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.007668101056701773,0.007668101056701773,0.007668101056701773
2020-01-25,0.0,0.011690151964049256,0.011690151964049256,0.011690151964049256
2020-01-26,0.0,0.014695212122419817,0.014695212122419817,0.014695212122419817
2020-01-27,0.0,0.018264450255070775,0.018264450255070775,0.018264450255070775
2020-01-28,0.0,0.022278918513077683,0.022278918513077683,0.022278918513077683
2020-01-29,0.0,0.026886970631701278,0.026886970631701278,0.026886970631701278
2020-01-30,0.0,0.03041490487816386,0.03041490487816386,0.03041490487816386
2020-01-31,0.0,0.03247510584453188,0.03247510584453188,0.03247510584453188
2020-02-01,0.0,0.03296154951975816,0.03296154951975816,0.03296154951975816
2020-02-02,0.0,0.03208848581346899,0.03208848581346899,0.03208848581346899
2020-02-03,0.0,0.030274220280413263,0.030274220280413263,0.030274220280413263
2020-02-04,0.0,0.027971021270246782,0.027971021270246782,0.027971021270246782
2020-02-05,0.0,0.025546203377623877,0.025546203377623877,0.025546203377623877
2020-02-06,0.0,0.02324326126479902,0.02324326126479902,0.02324326126479902
2020-02-07,0.0,0.021195942426518566,0.021195942426518566,0.021195942426518566
2020-02-08,0.0,0.01946054312902006,0.01946054312902006,0.01946054312902006
2020-02-09,0.0,0.01804623883434009,0.01804623883434009,0.01804623883434009
2020-02-10,0.0,0.016936887301111578,0.016936887301111578,0.016936887301111578
2020-02-11,0.0,0.016104559050094728,0.016104559050094728,0.016104559050094728
2020-02-12,0.0,0.015517071557916207,0.015517071557916207,0.015517071557916207
2020-02-13,0.0,0.015141748376867808,0.015141748376867808,0.015141748376867808
2020-02-14,0.0,0.014947017160599043,0.014947017160599043,0.014947017160599043
2020-02-15,0.0,0.014902883647309028,0.014902883647309028,0.014902883647309028
2020-02-16,0.0,0.01498090857793561,0.01498090857793561,0.01498090857793561
2020-02-17,0.0,0.015154053998178908,0.015154053998178908,0.015154053998178908
2020-02-18,0.0,0.015396604772899752,0.015396604772899752,0.015396604772899752
2020-02-19,0.0,0.015684267496933094,0.015684267496933094,0.015684267496933094
2020-02-20,0.0,0.01599447437029666,0.01599447437029666,0.01599447437029666
2020-02-21,0.0,0.01630686023752818,0.01630686023752818,0.01630686023752818
2020-02-22,0.0,0.01660383417030979,0.01660383417030979,0.01660383417030979
2020-02-23,0.0,0.01687113696798401,0.01687113696798401,0.01687113696798401
2020-02-24,0.0,0.01709826896321533,0.01709826896321533,0.01709826896321533
2020-02-25,0.0,0.017278691549950285,0.017278691549950285,0.017278691549950285
2020-02-26,0.0,0.017409747203941065,0.017409747203941065,0.017409747203941065
2020-02-27,0.0,0.017492295850339214,0.017492295850339214,0.017492295850339214
2020-02-28,0.0,0.017530116072170174,0.017530116072170174,0.017530116072170174
2020-02-29,0.0,0.017529155240220615,0.017529155240220615,0.017529155240220615
2020-03-01,0.0,0.01749672644880062,0.01749672644880062,0.01749672644880062
2020-03-02,0.0,0.017440742757749365,0.017440742757749365,0.017440742757749365
2020-03-03,0.0,0.017369056944387496,0.017369056944387496,0.017369056944387496
2020-03-04,0.0,0.017288946352277918,0.017288946352277918,0.017288946352277918
2020-03-05,0.0,0.01720675515880548,0.01720675515880548,0.01720675515880548
2020-03-06,0.0,0.017127685337668463,0.017127685337668463,0.017127685337668463
2020-03-07,0.0,0.01705571451115078,0.01705571451115078,0.01705571451115078
2020-03-08,0.0,0.01699361314483394,0.01699361314483394,0.01699361314483394
2020-03-09,0.0,0.016943033254576283,0.016943033254576283,0.016943033254576283
2020-03-10,0.0,0.016904643808830815,0.016904643808830815,0.016904643808830815
2020-03-11,0.0,0.01687829247573841,0.01687829247573841,0.01687829247573841
2020-03-12,0.0,0.0168631780067504,0.0168631780067504,0.0168631780067504
2020-03-13,0.0,0.016858021654658696,0.016858021654658696,0.016858021654658696
2020-03-14,0.0,0.01686122932310476,0.01686122932310476,0.01686122932310476
2020-03-15,0.0,0.016871038651147637,0.016871038651147637,0.016871038651147637
2020-03-16,0.0,0.016885647109919206,0.016885647109919206,0.016885647109919206
2020-03-17,0.0,0.01690331863020728,0.01690331863020728,0.01690331863020728
2020-03-18,0.0,0.016922467467651692,0.016922467467651692,0.016922467467651692
2020-03-19,0.0,0.016941719066945856,0.016941719066945856,0.016941719066945856
