,Connecticut,forecast,interval_low,interval_high
2020-01-23,0.0,-0.00427208561450243,-0.010126233100891113,0.00528755784034729
2020-01-24,0.0,0.13988329470157623,-0.03236031532287598,0.7062511444091797
2020-01-25,0.0,0.007888632826507092,-0.005982756614685059,0.024265050888061523
2020-01-26,0.0,-0.00987424235790968,-0.03251612186431885,0.001807183027267456
2020-01-27,0.0,7.4431328773498535,-0.0005484819412231445,37.20750427246094
2020-01-28,0.0,-0.1259128898382187,-0.4195513129234314,-0.000971376895904541
2020-01-29,0.0,-0.04614564776420593,-0.2384442687034607,0.0034509003162384033
2020-01-30,0.0,0.02624148689210415,-0.09355157613754272,0.23490872979164124
2020-01-31,0.0,0.00622026901692152,-0.0012069344520568848,0.01641574501991272
2020-02-01,0.0,0.2438417375087738,-0.0013109445571899414,1.213937520980835
2020-02-02,0.0,-0.11178703606128693,-0.3750458359718323,0.004326999187469482
2020-02-03,0.0,0.0021331668831408024,-0.009772002696990967,0.015213370323181152
2020-02-04,0.0,0.005167859606444836,-0.01443713903427124,0.022501230239868164
2020-02-05,0.0,0.007139158435165882,-0.0017684698104858398,0.020015209913253784
2020-02-06,0.0,-0.007300740573555231,-0.03205418586730957,0.002840191125869751
2020-02-07,0.0,0.0034239529632031918,-0.013695180416107178,0.018022358417510986
2020-02-08,0.0,-0.0034116446040570736,-0.00679171085357666,0.003784686326980591
2020-02-09,0.0,0.004669070243835449,-0.002145051956176758,0.016498833894729614
2020-02-10,0.0,-0.0051514566875994205,-0.03991621732711792,0.017974823713302612
2020-02-11,0.0,-0.09759398549795151,-0.4293631315231323,0.0033278167247772217
2020-02-12,0.0,-0.007916444912552834,-0.03288412094116211,0.00499841570854187
2020-02-13,0.0,0.7834789156913757,-0.00058746337890625,1.2224791049957275
2020-02-14,0.0,-0.08452082425355911,-0.4665471315383911,0.019254237413406372
2020-02-15,0.0,-0.01301069837063551,-0.04438656568527222,0.0008209049701690674
2020-02-16,0.0,0.07681583613157272,-0.003993868827819824,0.34208226203918457
2020-02-17,0.0,-0.004456841852515936,-0.016157567501068115,0.004284679889678955
2020-02-18,0.0,-0.059949569404125214,-0.2675899267196655,0.0185299813747406
2020-02-19,0.0,0.02074447274208069,-0.004172265529632568,0.08436331152915955
2020-02-20,0.0,0.015347945503890514,-0.005068182945251465,0.0358215868473053
2020-02-21,0.0,-0.044779397547245026,-0.1686497926712036,0.013931572437286377
2020-02-22,0.0,0.061718083918094635,-0.01942664384841919,0.3433118462562561
2020-02-23,0.0,-0.0003546476364135742,-0.008592665195465088,0.006956577301025391
2020-02-24,0.0,7.449807167053223,-0.007113993167877197,37.25554275512695
2020-02-25,0.0,0.04132433980703354,-0.002949953079223633,0.14226028323173523
2020-02-26,0.0,0.054167360067367554,-0.03421539068222046,0.260131299495697
2020-02-27,0.0,-0.02576150931417942,-0.07453835010528564,-0.006424605846405029
2020-02-28,0.0,0.0009830236667767167,-0.003720104694366455,0.0059201717376708984
2020-02-29,0.0,0.06579288095235825,-0.0030341744422912598,0.3145099878311157
2020-03-01,0.0,-0.0028084933292120695,-0.013772428035736084,0.0007937252521514893
2020-03-02,0.0,-0.0001157522201538086,-0.01133793592453003,0.00502815842628479
2020-03-03,0.0,0.011509758420288563,-0.006988525390625,0.05190086364746094
2020-03-04,0.0,-0.0005273759597912431,-0.04078507423400879,0.015566319227218628
2020-03-05,0.0,-0.0006682634120807052,-0.003793001174926758,0.003997921943664551
2020-03-06,0.0,0.01827564835548401,-0.004039466381072998,0.04655936360359192
2020-03-07,0.0,-0.03119826875627041,-0.25151169300079346,0.1069667637348175
2020-03-08,0.0,-0.01139830332249403,-0.03933638334274292,-0.0007627010345458984
2020-03-09,0.0,-0.10414133965969086,-0.5719953775405884,0.06347230076789856
2020-03-10,0.0,-0.018719207495450974,-0.07043188810348511,0.011538326740264893
2020-03-11,0.0,0.09711384773254395,-0.01976311206817627,0.5135632753372192
2020-03-12,0.0,0.013707923702895641,-0.0002543926239013672,0.045525431632995605
2020-03-13,0.0,-0.00718651432543993,-0.041067302227020264,0.014777302742004395
2020-03-14,0.0,0.005819213576614857,-0.014039218425750732,0.02067318558692932
2020-03-15,0.0,0.09194989502429962,-0.015466690063476562,0.47678694128990173
2020-03-16,0.0,0.0021360397804528475,-0.0067972540855407715,0.007956743240356445
2020-03-17,0.0,0.11431413888931274,-0.03387933969497681,0.619604229927063
2020-03-18,1.0,1.004067063331604,0.9908409118652344,1.0283619165420532
2020-03-19,2.0,1.5643315315246582,0.9222487211227417,2.0005459785461426
2020-03-20,1.0,1.0002995729446411,0.9876869916915894,1.0087461471557617
2020-03-21,0.0,1.0608242750167847,0.020080983638763428,5.187246322631836
2020-03-22,4.0,3.997936248779297,3.9812629222869873,4.036739349365234
2020-03-23,2.0,9.985812187194824,2.0036091804504395,41.85526657104492
2020-03-24,2.0,3.9486453533172607,1.9986591339111328,6.923271656036377
2020-03-25,7.0,6.981489658355713,6.9520344734191895,6.997711181640625
2020-03-26,2.0,2.022927761077881,2.0076894760131836,2.0609512329101562
2020-03-27,6.0,5.980360507965088,5.92285680770874,6.002449035644531
2020-03-28,6.0,5.014588832855225,1.1050828695297241,5.997706890106201
2020-03-29,1.0,2.706096887588501,1.0045289993286133,5.440313339233398
2020-03-30,2.0,12.26187515258789,1.9995473623275757,53.30504608154297
2020-03-31,33.0,26.7797908782959,1.931731104850769,32.99721908569336
2020-04-01,16.0,16.009700775146484,16.00188446044922,16.036943435668945
2020-04-02,27.0,26.98284339904785,26.938194274902344,27.001235961914062
