,Delaware,forecast,interval_low,interval_high
2020-01-22,0.0,-0.27609607577323914,-1.204949140548706,0.11246809363365173
2020-01-23,0.0,-0.029481489211320877,-0.29886823892593384,0.21962755918502808
2020-01-24,0.0,0.34671711921691895,-0.0949103832244873,1.7052134275436401
2020-01-25,0.0,-0.013586372137069702,-0.10368949174880981,0.06964769959449768
2020-01-26,0.0,0.022913670167326927,-0.07733017206192017,0.13004866242408752
2020-01-27,0.0,0.3604136109352112,-0.07690221071243286,1.9185688495635986
2020-01-28,0.0,0.025771522894501686,-0.11216503381729126,0.18254700303077698
2020-01-29,0.0,0.02255941554903984,-0.05081307888031006,0.13917121291160583
2020-01-30,0.0,-0.07990680634975433,-0.469452440738678,0.11561787128448486
2020-01-31,0.0,-0.007581901736557484,-0.058352649211883545,0.05762353539466858
2020-02-01,0.0,-0.20327945053577423,-0.8616061210632324,0.0654444694519043
2020-02-02,0.0,14.009340286254883,-0.04047846794128418,68.32009887695312
2020-02-03,0.0,0.00876771192997694,-0.044172704219818115,0.07449591159820557
2020-02-04,0.0,0.0647115632891655,-0.08509385585784912,0.2771189212799072
2020-02-05,0.0,0.014251261949539185,-0.12478840351104736,0.1588890254497528
2020-02-06,0.0,-0.1875927746295929,-0.7881146669387817,0.23978734016418457
2020-02-07,0.0,-0.04696454852819443,-0.25772351026535034,0.12560227513313293
2020-02-08,0.0,0.16819146275520325,-0.6955728530883789,1.0045266151428223
2020-02-09,0.0,0.039089590311050415,-1.6535632610321045,1.828997254371643
2020-02-10,0.0,0.04167596623301506,-0.07851076126098633,0.1745239794254303
2020-02-11,0.0,-0.4463719427585602,-2.4236197471618652,0.13358399271965027
2020-02-12,0.0,-0.09855365008115768,-0.2984582781791687,0.20974531769752502
2020-02-13,0.0,0.040575671941041946,-0.10767894983291626,0.20453262329101562
2020-02-14,0.0,0.44101905822753906,-0.836948037147522,2.6760315895080566
2020-02-15,0.0,0.07837819308042526,-0.2139609456062317,0.3484944701194763
2020-02-16,0.0,-0.3322691023349762,-1.4595084190368652,0.16557276248931885
2020-02-17,0.0,-0.025566453114151955,-0.3052603006362915,0.11957612633705139
2020-02-18,0.0,0.04947412759065628,-0.06421816349029541,0.2224123477935791
2020-02-19,0.0,-0.2838106155395508,-0.6071469783782959,-0.05355656147003174
2020-02-20,0.0,0.03557635471224785,-0.2034287452697754,0.49733614921569824
2020-02-21,0.0,0.5844801664352417,-0.045739710330963135,1.8663122653961182
2020-02-22,0.0,-0.23357661068439484,-1.074537754058838,0.06179371476173401
2020-02-23,0.0,0.04544425010681152,-0.07184278964996338,0.3002585768699646
2020-02-24,0.0,0.0062081338837742805,-0.14010655879974365,0.24790403246879578
2020-02-25,0.0,0.24998953938484192,-0.010437488555908203,0.5582261085510254
2020-02-26,0.0,0.03585047647356987,-0.06410622596740723,0.13463234901428223
2020-02-27,0.0,-0.09299618005752563,-1.0258088111877441,0.7594817876815796
2020-02-28,0.0,-0.16864749789237976,-0.855911135673523,0.2693246006965637
2020-02-29,0.0,0.10881610214710236,-0.019823074340820312,0.5266807675361633
2020-03-01,0.0,0.002464157296344638,-0.029193878173828125,0.04482579231262207
2020-03-02,0.0,0.02961147390305996,-0.042310118675231934,0.2478746473789215
2020-03-03,0.0,-0.009068536572158337,-0.19780617952346802,0.1978604793548584
2020-03-04,0.0,-0.03385298326611519,-0.20323526859283447,0.16257327795028687
2020-03-05,0.0,0.6273642778396606,-0.2911602258682251,3.3456497192382812
2020-03-06,0.0,0.03070521354675293,-0.11421889066696167,0.1129237711429596
2020-03-07,0.0,-0.06718777865171432,-0.5570206642150879,0.22407060861587524
2020-03-08,0.0,1.7316795587539673,-0.00468975305557251,7.791310787200928
2020-03-09,0.0,0.06397362053394318,-0.06097841262817383,0.32273098826408386
2020-03-10,0.0,0.4160679876804352,-0.02333730459213257,1.8889929056167603
2020-03-11,1.0,0.6873915791511536,-0.44797879457473755,1.2106027603149414
2020-03-12,1.0,1.091204047203064,-2.2701592445373535,4.938719749450684
2020-03-13,4.0,3.9860520362854004,3.6624138355255127,4.2667388916015625
2020-03-14,6.0,5.930732727050781,5.761453628540039,6.16895866394043
2020-03-15,6.0,6.068201541900635,5.989405155181885,6.17788028717041
2020-03-16,8.0,6.710435390472412,0.959509015083313,8.517587661743164
2020-03-17,16.0,17.710859298706055,15.62256145477295,25.418039321899414
2020-03-18,19.0,19.18195152282715,18.849822998046875,19.52853775024414
2020-03-19,30.0,32.847267150878906,29.575428009033203,39.01594924926758
2020-03-20,39.0,40.55908203125,38.51332473754883,46.79422378540039
2020-03-21,45.0,47.84955978393555,44.722862243652344,58.64253616333008
2020-03-22,56.0,58.16929244995117,55.923065185546875,67.02464294433594
2020-03-23,68.0,82.17941284179688,67.86734771728516,104.46041870117188
2020-03-24,104.0,107.0910415649414,103.68213653564453,119.61499786376953
2020-03-25,119.0,121.20573425292969,118.93461608886719,130.0367431640625
2020-03-26,130.0,138.0375518798828,129.67259216308594,170.52932739257812
2020-03-27,163.0,163.09756469726562,162.83847045898438,163.2174835205078
2020-03-28,214.0,203.6883087158203,162.4139404296875,214.25390625
2020-03-29,232.0,238.6018524169922,205.07754516601562,271.59588623046875
2020-03-30,264.0,275.06573486328125,212.89047241210938,318.2047424316406
2020-03-31,319.0,291.03948974609375,233.23947143554688,319.2451477050781
2020-04-01,368.0,378.96014404296875,367.74066162109375,396.1794738769531
2020-04-02,393.0,404.4444885253906,392.86712646484375,450.0318908691406
2020-04-03,450.0,478.0215759277344,449.776611328125,590.3750610351562
2020-04-04,593.0,609.33447265625,593.031005859375,674.0048217773438
2020-04-05,673.0,672.9412231445312,672.8012084960938,673.0267944335938
2020-04-06,783.0,812.71240234375,782.6343383789062,931.8702392578125
2020-04-07,928.0,927.9884643554688,927.5694580078125,928.3572998046875
2020-04-08,1116.0,1116.0616455078125,1115.6165771484375,1116.39892578125
2020-04-09,1209.0,1227.4080810546875,1208.6004638671875,1301.1275634765625
2020-04-10,1326.0,1326.0782470703125,1325.6605224609375,1326.509521484375
