,Puerto Rico,forecast,interval_low,interval_high
2020-01-22,0.0,-0.08719917386770248,-0.19115585088729858,0.04696530103683472
2020-01-23,0.0,0.2856059968471527,-0.1380155086517334,1.128857135772705
2020-01-24,0.0,-2.644073247909546,-12.708963394165039,0.01624634861946106
2020-01-25,0.0,1.4213565587997437,-3.1418464183807373,10.487133979797363
2020-01-26,0.0,0.050028879195451736,-0.032962799072265625,0.1142180860042572
2020-01-27,0.0,-1.3500757217407227,-4.958967685699463,0.7020199298858643
2020-01-28,0.0,1.603590726852417,-0.11339622735977173,6.980763912200928
2020-01-29,0.0,-0.0408100001513958,-0.25287318229675293,0.26411741971969604
2020-01-30,0.0,-0.9941697120666504,-5.034024238586426,0.14272111654281616
2020-01-31,0.0,-0.019298827275633812,-0.05357646942138672,0.04760676622390747
2020-02-01,0.0,-0.30287227034568787,-1.5796501636505127,0.08012664318084717
2020-02-02,0.0,-0.09773309528827667,-2.476745843887329,1.8226308822631836
2020-02-03,0.0,0.1011338084936142,-0.13661545515060425,0.5152963399887085
2020-02-04,0.0,-0.1899019032716751,-0.5125106573104858,-0.019718289375305176
2020-02-05,0.0,0.17680370807647705,-0.055528223514556885,0.3412543535232544
2020-02-06,0.0,-0.2336898297071457,-0.8984912633895874,0.16487795114517212
2020-02-07,0.0,0.1367957890033722,-0.07053732872009277,0.36224180459976196
2020-02-08,0.0,-0.023063480854034424,-0.27076369524002075,0.5138632655143738
2020-02-09,0.0,0.3204652667045593,-0.17665815353393555,1.6326420307159424
2020-02-10,0.0,0.028485964983701706,-0.13007497787475586,0.19812673330307007
2020-02-11,0.0,0.05886334180831909,-0.23307007551193237,0.3147886395454407
2020-02-12,0.0,-0.06831033527851105,-0.5916013717651367,0.33688458800315857
2020-02-13,0.0,0.08432096242904663,-0.4971011281013489,1.0712170600891113
2020-02-14,0.0,0.16798022389411926,-0.35306721925735474,0.5484618544578552
2020-02-15,0.0,-0.1287630945444107,-0.3875216245651245,0.05632966756820679
2020-02-16,0.0,-2.3840763568878174,-12.247698783874512,0.2493605613708496
2020-02-17,0.0,-0.024112749844789505,-0.2640395760536194,0.2065066695213318
2020-02-18,0.0,-0.0763247087597847,-0.49938827753067017,0.06599795818328857
2020-02-19,0.0,-0.7465247511863708,-3.926757335662842,0.496875524520874
2020-02-20,0.0,1.1969683170318604,-0.18482065200805664,5.713933944702148
2020-02-21,0.0,0.13997918367385864,-0.0276603102684021,0.321827232837677
2020-02-22,0.0,-0.08027695119380951,-0.5667232275009155,0.18312281370162964
2020-02-23,0.0,1.7493445873260498,0.14880666136741638,7.962474346160889
2020-02-24,0.0,-0.14367255568504333,-0.4403698444366455,-0.017401814460754395
2020-02-25,0.0,-0.09232106059789658,-0.9229927062988281,0.7654740810394287
2020-02-26,0.0,0.002864271402359009,-0.2341996431350708,0.15849289298057556
2020-02-27,0.0,0.6754910349845886,-0.4111645817756653,3.463167428970337
2020-02-28,0.0,-0.07405561953783035,-0.44414621591567993,0.1352633237838745
2020-02-29,0.0,0.09652198851108551,-0.0672222375869751,0.3972875475883484
2020-03-01,0.0,-0.33934399485588074,-1.9191980361938477,0.17562568187713623
2020-03-02,0.0,0.015438342466950417,-0.04812723398208618,0.12301158905029297
2020-03-03,0.0,0.4065226912498474,0.0025454163551330566,1.2057781219482422
2020-03-04,0.0,-0.14334097504615784,-0.5364415645599365,0.12349817156791687
2020-03-05,0.0,5.004136085510254,-0.15021353960037231,13.280839920043945
2020-03-06,0.0,-0.44818562269210815,-2.123255491256714,0.13711762428283691
2020-03-07,0.0,-0.05798770859837532,-0.413307785987854,0.24999776482582092
2020-03-08,0.0,0.3958354890346527,-0.25243985652923584,2.201446533203125
2020-03-09,0.0,-0.02325577102601528,-0.218042254447937,0.17811626195907593
2020-03-10,0.0,-0.09531664103269577,-0.5449817180633545,0.3380175828933716
2020-03-11,0.0,0.052372682839632034,-0.4961917996406555,0.42233312129974365
2020-03-12,0.0,0.0495162196457386,-0.27409833669662476,0.8642355799674988
2020-03-13,0.0,-0.6324924826622009,-2.893465995788574,0.3328644931316376
2020-03-14,0.0,0.27660322189331055,-0.05956101417541504,0.8128987550735474
2020-03-15,0.0,0.10366274416446686,-0.0898849368095398,0.3713892102241516
2020-03-16,5.0,4.229564189910889,3.0033371448516846,5.135124683380127
2020-03-17,5.0,4.227392673492432,1.4576795101165771,4.99681282043457
2020-03-18,5.0,5.180573463439941,4.926699638366699,5.437877178192139
2020-03-19,5.0,4.586012840270996,4.061522960662842,4.975028991699219
2020-03-20,14.0,15.839714050292969,13.651938438415527,24.162595748901367
2020-03-21,21.0,22.181591033935547,21.097484588623047,24.420408248901367
2020-03-22,23.0,24.194351196289062,22.94244956970215,29.085128784179688
2020-03-23,31.0,31.144046783447266,30.934219360351562,31.459659576416016
2020-03-24,39.0,41.444000244140625,38.877891540527344,51.44938278198242
2020-03-25,51.0,52.82989501953125,50.154998779296875,60.67813491821289
2020-03-26,64.0,70.3296127319336,53.460838317871094,105.93704223632812
2020-03-27,79.0,90.68525695800781,78.7193603515625,137.69398498535156
2020-03-28,100.0,99.8423843383789,99.65057373046875,100.17322540283203
2020-03-29,127.0,127.09727478027344,126.9957046508789,127.18413543701172
2020-03-30,174.0,173.97994995117188,173.8491668701172,174.06251525878906
2020-03-31,239.0,239.03988647460938,238.9198760986328,239.1730194091797
2020-04-01,286.0,308.3503112792969,285.4895935058594,398.3314514160156
2020-04-02,316.0,309.26422119140625,283.2536926269531,316.63055419921875
2020-04-03,316.0,365.8802185058594,292.5560607910156,453.1612243652344
2020-04-04,452.0,465.18829345703125,451.4842834472656,518.0919799804688
2020-04-05,475.0,501.71844482421875,474.94879150390625,529.0203857421875
2020-04-06,513.0,513.1535034179688,512.9769287109375,513.32763671875
2020-04-07,573.0,572.7284545898438,572.4044189453125,573.123046875
2020-04-08,620.0,608.2430419921875,559.6001586914062,620.6627807617188
2020-04-09,683.0,699.8563232421875,682.9332275390625,729.4354858398438
2020-04-10,725.0,724.8629760742188,724.1729736328125,725.6586303710938
2020-04-11,788.0,811.639892578125,787.5396118164062,905.687744140625
2020-04-12,897.0,896.8260498046875,896.32666015625,897.390625
2020-04-13,903.0,907.1057739257812,902.1759033203125,923.02001953125
2020-04-14,923.0,927.2498168945312,893.0935668945312,974.7703247070312
2020-04-15,974.0,989.2904052734375,973.2470092773438,1050.9891357421875
2020-04-16,1043.0,1049.367919921875,1042.81103515625,1074.4990234375
2020-04-17,1068.0,1078.0052490234375,1067.750732421875,1116.05419921875
2020-04-18,1118.0,1125.2685546875,1117.5001220703125,1155.271728515625
2020-04-19,1213.0,1215.444091796875,1212.1619873046875,1225.7113037109375
2020-04-20,1252.0,1258.359130859375,1251.8123779296875,1282.6627197265625
2020-04-21,1298.0,1287.4114990234375,1246.9639892578125,1297.994384765625
2020-04-22,1252.0,1252.619140625,1252.3697509765625,1253.19384765625
