,Washington,forecast,interval_low,interval_high
2020-06-03,22484.0,21910.880859375,21804.80859375,21975.234375
2020-06-04,22729.0,22210.162109375,22072.1484375,22289.57421875
2020-06-05,22993.0,22577.052734375,22440.2421875,22663.837890625
2020-06-06,23442.0,22867.890625,22679.24609375,22985.494140625
2020-06-07,23729.0,22859.40625,22703.017578125,22943.21484375
2020-06-08,24041.0,23173.564453125,22945.740234375,23294.798828125
2020-06-09,24354.0,23532.091796875,23312.5703125,23646.623046875
2020-06-10,24354.0,23977.712890625,23868.89453125,24045.642578125
2020-06-11,24779.0,24272.466796875,24097.5859375,24379.84765625
2020-06-12,25171.0,24684.7265625,24532.876953125,24786.38671875
2020-06-13,25538.0,25015.162109375,24799.591796875,25148.3515625
2020-06-14,25834.0,25040.0,24842.99609375,25153.8359375
2020-06-15,26158.0,25395.4765625,25112.513671875,25550.1953125
2020-06-16,26531.0,25780.982421875,25508.794921875,25941.533203125
2020-06-17,26784.0,26292.005859375,26154.12109375,26386.892578125
2020-06-18,27192.0,26613.421875,26385.828125,26769.828125
2020-06-19,27601.0,27086.9453125,26893.021484375,27231.9453125
2020-06-20,28225.0,27447.708984375,27186.669921875,27617.19921875
2020-06-21,28680.0,27271.974609375,27063.6484375,27407.365234375
2020-06-22,28870.0,27675.705078125,27377.994140625,27850.84765625
2020-06-23,29386.0,28090.380859375,27809.25390625,28268.853515625
2020-06-24,29869.0,28655.0625,28509.70703125,28757.724609375
2020-06-25,30367.0,29020.970703125,28782.572265625,29198.359375
2020-06-26,30855.0,29556.828125,29356.330078125,29719.095703125
2020-06-27,31404.0,29959.521484375,29696.58203125,30133.642578125
2020-06-28,31752.0,30063.716796875,29891.2578125,30191.072265625
2020-06-29,32253.0,30549.556640625,30304.138671875,30699.830078125
2020-06-30,32824.0,30992.125,30770.609375,31146.580078125
2020-07-01,33435.0,31619.1171875,31506.85546875,31694.08203125
2020-07-02,34151.0,32052.669921875,31871.009765625,32207.939453125
2020-07-03,34778.0,32646.3671875,32494.673828125,32787.58984375
2020-07-04,35247.0,33140.7734375,32952.375,33264.33984375
2020-07-05,35898.0,33482.10546875,33388.31640625,33581.62109375
2020-07-06,36985.0,34068.91796875,33961.06640625,34142.1015625
2020-07-07,37420.0,34577.48046875,34508.5859375,34658.01953125
2020-07-08,37941.0,35229.62890625,35174.94921875,35261.62109375
2020-07-09,38581.0,35812.58984375,35766.1328125,35896.515625
2020-07-10,39218.0,36476.04296875,36428.8125,36562.39453125
2020-07-11,39218.0,37092.94140625,37070.57421875,37105.81640625
2020-07-12,40656.0,37736.55078125,37629.625,37899.37109375
2020-07-13,41757.0,38509.4375,38314.859375,38803.07421875
2020-07-14,42304.0,39075.0390625,38894.4609375,39425.6171875
2020-07-15,43046.0,39729.38671875,39560.3828125,39882.71484375
2020-07-16,44313.0,40533.51171875,40334.703125,40902.37109375
2020-07-17,45067.0,41215.89453125,41077.4609375,41486.2109375
2020-07-18,46026.0,42105.58984375,41791.00390625,42540.2734375
2020-07-19,,42403.79296875,42106.9921875,42958.34765625
2020-07-20,,43351.25,42746.0546875,44245.390625
2020-07-21,,44044.57421875,43498.3828125,45010.234375
2020-07-22,,44605.03125,44152.51953125,45064.5078125
2020-07-23,,45783.75,45219.6328125,46769.03515625
2020-07-24,,46476.85546875,46018.65234375,47206.46484375
2020-07-25,,47700.21875,46891.59375,48825.03125
