,Washington,forecast,interval_low,interval_high
2020-01-22,1.0,,,
2020-01-23,1.0,,,
2020-01-24,1.0,,,
2020-01-25,1.0,,,
2020-01-26,1.0,,,
2020-01-27,1.0,,,
2020-01-28,1.0,,,
2020-01-29,1.0,,,
2020-01-30,1.0,,,
2020-01-31,1.0,,,
2020-02-01,1.0,,,
2020-02-02,1.0,483.9869689941406,280.31365966796875,627.5624389648438
2020-02-03,1.0,570.9242553710938,331.7894592285156,734.390625
2020-02-04,1.0,680.7503051757812,418.2724609375,847.7151489257812
2020-02-05,1.0,843.8573608398438,628.7479248046875,963.036376953125
2020-02-06,1.0,965.2013549804688,649.5640258789062,1165.6259765625
2020-02-07,1.0,1176.1904296875,869.4481811523438,1364.5860595703125
2020-02-08,1.0,1228.615966796875,910.96435546875,1408.200439453125
2020-02-09,1.0,483.9869689941406,280.31365966796875,627.5624389648438
2020-02-10,1.0,570.9242553710938,331.7894592285156,734.390625
2020-02-11,1.0,680.7503051757812,418.2724609375,847.7151489257812
2020-02-12,1.0,843.8573608398438,628.7479248046875,963.036376953125
2020-02-13,1.0,965.2013549804688,649.5640258789062,1165.6259765625
2020-02-14,1.0,1176.1904296875,869.4481811523438,1364.5860595703125
2020-02-15,1.0,1228.615966796875,910.96435546875,1408.200439453125
2020-02-16,1.0,483.9869689941406,280.31365966796875,627.5624389648438
2020-02-17,1.0,570.9242553710938,331.7894592285156,734.390625
2020-02-18,1.0,680.7503051757812,418.2724609375,847.7151489257812
2020-02-19,1.0,843.8573608398438,628.7479248046875,963.036376953125
2020-02-20,1.0,965.2013549804688,649.5640258789062,1165.6259765625
2020-02-21,1.0,1176.1904296875,869.4481811523438,1364.5860595703125
2020-02-22,1.0,1228.615966796875,910.96435546875,1408.200439453125
2020-02-23,1.0,483.9869689941406,280.31365966796875,627.5624389648438
2020-02-24,1.0,570.9242553710938,331.7894592285156,734.390625
2020-02-25,1.0,680.7503051757812,418.2724609375,847.7151489257812
2020-02-26,1.0,843.8573608398438,628.7479248046875,963.036376953125
2020-02-27,1.0,965.2013549804688,649.5640258789062,1165.6259765625
2020-02-28,1.0,1176.1904296875,869.4481811523438,1364.5860595703125
2020-02-29,7.0,1228.615966796875,910.96435546875,1408.200439453125
2020-03-01,11.0,483.9869689941406,280.31365966796875,627.5624389648438
2020-03-02,18.0,570.9242553710938,331.7894592285156,734.390625
2020-03-03,27.0,680.7503051757812,418.2724609375,847.7151489257812
2020-03-04,39.0,843.8573608398438,628.7479248046875,963.036376953125
2020-03-05,70.0,965.2013549804688,649.5640258789062,1165.6259765625
2020-03-06,78.0,1176.1904296875,869.4481811523438,1364.5860595703125
2020-03-07,102.0,1228.615966796875,910.96435546875,1408.200439453125
2020-03-08,122.0,491.06884765625,289.04107666015625,633.24169921875
2020-03-09,122.0,579.6923828125,342.5346374511719,741.5491943359375
2020-03-10,167.0,687.9551391601562,427.3504333496094,853.4678955078125
2020-03-11,282.0,852.2158203125,638.6658935546875,970.0559692382812
2020-03-12,442.0,972.6607055664062,659.0098266601562,1171.5242919921875
2020-03-13,568.0,1181.6590576171875,876.7046508789062,1368.603515625
2020-03-14,642.0,1236.4615478515625,920.965576171875,1414.3375244140625
2020-03-15,603.0,582.0255737304688,393.2740173339844,713.8709716796875
2020-03-16,779.0,677.0831909179688,458.0992431640625,825.693115234375
2020-03-17,955.0,782.1541137695312,540.6607055664062,934.64306640625
2020-03-18,1022.0,944.7540893554688,741.4774780273438,1054.3492431640625
2020-03-19,1374.0,1067.0267333984375,772.8539428710938,1252.3856201171875
2020-03-20,1524.0,1267.7735595703125,978.4314575195312,1443.31005859375
2020-03-21,1793.0,1332.0147705078125,1035.26416015625,1496.930908203125
2020-03-22,1997.0,1091.6785888671875,973.141845703125,1168.879638671875
2020-03-23,2221.0,1221.711181640625,1098.936279296875,1300.0726318359375
2020-03-24,2328.0,1310.0325927734375,1169.6741943359375,1393.5927734375
2020-03-25,2591.0,1465.1038818359375,1316.6689453125,1547.828857421875
2020-03-26,3207.0,1596.6368408203125,1405.9757080078125,1710.2327880859375
2020-03-27,3477.0,1752.1824951171875,1545.635009765625,1867.290771484375
2020-03-28,4030.0,1868.0230712890625,1670.8499755859375,1969.0103759765625
2020-03-29,4465.0,2259.91748046875,2231.794921875,2276.62646484375
2020-03-30,4923.0,2443.6923828125,2387.102783203125,2505.239013671875
2020-03-31,5432.0,2514.037841796875,2464.5107421875,2568.841064453125
2020-04-01,5608.0,2642.038330078125,2598.56298828125,2702.8154296875
2020-04-02,6389.0,2801.091552734375,2775.95556640625,2816.39111328125
2020-04-03,6846.0,2886.7333984375,2841.362060546875,2934.213134765625
2020-04-04,7247.0,3086.637939453125,3052.21826171875,3127.21875
2020-04-05,7825.0,4548.14013671875,4354.880859375,4768.44921875
2020-04-06,8311.0,4834.23583984375,4575.68994140625,5158.05712890625
2020-04-07,8692.0,4858.5830078125,4614.4326171875,5185.615234375
2020-04-08,9276.0,4994.10986328125,4838.06689453125,5124.20556640625
2020-04-09,9639.0,5161.21435546875,4927.68017578125,5460.19384765625
2020-04-10,10119.0,5122.43408203125,4937.63232421875,5320.2744140625
2020-04-11,10434.0,5484.02587890625,5250.44287109375,5759.22900390625
2020-04-12,10609.0,7940.02587890625,7662.7353515625,8254.3779296875
2020-04-13,10635.0,8246.1435546875,7887.88330078125,8685.1943359375
2020-04-14,10799.0,8315.9541015625,7976.01806640625,8767.279296875
2020-04-15,10942.0,8440.0771484375,8217.1953125,8659.2021484375
2020-04-16,11057.0,8647.7861328125,8304.26171875,9094.505859375
2020-04-17,11517.0,8601.6708984375,8319.0458984375,8928.79296875
2020-04-18,11776.0,9015.248046875,8690.94921875,9423.986328125
2020-04-19,11978.0,11084.7216796875,10889.8369140625,11285.8681640625
2020-04-20,12114.0,11308.2353515625,11042.279296875,11613.8935546875
2020-04-21,12392.0,11522.5830078125,11270.5654296875,11847.5400390625
2020-04-22,12596.0,11602.9306640625,11463.484375,11729.0654296875
2020-04-23,12753.0,11898.015625,11639.7587890625,12231.05859375
2020-04-24,12977.0,11988.671875,11790.0380859375,12212.185546875
2020-04-25,13319.0,12289.5205078125,12075.474609375,12562.796875
2020-04-26,13521.0,12603.9306640625,12438.916015625,12759.908203125
2020-04-27,13686.0,12832.76171875,12608.0263671875,13073.00390625
2020-04-28,13842.0,13067.9736328125,12859.208984375,13323.72265625
2020-04-29,14070.0,13189.87109375,13073.875,13289.6591796875
2020-04-30,14327.0,13479.6689453125,13261.36328125,13752.708984375
2020-05-01,14637.0,13596.3681640625,13432.115234375,13773.8017578125
2020-05-02,15003.0,13901.3837890625,13729.736328125,14114.8427734375
2020-05-03,15185.0,14251.2470703125,14129.0537109375,14346.263671875
2020-05-04,15462.0,14475.30859375,14308.7431640625,14628.7548828125
2020-05-05,15594.0,14742.3359375,14591.3642578125,14909.1416015625
2020-05-06,15905.0,14901.0126953125,14821.3623046875,14958.9267578125
2020-05-07,16231.0,15194.5126953125,15032.888671875,15385.61328125
2020-05-08,16388.0,15361.1318359375,15244.84375,15475.5947265625
2020-05-09,16674.0,15651.7255859375,15539.2724609375,15782.5146484375
2020-05-10,16891.0,15996.1123046875,15899.109375,16051.0390625
2020-05-11,17122.0,16239.5458984375,16117.447265625,16321.375
2020-05-12,17330.0,16512.83203125,16406.66015625,16604.31640625
2020-05-13,17512.0,16738.30078125,16675.41796875,16776.91796875
2020-05-14,17773.0,17013.212890625,16894.32421875,17137.263671875
2020-05-15,17951.0,17215.791015625,17128.8984375,17288.744140625
2020-05-16,18288.0,17523.0,17449.947265625,17592.013671875
2020-05-17,18433.0,17854.326171875,17819.310546875,17915.14453125
2020-05-18,18611.0,18100.7578125,18058.93359375,18171.55859375
2020-05-19,18811.0,18410.056640625,18381.958984375,18458.677734375
2020-05-20,18971.0,18686.380859375,18665.0390625,18718.396484375
2020-05-21,19117.0,18969.337890625,18929.83203125,18992.353515625
2020-05-22,19265.0,19235.9140625,19218.552734375,19266.62109375
2020-05-23,19265.0,19528.439453125,19490.1328125,19560.951171875
2020-05-24,19828.0,19509.962890625,19420.455078125,19583.904296875
2020-05-25,20065.0,19763.044921875,19644.91015625,19856.833984375
2020-05-26,20181.0,20102.1640625,19992.916015625,20176.3125
2020-05-27,20406.0,20423.109375,20353.6171875,20461.033203125
2020-05-28,20764.0,20717.15625,20647.185546875,20761.26171875
2020-05-29,21071.0,21043.89453125,20962.703125,21086.28515625
2020-05-30,21349.0,21326.748046875,21203.037109375,21395.4765625
2020-05-31,21702.0,20914.12109375,20774.04296875,20996.42578125
2020-06-01,21977.0,21184.951171875,20997.8515625,21294.763671875
2020-06-02,22157.0,21541.892578125,21362.568359375,21634.068359375
