,Colorado,forecast,interval_low,interval_high
2020-01-23,0.0,-0.008296018466353416,-0.06535869836807251,0.020349353551864624
2020-01-24,0.0,0.0036211609840393066,0.0002567172050476074,0.00997847318649292
2020-01-25,0.0,-0.0008381664520129561,-0.009006738662719727,0.005443751811981201
2020-01-26,0.0,-0.0009523391490802169,-0.0022454261779785156,-0.00022655725479125977
2020-01-27,0.0,0.013798767700791359,-0.00540471076965332,0.07208096981048584
2020-01-28,0.0,-0.010580813512206078,-0.03582102060317993,0.0036280155181884766
2020-01-29,0.0,0.00506403436884284,8.642673492431641e-07,0.012013286352157593
2020-01-30,0.0,-0.06942756474018097,-0.3184043765068054,-0.001284182071685791
2020-01-31,0.0,-0.009320652112364769,-0.04844081401824951,0.003412783145904541
2020-02-01,0.0,0.03103085793554783,0.0005183517932891846,0.14795851707458496
2020-02-02,0.0,-9.967685036826879e-05,-0.00329744815826416,0.004025667905807495
2020-02-03,0.0,-0.003951000981032848,-0.012231826782226562,0.0006685256958007812
2020-02-04,0.0,0.00421750545501709,-0.0002849102020263672,0.014731258153915405
2020-02-05,0.0,-0.05308733135461807,-0.2303638458251953,0.0004073977470397949
2020-02-06,0.0,0.0029699087608605623,-0.0021724700927734375,0.007191002368927002
2020-02-07,0.0,0.005887365434318781,-0.005190730094909668,0.029539406299591064
2020-02-08,0.0,-0.09489484131336212,-0.22114312648773193,-0.021096229553222656
2020-02-09,0.0,0.07481822371482849,-0.0007105469703674316,0.2971839904785156
2020-02-10,0.0,0.08238331228494644,-0.01214379072189331,0.3641371726989746
2020-02-11,0.0,-0.19600602984428406,-1.0027071237564087,0.014431029558181763
2020-02-12,0.0,-0.013960790820419788,-0.02745157480239868,-0.005449652671813965
2020-02-13,0.0,0.010237282142043114,-0.012586236000061035,0.021104127168655396
2020-02-14,0.0,-0.01622370444238186,-0.057710886001586914,0.0024157166481018066
2020-02-15,0.0,0.6845847964286804,0.002233445644378662,3.305227279663086
2020-02-16,0.0,-0.00393147487193346,-0.01833665370941162,0.0116233229637146
2020-02-17,0.0,0.007715076208114624,-0.052093505859375,0.1098836362361908
