,Oregon,forecast,interval_low,interval_high
2020-01-22,0.0,0.020114999264478683,-0.15126687288284302,0.16917958855628967
2020-01-23,0.0,-0.04717675969004631,-0.1128043532371521,0.02849629521369934
2020-01-24,0.0,0.030436163768172264,-0.0918470025062561,0.41532930731773376
2020-01-25,0.0,-0.25214141607284546,-1.8419427871704102,0.5065457820892334
2020-01-26,0.0,-1.8700933456420898,-9.277782440185547,0.05416563153266907
2020-01-27,0.0,0.01153615117073059,-0.08684700727462769,0.16527330875396729
2020-01-28,0.0,0.44671958684921265,-0.29246580600738525,2.129457712173462
2020-01-29,0.0,2.6934590339660645,-0.1607576608657837,13.750463485717773
2020-01-30,0.0,-0.061979103833436966,-0.38440465927124023,0.0417197048664093
2020-01-31,0.0,1.2854818105697632,-0.03785914182662964,6.4021735191345215
2020-02-01,0.0,-0.048266954720020294,-0.31076276302337646,0.12777847051620483
2020-02-02,0.0,-1.8223249912261963,-9.159520149230957,0.07989877462387085
2020-02-03,0.0,-0.02158248983323574,-0.09930223226547241,0.01945456862449646
2020-02-04,0.0,-0.09309470653533936,-0.4811575412750244,0.12519404292106628
2020-02-05,0.0,0.043532006442546844,-0.11255687475204468,0.3007711172103882
2020-02-06,0.0,0.008175969123840332,-0.10161811113357544,0.17319133877754211
2020-02-07,0.0,0.09712749719619751,-0.21924954652786255,0.5853890776634216
2020-02-08,0.0,0.15303809940814972,-0.20284873247146606,0.724350094795227
2020-02-09,0.0,0.42871522903442383,-0.4762129783630371,2.4755795001983643
2020-02-10,0.0,0.2412964403629303,-0.1483423113822937,1.210326910018921
2020-02-11,0.0,0.10389723628759384,-0.7292913198471069,1.3105976581573486
2020-02-12,0.0,0.8914111256599426,-0.6474288702011108,4.899403095245361
2020-02-13,0.0,-0.4915178716182709,-3.1888842582702637,0.38548654317855835
2020-02-14,0.0,-0.23360371589660645,-1.4450238943099976,0.37832826375961304
2020-02-15,0.0,-0.17668582499027252,-0.8864766359329224,0.30877119302749634
2020-02-16,0.0,-0.05034332349896431,-0.5889220237731934,0.40355777740478516
2020-02-17,0.0,-0.09552209824323654,-0.7488532066345215,0.16720318794250488
2020-02-18,0.0,-0.02399756945669651,-1.3959394693374634,1.233365535736084
2020-02-19,0.0,0.04183358699083328,-0.35913175344467163,0.6879575252532959
2020-02-20,0.0,-0.23022980988025665,-1.0568888187408447,0.22922638058662415
2020-02-21,0.0,-0.011291766539216042,-0.1724289059638977,0.11339184641838074
2020-02-22,0.0,0.035456884652376175,-0.15328693389892578,0.43350714445114136
2020-02-23,0.0,0.3746357262134552,0.003450334072113037,1.6172648668289185
2020-02-24,0.0,0.07109516113996506,-0.05318397283554077,0.26592355966567993
2020-02-25,0.0,0.06720829755067825,-0.0013495087623596191,0.13751134276390076
2020-02-26,0.0,0.023673975840210915,-0.27485114336013794,0.3622227907180786
2020-02-27,0.0,-0.11548711359500885,-0.518235445022583,0.056891024112701416
2020-02-28,0.0,0.15678729116916656,0.036869823932647705,0.3308004140853882
2020-02-29,1.0,0.4157313406467438,-2.304969549179077,1.453474521636963
2020-03-01,1.0,1.0200707912445068,0.9677836894989014,1.066025733947754
2020-03-02,3.0,3.03739595413208,2.989845037460327,3.1174049377441406
2020-03-03,3.0,2.9056966304779053,2.675609827041626,3.002063035964966
2020-03-04,3.0,2.946659564971924,2.699373960494995,3.1431171894073486
2020-03-05,3.0,2.975323438644409,2.643346071243286,3.3392443656921387
2020-03-06,3.0,3.5990958213806152,2.932793617248535,5.8451642990112305
2020-03-07,6.0,5.924122333526611,5.619842529296875,6.0918145179748535
2020-03-08,14.0,13.682563781738281,7.771328926086426,18.216276168823242
2020-03-09,14.0,12.721435546875,7.8137407302856445,14.222516059875488
2020-03-10,14.0,14.06170654296875,13.802560806274414,14.280195236206055
2020-03-11,19.0,20.087093353271484,18.94338035583496,24.19997787475586
2020-03-12,24.0,25.612224578857422,23.777013778686523,31.869985580444336
2020-03-13,30.0,29.8952693939209,21.624507904052734,37.80855941772461
2020-03-14,36.0,35.95587921142578,35.513450622558594,36.7327995300293
2020-03-15,36.0,36.046695709228516,35.747711181640625,36.288482666015625
2020-03-16,39.0,45.15589904785156,38.83463668823242,63.36343765258789
2020-03-17,66.0,68.906005859375,65.57966613769531,74.04792022705078
2020-03-18,75.0,75.09910583496094,74.75199127197266,75.45464324951172
2020-03-19,88.0,93.14897155761719,87.96755981445312,113.0395278930664
2020-03-20,114.0,117.93046569824219,113.38562774658203,135.85313415527344
2020-03-21,137.0,146.70755004882812,137.0531005859375,161.05699157714844
2020-03-22,161.0,161.11131286621094,160.58644104003906,161.5463104248047
2020-03-23,191.0,194.77963256835938,190.4559783935547,210.50210571289062
2020-03-24,210.0,209.972900390625,209.46229553222656,210.66421508789062
2020-03-25,266.0,266.0602111816406,265.5511169433594,266.3207092285156
2020-03-26,316.0,325.3193054199219,265.5030517578125,412.6954345703125
2020-03-27,416.0,437.9501953125,415.7640686035156,474.9937438964844
2020-03-28,479.0,478.8550720214844,478.3992614746094,479.3475341796875
2020-03-29,548.0,556.2089233398438,547.6061401367188,589.4342651367188
2020-03-30,606.0,606.0203857421875,605.9362182617188,606.0950317382812
2020-03-31,690.0,673.4225463867188,606.9297485351562,690.1517333984375
2020-04-01,736.0,754.3226318359375,735.5697631835938,828.1326293945312
2020-04-02,826.0,841.8200073242188,825.8824462890625,903.2655029296875
2020-04-03,899.0,898.9468994140625,898.6785278320312,899.0623779296875
2020-04-04,899.0,899.0819091796875,898.443603515625,899.5178833007812
2020-04-05,1068.0,1067.577880859375,1066.4837646484375,1068.3125
2020-04-06,1068.0,1080.333740234375,1067.6016845703125,1129.7568359375
2020-04-07,1132.0,1132.07275390625,1131.5228271484375,1133.0035400390625
2020-04-08,1181.0,1180.8843994140625,1180.086181640625,1181.452392578125
2020-04-09,1321.0,1292.1517333984375,1170.7806396484375,1327.12841796875
2020-04-10,1322.0,1325.41845703125,1321.669921875,1338.7557373046875
2020-04-11,1371.0,1371.03076171875,1370.2535400390625,1371.3953857421875
2020-04-12,1527.0,1533.906005859375,1526.619873046875,1561.9644775390625
2020-04-13,1584.0,1585.1224365234375,1547.89404296875,1625.4031982421875
2020-04-14,1633.0,1635.726318359375,1632.818115234375,1645.9619140625
2020-04-15,1663.0,1663.1324462890625,1662.388427734375,1663.8958740234375
2020-04-16,1736.0,1747.5699462890625,1734.30419921875,1797.090576171875
2020-04-17,1785.0,1785.5823974609375,1785.0030517578125,1786.2733154296875
2020-04-18,1844.0,1854.0240478515625,1843.341552734375,1894.4749755859375
2020-04-19,1910.0,1909.9306640625,1909.60205078125,1910.523193359375
2020-04-20,1957.0,1941.6566162109375,1855.2386474609375,1981.92333984375
2020-04-21,2004.0,2016.8343505859375,2003.212158203125,2070.115234375
2020-04-22,2059.0,2074.8564453125,1984.0289306640625,2139.125
2020-04-23,2127.0,2120.45703125,2038.8739013671875,2180.887939453125
2020-04-24,2177.0,2196.443115234375,2175.7861328125,2240.965576171875
2020-04-25,2253.0,2276.93701171875,2251.95751953125,2315.123291015625
2020-04-26,2311.0,2311.055908203125,2310.687744140625,2311.474609375
2020-04-27,2354.0,2355.52001953125,2353.85009765625,2361.322998046875
2020-04-28,2385.0,2385.122802734375,2384.626220703125,2385.630126953125
2020-04-29,2446.0,2445.88525390625,2445.189697265625,2446.613525390625
2020-04-30,2510.0,2509.986328125,2509.640380859375,2510.480712890625
2020-05-01,2579.0,2578.928466796875,2578.6376953125,2579.1416015625
2020-05-02,2635.0,2676.548095703125,2634.768310546875,2780.658935546875
2020-05-03,2680.0,2700.28564453125,2679.854248046875,2781.486572265625
2020-05-04,2759.0,2736.850341796875,2648.12109375,2759.34130859375
2020-05-05,2839.0,2872.62451171875,2839.034423828125,3006.425537109375
2020-05-06,2916.0,2934.333984375,2915.501953125,3008.391845703125
2020-05-07,2989.0,2998.40966796875,2987.865478515625,3035.316650390625
2020-05-08,3068.0,3068.08642578125,3067.53466796875,3069.60546875
2020-05-09,3160.0,3174.272216796875,3159.19287109375,3226.46484375
2020-05-10,3228.0,3215.43212890625,3164.211181640625,3228.54736328125
2020-05-11,3286.0,3291.630126953125,3285.330078125,3314.83203125
2020-05-12,3358.0,3375.279296875,3357.64990234375,3403.24951171875
2020-05-13,3416.0,3432.926513671875,3415.126220703125,3467.543212890625
2020-05-14,3479.0,3498.08203125,3477.670654296875,3576.260009765625
2020-05-15,3541.0,3570.859375,3541.0107421875,3616.72021484375
2020-05-16,3612.0,3608.77880859375,3595.206298828125,3613.3642578125
2020-05-17,3623.0,3650.087158203125,3621.230224609375,3760.759765625
2020-05-18,3687.0,3662.781982421875,3565.492431640625,3687.502685546875
2020-05-19,3726.0,3740.01171875,3724.81689453125,3797.4716796875
2020-05-20,3801.0,3798.64453125,3787.377685546875,3802.1328125
2020-05-21,3817.0,3825.47509765625,3816.39990234375,3859.746337890625
2020-05-22,3864.0,3864.322265625,3863.93212890625,3865.793212890625
2020-05-23,3888.0,3887.84619140625,3887.463134765625,3888.249267578125
2020-05-24,3927.0,3927.158203125,3926.51708984375,3927.611083984375
2020-05-25,3949.0,3949.12353515625,3948.8955078125,3949.809814453125
2020-05-26,3967.0,3971.67529296875,3966.149169921875,3992.16015625
2020-05-27,4038.0,4058.98291015625,4037.620849609375,4096.54443359375
2020-05-28,4086.0,4085.77587890625,4085.033203125,4086.448486328125
2020-05-29,4131.0,4154.64111328125,4130.41259765625,4190.36181640625
2020-05-30,4185.0,4198.31103515625,4184.96240234375,4250.6591796875
2020-05-31,4243.0,4220.49072265625,4179.587890625,4242.8740234375
2020-06-01,4302.0,4290.2158203125,4243.08984375,4302.0615234375
2020-06-02,4335.0,4334.90625,4334.66357421875,4335.17822265625
2020-06-03,4399.0,4410.4404296875,4398.6826171875,4456.1884765625
2020-06-04,4474.0,4498.9052734375,4473.84228515625,4598.3291015625
2020-06-05,4570.0,4569.6669921875,4568.828125,4570.255859375
2020-06-06,4570.0,4563.26318359375,4476.21044921875,4628.8076171875
2020-06-07,4662.0,4733.55322265625,4661.208984375,5021.546875
2020-06-08,4922.0,4922.1357421875,4921.79638671875,4922.4560546875
2020-06-09,4988.0,4988.03662109375,4987.6123046875,4988.5625
2020-06-10,5060.0,5060.00390625,5059.72216796875,5060.4140625
2020-06-11,5237.0,5264.42626953125,5236.72802734375,5353.8720703125
2020-06-12,5377.0,5376.7080078125,5376.1591796875,5377.56689453125
2020-06-13,5377.0,5427.5087890625,5370.5107421875,5635.9365234375
2020-06-14,5636.0,5691.6298828125,5636.01806640625,5912.41357421875
2020-06-15,5820.0,5819.7880859375,5819.4990234375,5820.09326171875
2020-06-16,6098.0,6098.28271484375,6097.30517578125,6099.00048828125
2020-06-17,6218.0,6217.81005859375,6217.02490234375,6218.55029296875
2020-06-18,6366.0,6379.99365234375,6260.9140625,6541.46484375
2020-06-19,6572.0,6641.33447265625,6571.90185546875,6750.34423828125
2020-06-20,6750.0,6750.02099609375,6749.68017578125,6750.505859375
2020-06-21,6937.0,6950.2451171875,6935.99462890625,7004.0615234375
2020-06-22,7083.0,7083.0419921875,7082.822265625,7083.38916015625
2020-06-23,7274.0,7349.96728515625,7274.013671875,7410.7685546875
2020-06-24,7444.0,7443.8544921875,7443.5263671875,7444.58544921875
2020-06-25,7568.0,7568.29296875,7568.07275390625,7568.41455078125
2020-06-26,7818.0,7722.42041015625,7340.994140625,7817.96337890625
2020-06-27,8094.0,8211.1044921875,7804.34765625,8663.88671875
2020-06-28,8341.0,8479.791015625,8340.892578125,8742.0361328125
2020-06-29,8485.0,8556.068359375,8484.982421875,8672.744140625
2020-06-30,8656.0,8655.912109375,8655.6220703125,8656.0537109375
2020-07-01,8931.0,9002.509765625,8930.841796875,9288.4345703125
2020-07-02,9294.0,9293.8818359375,9293.6591796875,9294.361328125
