,Georgia,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.15237523394722477,0.15237523394722477,0.15237523394722477
2020-01-25,0.0,0.2093244597095698,0.2093244597095698,0.2093244597095698
2020-01-26,0.0,0.28867834809627374,0.28867834809627374,0.28867834809627374
2020-01-27,0.0,0.34671215166219715,0.34671215166219715,0.34671215166219715
2020-01-28,0.0,0.39173064261940016,0.39173064261940016,0.39173064261940016
2020-01-29,0.0,0.5298118308373481,0.5298118308373481,0.5298118308373481
2020-01-30,0.0,0.7546294785425611,0.7546294785425611,0.7546294785425611
2020-01-31,0.0,0.7546294785425619,0.7546294785425619,0.7546294785425619
2020-02-01,0.0,0.7546294785425622,0.7546294785425622,0.7546294785425622
2020-02-02,0.0,0.7546294785425632,0.7546294785425632,0.7546294785425632
2020-02-03,0.0,0.7546294785425635,0.7546294785425635,0.7546294785425635
2020-02-04,0.0,0.754629478542563,0.754629478542563,0.754629478542563
2020-02-05,0.0,0.7546294785425619,0.7546294785425619,0.7546294785425619
2020-02-06,0.0,0.7546294785425612,0.7546294785425612,0.7546294785425612
2020-02-07,0.0,0.7546294785425605,0.7546294785425605,0.7546294785425605
2020-02-08,0.0,0.7546294785425601,0.7546294785425601,0.7546294785425601
2020-02-09,0.0,0.7546294785425599,0.7546294785425599,0.7546294785425599
2020-02-10,0.0,0.7546294785425597,0.7546294785425597,0.7546294785425597
2020-02-11,0.0,0.7546294785425597,0.7546294785425597,0.7546294785425597
2020-02-12,0.0,0.7546294785425595,0.7546294785425595,0.7546294785425595
2020-02-13,0.0,0.7546294785425595,0.7546294785425595,0.7546294785425595
2020-02-14,0.0,0.7546294785425597,0.7546294785425597,0.7546294785425597
2020-02-15,0.0,0.7546294785425597,0.7546294785425597,0.7546294785425597
2020-02-16,0.0,0.7546294785425597,0.7546294785425597,0.7546294785425597
2020-02-17,0.0,0.7546294785425597,0.7546294785425597,0.7546294785425597
2020-02-18,0.0,0.7546294785425592,0.7546294785425592,0.7546294785425592
2020-02-19,0.0,0.7546294785425592,0.7546294785425592,0.7546294785425592
2020-02-20,0.0,0.7546294785425594,0.7546294785425594,0.7546294785425594
2020-02-21,0.0,0.7546294785425595,0.7546294785425595,0.7546294785425595
2020-02-22,0.0,0.7546294785425596,0.7546294785425596,0.7546294785425596
2020-02-23,0.0,0.7546294785425597,0.7546294785425597,0.7546294785425597
2020-02-24,0.0,0.7546294785425597,0.7546294785425597,0.7546294785425597
2020-02-25,0.0,0.7546294785425595,0.7546294785425595,0.7546294785425595
2020-02-26,0.0,0.7546294785425595,0.7546294785425595,0.7546294785425595
2020-02-27,0.0,0.7546294785425594,0.7546294785425594,0.7546294785425594
2020-02-28,0.0,0.7546294785425596,0.7546294785425596,0.7546294785425596
2020-02-29,0.0,0.7546294785425597,0.7546294785425597,0.7546294785425597
2020-03-01,0.0,0.7546294785425597,0.7546294785425597,0.7546294785425597
2020-03-02,0.0,0.7546294785425596,0.7546294785425596,0.7546294785425596
2020-03-03,0.0,0.7546294785425594,0.7546294785425594,0.7546294785425594
2020-03-04,0.0,0.7546294785425594,0.7546294785425594,0.7546294785425594
2020-03-05,0.0,0.7546294785425595,0.7546294785425595,0.7546294785425595
2020-03-06,0.0,0.7546294785425595,0.7546294785425595,0.7546294785425595
2020-03-07,0.0,0.7546294785425597,0.7546294785425597,0.7546294785425597
2020-03-08,0.0,0.7546294785425597,0.7546294785425597,0.7546294785425597
2020-03-09,0.0,0.7546294785425597,0.7546294785425597,0.7546294785425597
2020-03-10,0.0,0.7546294785425595,0.7546294785425595,0.7546294785425595
2020-03-11,0.0,0.7546294785425594,0.7546294785425594,0.7546294785425594
2020-03-12,1.0,1.7546294785425594,1.7546294785425594,1.7546294785425594
2020-03-13,0.0,0.0,0.0,0.0
2020-03-14,0.0,0.7768869027471534,0.7768869027471534,0.7768869027471534
2020-03-15,0.0,0.8758785017999478,0.8758785017999478,0.8758785017999478
2020-03-16,0.0,0.8036272714006405,0.8036272714006405,0.8036272714006405
2020-03-17,0.0,0.7411683862913129,0.7411683862913129,0.7411683862913129
2020-03-18,2.0,2.9643350691279924,2.9643350691279924,2.9643350691279924
2020-03-19,7.0,6.55279710605081,6.55279710605081,6.55279710605081
2020-03-20,4.0,0.0,0.0,0.0
2020-03-21,6.0,3.9005949591394913,3.9005949591394913,3.9005949591394913
2020-03-22,5.0,1.9118961208538123,1.9118961208538123,1.9118961208538123
2020-03-23,0.0,0.0,0.0,0.0
2020-03-24,7.0,9.114585445954319,9.114585445954319,9.114585445954319
2020-03-25,8.0,6.226040470575029,6.226040470575029,6.226040470575029
2020-03-26,8.0,6.379151416682126,6.379151416682126,6.379151416682126
2020-03-27,16.0,14.165030627270392,14.165030627270392,14.165030627270392
2020-03-28,5.0,0.0,0.0,0.0
2020-03-29,11.0,11.434751455709838,11.434751455709838,11.434751455709838
2020-03-30,7.0,2.614213738423942,2.614213738423942,2.614213738423942
2020-03-31,24.0,25.23838576290307,25.23838576290307,25.23838576290307
2020-04-01,28.0,15.83209886612591,15.83209886612591,15.83209886612591
2020-04-02,24.0,10.592847945820111,10.592847945820111,10.592847945820111
2020-04-03,21.0,13.806605513450528,13.806605513450528,13.806605513450528
2020-04-04,17.0,10.119179355263405,10.119179355263405,10.119179355263405
2020-04-05,10.0,7.494085136888975,7.494085136888975,7.494085136888975
2020-04-06,18.0,22.350713725942978,22.350713725942978,22.350713725942978
2020-04-07,100.0,105.164613163669,105.164613163669,105.164613163669
2020-04-08,33.0,0.0,0.0,0.0
2020-04-09,17.0,10.180088647999138,10.180088647999138,10.180088647999138
