,North Carolina,forecast,interval_low,interval_high
2020-01-23,0.0,-0.14988131821155548,-0.3182179927825928,0.02991923689842224
2020-01-24,0.0,1.1696935892105103,-0.12922602891921997,3.6638424396514893
2020-01-25,0.0,2.7955715656280518,-1.1902328729629517,14.547162055969238
2020-01-26,0.0,-3.630228042602539,-17.9842472076416,0.026744961738586426
2020-01-27,0.0,-1.9380782842636108,-9.242552757263184,-0.002573847770690918
2020-01-28,0.0,0.13895639777183533,0.015848666429519653,0.3003053069114685
2020-01-29,0.0,-2.5413191318511963,-11.981439590454102,-0.11308866739273071
2020-01-30,0.0,0.11153215169906616,-0.013819217681884766,0.22911491990089417
2020-01-31,0.0,-0.29405397176742554,-1.6466147899627686,0.09678500890731812
2020-02-01,0.0,0.1518850028514862,-0.022960364818572998,0.4451938271522522
2020-02-02,0.0,0.07063253223896027,-0.10165280103683472,0.15693914890289307
2020-02-03,0.0,0.010283851996064186,-0.020181357860565186,0.0321313738822937
2020-02-04,0.0,-0.5893100500106812,-3.500032901763916,0.5365837812423706
2020-02-05,0.0,-0.42644158005714417,-2.728649139404297,0.49107131361961365
2020-02-06,0.0,2.8220696449279785,-0.14568686485290527,11.97568416595459
2020-02-07,0.0,-0.34860143065452576,-1.4291223287582397,0.08139801025390625
2020-02-08,0.0,-3.374546527862549,-9.151330947875977,0.0019786953926086426
2020-02-09,0.0,-0.6837388277053833,-2.8659210205078125,0.07308441400527954
2020-02-10,0.0,-0.08693559467792511,-0.2748867869377136,0.022570163011550903
2020-02-11,0.0,0.07345494627952576,-0.39785438776016235,0.40597623586654663
2020-02-12,0.0,0.4865872859954834,-0.2384893298149109,1.1466765403747559
2020-02-13,0.0,0.6867731809616089,-0.1759909987449646,3.1684234142303467
2020-02-14,0.0,-0.19561442732810974,-0.5299525260925293,0.13547354936599731
2020-02-15,0.0,0.2321573942899704,-0.034086406230926514,1.051590919494629
2020-02-16,0.0,0.15129831433296204,-0.05753690004348755,0.35311412811279297
2020-02-17,0.0,-0.04983261227607727,-0.2886006236076355,0.22850459814071655
2020-02-18,0.0,0.11850843578577042,-0.4406077265739441,0.7104511857032776
2020-02-19,0.0,-0.20335380733013153,-0.9180556535720825,0.1827884316444397
2020-02-20,0.0,0.2817073464393616,-0.8299881219863892,1.0010931491851807
2020-02-21,0.0,-0.19148775935173035,-0.5391762256622314,0.14057070016860962
2020-02-22,0.0,0.3710559606552124,0.09509697556495667,0.8840481042861938
2020-02-23,0.0,-0.722881019115448,-3.183419704437256,-0.04101663827896118
2020-02-24,0.0,0.08146514743566513,-0.06086909770965576,0.2513255476951599
2020-02-25,0.0,-0.0693327933549881,-0.2704314589500427,0.12359550595283508
2020-02-26,0.0,-1.0335067510604858,-4.4866132736206055,0.19934943318367004
2020-02-27,0.0,0.8078287839889526,-0.03355890512466431,2.517414093017578
2020-02-28,0.0,1.7325254678726196,-0.28260278701782227,8.803520202636719
2020-02-29,0.0,-1.528521180152893,-3.7504639625549316,-0.03250443935394287
2020-03-01,0.0,-0.1287531554698944,-0.2325042486190796,-0.04565972089767456
2020-03-02,0.0,4.705556392669678,0.08710888028144836,19.32495880126953
2020-03-03,1.0,0.9964068531990051,0.8576932549476624,1.1239380836486816
2020-03-04,0.0,0.02884974516928196,-0.21911168098449707,0.28773921728134155
2020-03-05,0.0,-0.20178696513175964,-0.4561927914619446,0.1052846610546112
2020-03-06,1.0,2.864267587661743,-0.07068771123886108,11.506548881530762
2020-03-07,0.0,0.26672664284706116,0.12681829929351807,0.3701580762863159
2020-03-08,0.0,-4.215752601623535,-10.151941299438477,-0.02556788921356201
2020-03-09,0.0,0.07955171912908554,-0.22099363803863525,0.6202480792999268
2020-03-10,5.0,3.6715259552001953,-1.9500446319580078,5.133065223693848
2020-03-11,0.0,4.070746421813965,-2.1716558933258057,8.076475143432617
2020-03-12,8.0,7.395582675933838,6.052498817443848,7.893514156341553
2020-03-13,2.0,3.7828688621520996,2.2364401817321777,9.022098541259766
2020-03-14,8.0,7.89809513092041,7.713924407958984,8.134681701660156
2020-03-15,7.0,6.9107232093811035,6.647195339202881,7.17090368270874
2020-03-16,7.0,7.019639492034912,6.612750053405762,7.349111557006836
2020-03-17,25.0,24.915637969970703,24.834238052368164,25.013166427612305
2020-03-18,28.0,28.055850982666016,27.56438636779785,28.599687576293945
2020-03-19,44.0,43.848854064941406,43.62129211425781,44.072452545166016
2020-03-20,53.0,53.24047088623047,53.07101058959961,53.390987396240234
2020-03-21,67.0,63.124610900878906,50.05167770385742,66.74102020263672
2020-03-22,49.0,52.258522033691406,48.92265319824219,64.63844299316406
2020-03-23,48.0,81.95858001708984,48.030548095703125,133.81008911132812
2020-03-24,142.0,132.23228454589844,94.7477035522461,141.9262237548828
2020-03-25,95.0,95.55753326416016,95.14862823486328,96.04547119140625
2020-03-26,148.0,146.78623962402344,143.59292602539062,147.79945373535156
2020-03-27,149.0,146.23513793945312,135.273193359375,149.46507263183594
2020-03-28,133.0,131.62460327148438,124.51481628417969,133.56356811523438
2020-03-29,171.0,139.2001495361328,90.07640075683594,170.9354248046875
2020-03-30,122.0,197.83384704589844,122.06006622314453,222.8913116455078
2020-03-31,222.0,204.66836547851562,135.2930450439453,222.09230041503906
2020-04-01,140.0,140.02456665039062,139.78128051757812,140.14918518066406
2020-04-02,302.0,273.55682373046875,161.0745391845703,301.8469543457031
2020-04-03,274.0,263.7310485839844,222.74282836914062,274.53497314453125
2020-04-04,235.0,232.45437622070312,222.9307098388672,235.06776428222656
