,Louisiana,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,88596.04558224378,,
2020-01-25,0.0,88599.70705232708,,
2020-01-26,0.0,88601.78983129625,,
2020-01-27,0.0,88602.56564487923,,
2020-01-28,0.0,88603.83256146035,,
2020-01-29,0.0,88605.21877101877,,
2020-01-30,0.0,88605.98305507595,,
2020-01-31,0.0,88605.6576675967,,
2020-02-01,0.0,88604.49599298592,,
2020-02-02,0.0,88603.24736913519,,
2020-02-03,0.0,88602.53075327152,,
2020-02-04,0.0,88602.56521367181,,
2020-02-05,0.0,88603.24159294982,,
2020-02-06,0.0,88604.21937759165,,
2020-02-07,0.0,88605.00485943197,,
2020-02-08,0.0,88605.15335736024,,
2020-02-09,0.0,88604.58515053513,,
2020-02-10,0.0,88603.67072205964,,
2020-02-11,0.0,88602.92534820036,,
2020-02-12,0.0,88602.67840648252,,
2020-02-13,0.0,88602.98308519856,,
2020-02-14,0.0,88603.6631581608,,
2020-02-15,0.0,88604.37966074511,,
2020-02-16,0.0,88604.7497693403,,
2020-02-17,0.0,88604.56130470823,,
2020-02-18,0.0,88603.93885187534,,
2020-02-19,0.0,88603.25142737298,,
2020-02-20,0.0,88602.84948499456,,
2020-02-21,0.0,88602.89244181478,,
2020-02-22,0.0,88603.32731058002,,
2020-02-23,0.0,88603.93228052919,,
2020-02-24,0.0,88604.39550959012,,
2020-02-25,0.0,88604.46059843982,,
2020-02-26,0.0,88604.09445984979,,
2020-02-27,0.0,88603.51852861879,,
2020-02-28,0.0,88603.04871084446,,
2020-02-29,0.0,88602.90536282532,,
2020-03-01,0.0,88603.131592549,,
2020-03-02,0.0,88603.60289232129,,
2020-03-03,0.0,88604.07976220845,,
2020-03-04,0.0,88604.30748212321,,
2020-03-05,0.0,88604.15883217979,,
2020-03-06,0.0,88603.72518813517,,
2020-03-07,0.0,88603.25395072802,,
2020-03-08,0.0,88602.98642262962,,
2020-03-09,0.0,88603.03748870136,,
2020-03-10,0.0,88603.36614147168,,
2020-03-11,5.0,88603.80377578849,,
2020-03-12,19.0,88600.03042347505,,
2020-03-13,29.0,88595.01907880914,,
2020-03-14,77.0,88603.22654251204,,
2020-03-15,87.0,88571.95257227027,,
2020-03-16,115.0,88620.63789018986,,
2020-03-17,196.0,88596.78720710626,,
2020-03-18,257.0,88557.13960891162,,
2020-03-19,392.0,88603.1280528872,,
2020-03-20,537.0,88544.50875365896,,
2020-03-21,763.0,88569.01269811363,,
2020-03-22,837.0,88524.04343476632,,
2020-03-23,1172.0,88694.70443133412,,
2020-03-24,1388.0,88433.00576050457,,
2020-03-25,1795.0,88631.92335644005,,
2020-03-26,2304.0,88472.15803824867,,
2020-03-27,2744.0,88459.97500770725,,
2020-03-28,3315.0,88603.44757692546,,
