,Georgia,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,135219.74162109254,,
2020-01-25,0.0,135231.15636161304,,
2020-01-26,0.0,135249.61842714887,,
2020-01-27,0.0,135243.84092106973,,
2020-01-28,0.0,135261.082519134,,
2020-01-29,0.0,135271.6596786657,,
2020-01-30,0.0,135273.47624029164,,
2020-01-31,0.0,135268.06608923612,,
2020-02-01,0.0,135258.9885393393,,
2020-02-02,0.0,135249.29028899013,,
2020-02-03,0.0,135240.59943348292,,
2020-02-04,0.0,135233.46358228082,,
2020-02-05,0.0,135227.88615022015,,
2020-02-06,0.0,135223.6701388485,,
2020-02-07,0.0,135220.57899831195,,
2020-02-08,0.0,135218.3964805568,,
2020-02-09,0.0,135216.94171929688,,
2020-02-10,0.0,135216.067425444,,
2020-02-11,0.0,135215.65314795598,,
2020-02-12,0.0,135215.59823389488,,
2020-02-13,0.0,135215.8160948577,,
2020-02-14,0.0,135216.23022050533,,
2020-02-15,0.0,135216.77193864292,,
2020-02-16,0.0,135217.37971861937,,
2020-02-17,0.0,135217.99966700608,,
2020-02-18,0.0,135218.5867338309,,
2020-02-19,0.0,135219.10606593525,,
2020-02-20,0.0,135219.5339607506,,
2020-02-21,0.0,135219.8580129776,,
2020-02-22,0.0,135220.07628202622,,
2020-02-23,0.0,135220.195568844,,
2020-02-24,0.0,135220.22909496812,,
2020-02-25,0.0,135220.19397029697,,
2020-02-26,0.0,135220.1088136121,,
2020-02-27,0.0,135219.9917867096,,
2020-02-28,0.0,135219.8591707602,,
2020-02-29,0.0,135219.7244957378,,
2020-03-01,0.0,135219.59815361566,,
2020-03-02,0.0,135219.48738697023,,
2020-03-03,2.0,135219.3965379102,,
2020-03-04,2.0,135217.9037520511,,
2020-03-05,2.0,135219.18336895376,,
2020-03-06,3.0,135220.01071231818,,
2020-03-07,5.0,135218.13227545677,,
2020-03-08,5.0,135218.39913412216,,
2020-03-09,10.0,135220.06101180014,,
2020-03-10,17.0,135216.67998076935,,
2020-03-11,23.0,135214.27434708163,,
2020-03-12,31.0,135217.66851430494,,
2020-03-13,42.0,135215.81630847548,,
2020-03-14,73.0,135214.1324319231,,
2020-03-15,99.0,135202.41036001497,,
2020-03-16,121.0,135206.75773431896,,
2020-03-17,146.0,135218.14166060055,,
2020-03-18,197.0,135212.16052416092,,
2020-03-19,287.0,135200.53594637197,,
2020-03-20,485.0,135177.8613138108,,
2020-03-21,555.0,135110.14014611227,,
2020-03-22,621.0,135207.312209064,,
2020-03-23,772.0,135258.28946953866,,
2020-03-24,1026.0,135146.68594793533,,
2020-03-25,1247.0,135141.45455002532,,
2020-03-26,1525.0,135191.12484032018,,
2020-03-27,2000.0,135167.48363420393,,
2020-03-28,2366.0,135009.0630589782,,
2020-03-29,2651.0,135149.527198252,,
