,California,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,,,
2020-01-25,0.0,8553.993237865323,,
2020-01-26,2.0,8554.703501755997,,
2020-01-27,0.0,8553.400390893135,,
2020-01-28,0.0,8559.359904498939,,
2020-01-29,0.0,8556.662813235926,,
2020-01-30,0.0,8557.591655063528,,
2020-01-31,1.0,8560.538775600895,,
2020-02-01,0.0,8562.34572112512,,
2020-02-02,0.0,8567.84743762348,,
2020-02-03,3.0,8568.27021124762,,
2020-02-04,0.0,8565.26973384958,,
2020-02-05,0.0,8577.724208394393,,
2020-02-06,0.0,8577.012266798023,,
2020-02-07,0.0,8578.967044636993,,
2020-02-08,0.0,8581.490095214276,,
2020-02-09,0.0,8585.38468583397,,
2020-02-10,0.0,8587.821104691875,,
2020-02-11,1.0,8589.218443758633,,
2020-02-12,0.0,8589.934520596098,,
2020-02-13,1.0,8595.819436960383,,
2020-02-14,0.0,8595.298496296891,,
2020-02-15,0.0,8600.992575543356,,
2020-02-16,0.0,8602.500244911882,,
2020-02-17,0.0,8605.362448930951,,
2020-02-18,0.0,8608.044066950872,,
2020-02-19,0.0,8610.696532714037,,
2020-02-20,0.0,8613.277903733057,,
2020-02-21,2.0,8615.507801838956,,
2020-02-22,0.0,8614.242590908661,,
2020-02-23,0.0,8623.384475700257,,
2020-02-24,0.0,8623.577397693416,,
2020-02-25,0.0,8625.828851223821,,
2020-02-26,0.0,8628.657192940007,,
2020-02-27,1.0,8632.132171533227,,
2020-02-28,0.0,8632.723304774358,,
2020-02-29,1.0,8637.822412147847,,
2020-03-01,0.0,8637.277361000359,,
2020-03-02,9.0,8642.974893540624,,
2020-03-03,4.0,8626.861454778578,,
2020-03-04,10.0,8651.215172318238,,
2020-03-05,16.0,8636.418984875143,,
2020-03-06,8.0,8633.763697226077,,
2020-03-07,22.0,8660.831073327043,,
2020-03-08,14.0,8628.930450087439,,
2020-03-09,6.0,8665.467958016929,,
2020-03-10,43.0,8675.985267373893,,
2020-03-11,34.0,8598.332850931583,,
2020-03-12,43.0,8665.562311983964,,
2020-03-13,60.0,8645.523595307606,,
2020-03-14,91.0,8623.835301750287,,
2020-03-15,1.0,8582.49871340769,,
2020-03-16,184.0,8815.104656943671,,
2020-03-17,143.0,8352.639463827672,,
2020-03-18,131.0,8661.89418105493,,
2020-03-19,178.0,8669.757340947759,,
2020-03-20,234.0,8561.785525966861,,
2020-03-21,169.0,8491.237437832162,,
2020-03-22,239.0,8741.169657354398,,
2020-03-23,462.0,8574.975677715775,,
2020-03-24,429.0,8196.068702199518,,
2020-03-25,467.0,8578.04957079128,,
