,Alabama,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,63102.562723836076,,
2020-01-25,0.0,63107.7552291508,,
2020-01-26,0.0,63112.0589491948,,
2020-01-27,0.0,63118.90797754699,,
2020-01-28,0.0,63120.34796009063,,
2020-01-29,0.0,63124.541970249804,,
2020-01-30,0.0,63122.61488153735,,
2020-01-31,0.0,63118.863661599746,,
2020-02-01,0.0,63120.57266388025,,
2020-02-02,0.0,63123.50164521195,,
2020-02-03,0.0,63121.42771113932,,
2020-02-04,0.0,63118.91228807406,,
2020-02-05,0.0,63120.732812955466,,
2020-02-06,0.0,63122.77437115916,,
2020-02-07,0.0,63120.68376737848,,
2020-02-08,0.0,63119.00758549253,,
2020-02-09,0.0,63120.84710746924,,
2020-02-10,0.0,63122.21131758067,,
2020-02-11,0.0,63120.18301442798,,
2020-02-12,0.0,63119.1289469731,,
2020-02-13,0.0,63120.92356566538,,
2020-02-14,0.0,63121.747086946074,,
2020-02-15,0.0,63119.83501181605,,
2020-02-16,0.0,63119.2647401753,,
2020-02-17,0.0,63120.966395781456,,
2020-02-18,0.0,63121.34961315766,,
2020-02-19,0.0,63119.59241910188,,
2020-02-20,0.0,63119.407167601516,,
2020-02-21,0.0,63120.978427190224,,
2020-02-22,0.0,63121.00215264592,,
2020-02-23,0.0,63119.42753345575,,
2020-02-24,0.0,63119.5503494227,,
2020-02-25,0.0,63120.962113165304,,
2020-02-26,0.0,63120.695661918064,,
2020-02-27,0.0,63119.32255338625,,
2020-02-28,0.0,63119.689523741305,,
2020-02-29,0.0,63120.91997604589,,
2020-03-01,0.0,63120.42516596163,,
2020-03-02,0.0,63119.26505073915,,
2020-03-03,0.0,63119.82069682743,,
2020-03-04,0.0,63120.854797708394,,
2020-03-05,0.0,63120.18786779971,,
2020-03-06,0.0,63119.245682886765,,
2020-03-07,0.0,63119.94049463444,,
2020-03-08,0.0,63120.76967719709,,
2020-03-09,0.0,63119.982097962486,,
2020-03-10,0.0,63119.25696518048,,
2020-03-11,0.0,63120.046110259296,,
2020-03-12,0.0,63120.66801172305,,
2020-03-13,5.0,63119.80670421489,,
2020-03-14,7.0,63115.97972029415,,
2020-03-15,11.0,63120.18126540574,,
2020-03-16,29.0,63118.71427521835,,
2020-03-17,39.0,63109.91192009923,,
2020-03-18,51.0,63118.56633009228,,
2020-03-19,78.0,63117.976999231396,,
2020-03-20,106.0,63110.123124325764,,
2020-03-21,131.0,63111.76748032439,,
2020-03-22,157.0,63118.7755708335,,
2020-03-23,196.0,63118.42961751117,,
2020-03-24,242.0,63108.19539724754,,
2020-03-25,381.0,63112.17174742274,,
2020-03-26,517.0,63054.79944202749,,
2020-03-27,587.0,63079.43692001263,,
2020-03-28,694.0,63128.447757720496,,
2020-03-29,825.0,63112.13331162334,,
