,Grand Princess,forecast,interval_low,interval_high
2020-01-22,0.0,0.00010064840171253309,8.207559585571289e-05,0.00012004375457763672
2020-01-23,0.0,0.00010064840171253309,8.207559585571289e-05,0.00012004375457763672
2020-01-24,0.0,9.183287329506129e-05,5.6117773056030273e-05,0.00012004375457763672
2020-01-25,0.0,9.183287329506129e-05,5.6117773056030273e-05,0.00012004375457763672
2020-01-26,0.0,0.0002669513341970742,4.646182060241699e-05,0.0004495978355407715
2020-01-27,0.0,9.183287329506129e-05,5.6117773056030273e-05,0.00012004375457763672
2020-01-28,0.0,9.183287329506129e-05,5.6117773056030273e-05,0.00012004375457763672
2020-01-29,0.0,9.183287329506129e-05,5.6117773056030273e-05,0.00012004375457763672
2020-01-30,0.0,9.183287329506129e-05,5.6117773056030273e-05,0.00012004375457763672
2020-01-31,0.0,9.183287329506129e-05,5.6117773056030273e-05,0.00012004375457763672
2020-02-01,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-02-02,0.0,0.00013174414925742894,8.285045623779297e-06,0.0003229379653930664
2020-02-03,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-02-04,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-02-05,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-02-06,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-02-07,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-02-08,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-02-09,0.0,0.00013174414925742894,8.285045623779297e-06,0.0003229379653930664
2020-02-10,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-02-11,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-02-12,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-02-13,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-02-14,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-02-15,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-02-16,0.0,0.00013174414925742894,8.285045623779297e-06,0.0003229379653930664
2020-02-17,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-02-18,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-02-19,0.0,0.00010523200035095215,8.207559585571289e-05,0.00012052059173583984
2020-02-20,0.0,0.00011507868475746363,8.207559585571289e-05,0.0001697540283203125
2020-02-21,0.0,0.00011507868475746363,8.207559585571289e-05,0.0001697540283203125
2020-02-22,0.0,0.00010064840171253309,8.207559585571289e-05,0.00012004375457763672
2020-02-23,0.0,0.0002669513341970742,4.646182060241699e-05,0.0004495978355407715
2020-02-24,0.0,9.183287329506129e-05,5.6117773056030273e-05,0.00012004375457763672
2020-02-25,0.0,9.183287329506129e-05,5.6117773056030273e-05,0.00012004375457763672
2020-02-26,0.0,9.183287329506129e-05,5.6117773056030273e-05,0.00012004375457763672
2020-02-27,0.0,9.183287329506129e-05,5.6117773056030273e-05,0.00012004375457763672
2020-02-28,0.0,9.183287329506129e-05,5.6117773056030273e-05,0.00012004375457763672
2020-02-29,0.0,9.183287329506129e-05,5.6117773056030273e-05,0.00012004375457763672
2020-03-01,0.0,0.00013174414925742894,8.285045623779297e-06,0.0003229379653930664
2020-03-02,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-03-03,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-03-04,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-03-05,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-03-06,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-03-07,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-03-08,0.0,0.00013174414925742894,8.285045623779297e-06,0.0003229379653930664
2020-03-09,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-03-10,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-03-11,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-03-12,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-03-13,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-03-14,0.0,0.00010758042481029406,8.207559585571289e-05,0.0001322627067565918
2020-03-15,0.0,0.00013174414925742894,8.285045623779297e-06,0.0003229379653930664
2020-03-16,20.0,20.399404525756836,19.998262405395508,20.999786376953125
2020-03-17,21.0,20.999652862548828,20.99901008605957,21.00040626525879
