,Iowa,forecast,interval_low,interval_high
2020-04-14,189.0,102.93749237060547,94.86721801757812,114.14873504638672
2020-04-15,96.0,105.82157135009766,99.40404510498047,118.49771118164062
2020-04-16,146.0,105.81136322021484,100.01460266113281,114.05182647705078
2020-04-17,191.0,111.61591339111328,106.19596862792969,120.76187133789062
2020-04-18,181.0,121.4491195678711,113.96217346191406,136.2433624267578
2020-04-19,389.0,128.6311492919922,120.39042663574219,141.52334594726562
2020-04-20,257.0,131.77200317382812,124.87710571289062,144.70054626464844
2020-04-21,482.0,137.18470764160156,127.80474090576172,149.56509399414062
2020-04-22,107.0,140.31748962402344,133.943603515625,151.85189819335938
2020-04-23,176.0,141.649169921875,134.81663513183594,150.5540771484375
2020-04-24,521.0,147.1387176513672,140.62747192382812,157.037109375
2020-04-25,647.0,154.92852783203125,146.65386962890625,170.87657165527344
2020-04-26,384.0,162.839111328125,153.62867736816406,177.2947998046875
2020-04-27,392.0,258.4767761230469,246.8834228515625,275.3292541503906
2020-04-28,508.0,260.5795593261719,248.12686157226562,277.8426208496094
2020-04-29,467.0,268.2247619628906,260.1804504394531,275.6246337890625
2020-04-30,302.0,274.1056213378906,260.3775329589844,289.7067565917969
2020-05-01,739.0,284.1505432128906,275.8670959472656,298.16607666015625
2020-05-02,759.0,282.9460144042969,272.29351806640625,302.0526123046875
2020-05-03,532.0,289.0495300292969,280.53826904296875,305.9049377441406
2020-05-04,528.0,436.9321594238281,424.98651123046875,459.92974853515625
2020-05-05,408.0,437.5433654785156,411.4773864746094,460.7646179199219
2020-05-06,293.0,444.498779296875,432.4041748046875,453.37811279296875
2020-05-07,655.0,459.4910583496094,431.45977783203125,488.1703186035156
2020-05-08,398.0,459.856689453125,446.4984130859375,476.7662353515625
2020-05-09,214.0,456.0931091308594,437.32513427734375,484.6961669921875
2020-05-10,288.0,458.3177795410156,446.0457763671875,481.2777099609375
2020-05-11,414.0,525.8981323242188,489.48089599609375,572.3045654296875
2020-05-12,539.0,512.8826293945312,490.92340087890625,526.5387573242188
2020-05-13,377.0,522.1224975585938,518.672119140625,526.7664794921875
2020-05-14,386.0,548.9838256835938,510.255126953125,585.17578125
2020-05-15,374.0,521.232421875,508.02703857421875,539.1669921875
2020-05-16,279.0,507.841064453125,490.4896240234375,527.72314453125
2020-05-17,323.0,512.1524047851562,485.8371276855469,537.7491455078125
2020-05-18,304.0,406.9036560058594,395.3249816894531,428.84735107421875
2020-05-19,341.0,408.4233703613281,382.25927734375,430.0263671875
2020-05-20,324.0,410.1018371582031,400.23284912109375,421.6173095703125
2020-05-21,550.0,424.7816162109375,401.364013671875,449.530517578125
2020-05-22,322.0,418.378173828125,409.64007568359375,434.1531677246094
2020-05-23,406.0,417.1722106933594,401.8508605957031,446.0447692871094
2020-05-24,353.0,425.3802185058594,407.917236328125,451.9612731933594
2020-05-25,306.0,337.01611328125,326.6647644042969,357.2013244628906
2020-05-26,146.0,338.8626708984375,317.8583984375,357.5580139160156
2020-05-27,666.0,341.28271484375,333.0645751953125,351.0460510253906
2020-05-28,217.0,352.7721252441406,334.3390808105469,371.2857360839844
2020-05-29,371.0,349.3443298339844,341.37408447265625,363.1924133300781
2020-05-30,287.0,349.3778076171875,336.509765625,373.86871337890625
2020-05-31,308.0,358.088134765625,342.6656799316406,381.1809997558594
2020-06-01,147.0,379.7777404785156,371.2171325683594,394.7541198730469
2020-06-02,320.0,387.0180969238281,355.3805847167969,411.3914794921875
2020-06-03,281.0,385.0309753417969,370.3779602050781,400.0205078125
2020-06-04,506.0,396.6102600097656,375.3695068359375,417.70184326171875
2020-06-05,348.0,392.5315246582031,380.1835021972656,406.06927490234375
