,Maryland,forecast,interval_low,interval_high
2020-01-23,0.0,9.952126502990723,-0.342548131942749,42.658870697021484
2020-01-24,0.0,-0.520495593547821,-1.9446547031402588,0.004863083362579346
2020-01-25,0.0,3.879395008087158,0.13376078009605408,18.44508171081543
2020-01-26,0.0,-0.849246621131897,-4.8533830642700195,0.6632328629493713
2020-01-27,0.0,-3.1523823738098145,-15.66482162475586,0.12457868456840515
2020-01-28,0.0,0.04998433589935303,-0.14287954568862915,0.2555046081542969
2020-01-29,0.0,-0.030512899160385132,-0.1268773078918457,0.1435282826423645
2020-01-30,0.0,-0.7556316256523132,-3.745332717895508,0.010009616613388062
2020-01-31,0.0,0.015248840674757957,-0.0437474250793457,0.1104058027267456
2020-02-01,0.0,0.26542314887046814,-0.09927374124526978,1.2074041366577148
2020-02-02,0.0,0.015019768849015236,-0.05387622117996216,0.12948057055473328
2020-02-03,0.0,0.45548534393310547,0.03361046314239502,1.966933012008667
2020-02-04,0.0,-4.805292129516602,-24.303592681884766,1.2749285697937012
2020-02-05,0.0,0.04631034657359123,-0.05418586730957031,0.13760274648666382
2020-02-06,0.0,1.0815483331680298,-0.6162432432174683,5.470670700073242
2020-02-07,0.0,0.1519393026828766,-0.29588204622268677,0.3260563313961029
2020-02-08,0.0,-0.2782868444919586,-1.4320498704910278,0.3716399669647217
2020-02-09,0.0,-0.13885973393917084,-0.4458460807800293,0.02529659867286682
2020-02-10,0.0,0.11901290714740753,0.009708791971206665,0.2900390625
2020-02-11,0.0,0.14705140888690948,-0.21892529726028442,0.7771247625350952
2020-02-12,0.0,-0.36267930269241333,-0.6521297693252563,-0.11137831211090088
2020-02-13,0.0,0.03723233938217163,-0.3381558060646057,0.4188225567340851
2020-02-14,0.0,0.463214248418808,-0.2571597099304199,1.6829473972320557
2020-02-15,0.0,-0.27628475427627563,-1.1133668422698975,0.21176102757453918
2020-02-16,0.0,0.2825086712837219,-0.9637229442596436,2.745337724685669
2020-02-17,0.0,0.2003597766160965,-0.0912175178527832,0.6378395557403564
2020-02-18,0.0,0.6218936443328857,-0.6189433336257935,3.5927536487579346
2020-02-19,0.0,0.5426903963088989,-16.762662887573242,23.0933895111084
2020-02-20,0.0,0.06566112488508224,-0.30331599712371826,0.40613797307014465
2020-02-21,0.0,-1.7020988464355469,-6.869836807250977,0.34456467628479004
2020-02-22,0.0,-0.15029871463775635,-4.205511569976807,4.777957439422607
2020-02-23,0.0,1.5510904788970947,0.06089669466018677,6.129486083984375
2020-02-24,0.0,-0.03198357671499252,-0.06987166404724121,0.020653367042541504
2020-02-25,0.0,3.156339406967163,-0.042691946029663086,15.667442321777344
2020-02-26,0.0,0.1696140170097351,-0.2791592478752136,1.1523222923278809
2020-02-27,0.0,0.10587189346551895,-0.1174626350402832,0.4487903118133545
2020-02-28,0.0,0.36908093094825745,-0.24733275175094604,2.0053460597991943
2020-02-29,0.0,0.04244966059923172,-0.08987033367156982,0.29195311665534973
2020-03-01,0.0,-0.03498402237892151,-0.47701704502105713,0.10447818040847778
2020-03-02,0.0,-0.19027285277843475,-1.4830632209777832,0.23787415027618408
2020-03-03,0.0,1.889379858970642,-0.22220224142074585,9.703636169433594
2020-03-04,0.0,0.0021234750747680664,-0.20469427108764648,0.3323712944984436
2020-03-05,0.0,0.040270399302244186,-0.19616222381591797,0.47352471947669983
2020-03-06,3.0,2.859502077102661,2.0345239639282227,3.2036900520324707
2020-03-07,0.0,-0.04155323654413223,-0.26051878929138184,0.25285857915878296
2020-03-08,2.0,1.5123231410980225,0.3188723623752594,2.4295153617858887
2020-03-09,0.0,-0.10590124130249023,-0.8632674217224121,1.0572149753570557
2020-03-10,3.0,2.9648289680480957,2.8648951053619385,3.044848918914795
2020-03-11,1.0,3.3984458446502686,1.1386916637420654,10.811992645263672
2020-03-12,3.0,3.184121608734131,2.407998561859131,5.159955978393555
2020-03-13,6.0,6.174271106719971,5.4734649658203125,6.726912021636963
2020-03-14,9.0,6.2211198806762695,-2.1539008617401123,8.944596290588379
2020-03-15,-3.0,3.252246856689453,-3.0871663093566895,15.901915550231934
2020-03-16,18.0,17.643922805786133,15.23244571685791,19.431392669677734
2020-03-17,18.0,18.225914001464844,17.608240127563477,18.880252838134766
2020-03-18,25.0,23.690698623657227,20.648170471191406,25.046157836914062
2020-03-19,22.0,22.57581329345703,21.934598922729492,23.039981842041016
