,Wisconsin,forecast,interval_low,interval_high
2020-01-23,0.0,-0.002940398408100009,-0.021960198879241943,0.006352603435516357
2020-01-24,0.0,-0.005339443683624268,-0.01091080904006958,-0.0003839731216430664
2020-01-25,0.0,-0.06951595097780228,-0.2836095690727234,0.06773588061332703
2020-01-26,0.0,0.07697348296642303,-0.031983375549316406,0.4196084141731262
2020-01-27,0.0,-9.728669829200953e-05,-0.0015590190887451172,0.002499818801879883
2020-01-28,0.0,0.001272523426450789,-0.0023061633110046387,0.009194135665893555
2020-01-29,0.0,-0.20378994941711426,-1.0323536396026611,0.009171336889266968
2020-01-30,0.0,-0.0005140125867910683,-0.002489626407623291,0.000722050666809082
2020-01-31,0.0,0.09262256324291229,-3.647804260253906e-05,0.4564616084098816
2020-02-01,0.0,-0.08390789479017258,-0.4213733673095703,0.0018480420112609863
2020-02-02,0.0,0.014385742135345936,-0.0035248398780822754,0.07291027903556824
2020-02-03,0.0,-0.2525902986526489,-0.9341051578521729,0.0011864900588989258
2020-02-04,0.0,-0.12588447332382202,-0.6381700038909912,0.007801920175552368
2020-02-05,0.0,-0.00561451306566596,-0.009743273258209229,0.002025514841079712
2020-02-06,0.0,0.014527874998748302,-0.12573665380477905,0.19600173830986023
2020-02-07,0.0,-0.030556023120880127,-0.1670212745666504,0.011034160852432251
2020-02-08,0.0,-0.015134984627366066,-0.06445807218551636,0.0033578574657440186
2020-02-09,0.0,0.016102885827422142,0.00034737586975097656,0.06841132044792175
2020-02-10,0.0,0.060601603239774704,-0.010022878646850586,0.313368558883667
2020-02-11,0.0,0.006280386354774237,-0.0006732940673828125,0.013698458671569824
2020-02-12,0.0,-0.008903443813323975,-0.01588529348373413,-0.00272524356842041
2020-02-13,0.0,0.034021951258182526,-0.002424478530883789,0.16281196475028992
2020-02-14,0.0,0.20985934138298035,0.011864304542541504,0.39686426520347595
2020-02-15,0.0,-0.006374162621796131,-0.020219624042510986,0.0055924952030181885
2020-02-16,0.0,-0.0492628812789917,-0.24050426483154297,0.0008259415626525879
2020-02-17,0.0,-0.002549493219703436,-0.0039438605308532715,-0.0012474656105041504
2020-02-18,0.0,0.0025668442249298096,-0.007297873497009277,0.013277143239974976
2020-02-19,0.0,0.09567245095968246,-0.12412232160568237,0.32814329862594604
2020-02-20,0.0,0.005776876118034124,-0.0012437701225280762,0.017533570528030396
2020-02-21,0.0,-0.004473191685974598,-0.010057270526885986,0.0006757080554962158
2020-02-22,0.0,-0.002403265330940485,-0.00613635778427124,0.0011339783668518066
2020-02-23,0.0,0.004324042703956366,-0.002679109573364258,0.006718277931213379
2020-02-24,0.0,-0.005094641353935003,-0.020328283309936523,0.0009435713291168213
2020-02-25,0.0,-0.00020338893227744848,-0.010744035243988037,0.00757792592048645
2020-02-26,0.0,-0.0021787346340715885,-0.010789573192596436,0.003797084093093872
