,Kansas,forecast,interval_low,interval_high
2020-01-23,0.0,0.08377902209758759,-0.025299251079559326,0.2636728584766388
2020-01-24,0.0,-0.07886291295289993,-0.38150787353515625,0.015492826700210571
2020-01-25,0.0,0.18741872906684875,-0.0366368293762207,0.654634952545166
2020-01-26,0.0,0.16678862273693085,-0.018685758113861084,0.879490077495575
2020-01-27,0.0,0.16061727702617645,-0.06508028507232666,0.8255063891410828
2020-01-28,0.0,-0.01465708576142788,-0.04700273275375366,0.013962239027023315
2020-01-29,0.0,0.0048521580174565315,-0.021446168422698975,0.06110861897468567
2020-01-30,0.0,2.817328929901123,0.011972129344940186,11.021845817565918
2020-01-31,0.0,0.08010445535182953,-0.05062216520309448,0.4838845133781433
2020-02-01,0.0,-0.7511410713195801,-1.9316062927246094,-0.009289860725402832
2020-02-02,0.0,0.02661728300154209,-0.0004901289939880371,0.05021423101425171
2020-02-03,0.0,-0.9145493507385254,-4.671943187713623,0.09483087062835693
2020-02-04,0.0,0.010266954079270363,-0.07313454151153564,0.18874403834342957
2020-02-05,0.0,0.02701224759221077,-0.02178245782852173,0.1276381015777588
2020-02-06,0.0,-0.3748733401298523,-0.9842216968536377,0.07148393988609314
2020-02-07,0.0,0.04222354292869568,-0.030400097370147705,0.1999092996120453
2020-02-08,0.0,0.15329396724700928,0.007524549961090088,0.5983529090881348
2020-02-09,0.0,0.01402891892939806,-0.003094196319580078,0.07338425517082214
2020-02-10,0.0,-0.159251406788826,-0.7750440835952759,0.04820391535758972
2020-02-11,0.0,0.1432003229856491,-0.08441126346588135,0.7899652719497681
2020-02-12,0.0,-2.577554225921631,-12.743831634521484,0.033134281635284424
2020-02-13,0.0,-0.0030337036587297916,-0.03848296403884888,0.06899434328079224
2020-02-14,0.0,-0.4923931658267975,-2.3992221355438232,0.02220091223716736
2020-02-15,0.0,-0.0272767785936594,-0.11421626806259155,0.10431206226348877
2020-02-16,0.0,0.02980871871113777,-0.08295989036560059,0.14660587906837463
2020-02-17,0.0,0.48681411147117615,-0.0028097033500671387,2.26657772064209
2020-02-18,0.0,-0.20635385811328888,-0.7283453941345215,0.07364344596862793
2020-02-19,0.0,-0.027522224932909012,-0.19852972030639648,0.1538170874118805
2020-02-20,0.0,0.06061572581529617,-0.00916057825088501,0.2064516842365265
2020-02-21,0.0,-2.0944526195526123,-10.26193618774414,-0.0029283761978149414
2020-02-22,0.0,0.04312724992632866,-0.01193547248840332,0.13020098209381104
2020-02-23,0.0,0.19203491508960724,-0.1003502607345581,0.9766708612442017
2020-02-24,0.0,0.11112923920154572,-0.02521270513534546,0.4220384955406189
2020-02-25,0.0,0.19411125779151917,-0.20926433801651,0.8441569805145264
2020-02-26,0.0,-0.23419830203056335,-1.1421947479248047,0.0586930513381958
2020-02-27,0.0,0.08699429035186768,-0.037829577922821045,0.544812798500061
2020-02-28,0.0,-0.018709814175963402,-0.031728148460388184,-0.004574954509735107
2020-02-29,0.0,0.925897479057312,0.007354259490966797,4.487329006195068
