,Oregon,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,13803.926053089092,,
2020-01-25,0.0,13804.936262162413,,
2020-01-26,0.0,13805.81009492786,,
2020-01-27,0.0,13806.96736516512,,
2020-01-28,0.0,13807.67610016031,,
2020-01-29,0.0,13808.440332676855,,
2020-01-30,0.0,13810.307843576908,,
2020-01-31,0.0,13810.866854367267,,
2020-02-01,0.0,13809.318350949441,,
2020-02-02,0.0,13808.251637649975,,
2020-02-03,0.0,13808.573684456847,,
2020-02-04,0.0,13809.496545830769,,
2020-02-05,0.0,13809.787934960817,,
2020-02-06,0.0,13809.097976782941,,
2020-02-07,0.0,13808.527108414686,,
2020-02-08,0.0,13808.69084898695,,
2020-02-09,0.0,13809.21448393757,,
2020-02-10,0.0,13809.388921570799,,
2020-02-11,0.0,13809.025295211708,,
2020-02-12,0.0,13808.693182559671,,
2020-02-13,0.0,13808.77959546551,,
2020-02-14,0.0,13809.08781594226,,
2020-02-15,0.0,13809.196506500875,,
2020-02-16,0.0,13808.994310964685,,
2020-02-17,0.0,13808.79611508726,,
2020-02-18,0.0,13808.841600120672,,
2020-02-19,0.0,13809.024678150576,,
2020-02-20,0.0,13809.09318949166,,
2020-02-21,0.0,13808.97846780863,,
2020-02-22,0.0,13808.859233059602,,
2020-02-23,0.0,13808.882763895039,,
2020-02-24,0.0,13808.991600630843,,
2020-02-25,0.0,13809.03486355638,,
2020-02-26,0.0,13808.969253722793,,
2020-02-27,0.0,13808.897362394224,,
2020-02-28,0.0,13808.909218994639,,
2020-02-29,1.0,13808.973830230838,,
2020-03-01,1.0,13808.081907409796,,
2020-03-02,3.0,13809.250168679333,,
2020-03-03,3.0,13807.266203554174,,
2020-03-04,3.0,13809.651359923308,,
2020-03-05,3.0,13809.31036028967,,
2020-03-06,3.0,13809.350689174751,,
2020-03-07,6.0,13809.282456351117,,
2020-03-08,14.0,13806.46264965657,,
2020-03-09,14.0,13802.96913037372,,
2020-03-10,14.0,13811.872804553268,,
2020-03-11,19.0,13810.512073923474,,
2020-03-12,24.0,13805.23318132543,,
2020-03-13,30.0,13805.952616281593,,
2020-03-14,36.0,13807.727145053877,,
2020-03-15,36.0,13810.309086446234,,
2020-03-16,39.0,13812.824375527212,,
2020-03-17,66.0,13805.835269704954,,
2020-03-18,75.0,13786.143537235132,,
2020-03-19,88.0,13812.94133283947,,
2020-03-20,114.0,13809.427583218087,,
2020-03-21,137.0,13795.633309887062,,
2020-03-22,161.0,13795.690330500192,,
2020-03-23,191.0,13800.329055722965,,
2020-03-24,210.0,13808.063963596289,,
2020-03-25,266.0,13817.78808141563,,
2020-03-26,316.0,13773.803288104873,,
2020-03-27,416.0,13789.529405757641,,
2020-03-28,479.0,13752.97495880218,,
2020-03-29,548.0,13809.68375369805,,
