,Oregon,forecast,interval_low,interval_high
2020-03-30,606.0,13799.370318873522,,
2020-03-31,690.0,13807.025958232061,,
2020-04-01,736.0,13784.640044424823,,
2020-04-02,826.0,13838.029193274751,,
2020-04-03,899.0,13801.835805898534,,
2020-04-04,899.0,13813.146176758182,,
2020-04-05,1068.0,13860.500971385356,,
2020-04-06,1068.0,13688.724351934296,,
2020-04-07,1132.0,13895.168155103196,,
2020-04-08,1181.0,13809.736488421888,,
2020-04-09,1321.0,13836.308463214444,,
2020-04-10,1322.0,13718.097129509402,,
2020-04-11,1371.0,13863.961375957684,,
2020-04-12,1527.0,13837.467636543099,,
2020-04-13,1584.0,13730.078547172086,,
2020-04-14,1633.0,13815.136111482538,,
2020-04-15,1663.0,13821.849210124617,,
2020-04-16,1736.0,13871.67770681938,,
2020-04-17,1785.0,13788.2316387279,,
2020-04-18,1844.0,13801.339756703332,,
2020-04-19,1910.0,13824.642657125498,,
2020-04-20,1957.0,13824.950877179208,,
2020-04-21,2004.0,13810.766135808357,,
2020-04-22,2059.0,13786.588403074862,,
2020-04-23,2127.0,13801.783665458486,,
2020-04-24,2177.0,13814.033274085717,,
2020-04-25,2253.0,13833.669222981478,,
2020-04-26,2311.0,13787.585716638076,,
2020-04-27,2354.0,13794.121182415185,,
2020-04-28,2385.0,13812.751620055047,,
2020-04-29,2446.0,13841.64318146049,,
2020-04-30,2510.0,13812.950837540488,,
2020-05-01,2579.0,13798.076191382275,,
2020-05-02,2635.0,13789.554471228927,,
2020-05-03,2680.0,13809.875554937542,,
2020-05-04,2759.0,13819.253924997602,,
2020-05-05,2839.0,13781.168356890059,,
2020-05-06,2916.0,13793.032313681926,,
2020-05-07,2989.0,13807.958691746697,,
2020-05-08,3068.0,13815.338661576923,,
2020-05-09,3160.0,13796.205975156678,,
2020-05-10,3228.0,13777.773798102755,,
2020-05-11,3286.0,13820.672861304754,,
2020-05-12,3358.0,13841.580881970815,,
2020-05-13,3416.0,13817.184416370761,,
2020-05-14,3479.0,13811.558532525489,,
2020-05-15,3541.0,13802.84068508005,,
2020-05-16,3612.0,13820.310497407327,,
2020-05-17,3623.0,13811.72094910581,,
2020-05-18,3687.0,13856.339842953592,,
2020-05-19,3726.0,13786.364261222094,,
2020-05-20,3801.0,13818.84036511752,,
2020-05-21,3817.0,13787.306721452282,,
2020-05-22,3864.0,13858.40276754497,,
2020-05-23,3888.0,13807.934646203044,,
2020-05-24,3927.0,13811.507860610558,,
2020-05-25,3949.0,13796.147623373516,,
2020-05-26,3967.0,13834.678402553684,,
2020-05-27,4038.0,13842.257088113061,,
2020-05-28,4086.0,13766.693533298612,,
2020-05-29,4131.0,13785.452705020547,,
2020-05-30,4185.0,13797.239188007674,,
2020-05-31,4243.0,13810.610965885437,,
2020-06-01,4302.0,13803.98852744636,,
2020-06-02,4335.0,13792.82805309732,,
2020-06-03,4399.0,13828.02254063673,,
2020-06-04,4474.0,13800.504081407782,,
2020-06-05,4570.0,13791.418511344533,,
2020-06-06,4570.0,13772.113975558334,,
2020-06-07,4662.0,13874.869800158465,,
2020-06-08,4922.0,13770.86834318701,,
2020-06-09,4988.0,13622.369019471042,,
2020-06-10,5060.0,13855.922427946107,,
2020-06-11,5237.0,13854.496379087426,,
2020-06-12,5377.0,13750.942055708676,,
2020-06-13,5377.0,13748.906804950408,,
2020-06-14,5636.0,13911.003385104968,,
2020-06-15,5820.0,13723.266954046081,,
2020-06-16,6098.0,13799.304991805686,,
2020-06-17,6218.0,13642.512075693041,,
2020-06-18,6366.0,13859.61404577545,,
2020-06-19,6572.0,13838.264762408524,,
2020-06-20,6750.0,13765.399215126623,,
2020-06-21,6937.0,13819.184403070305,,
2020-06-22,7083.0,13832.856812925045,,
2020-06-23,7274.0,13877.105160646026,,
2020-06-24,7444.0,13760.809587356543,,
2020-06-25,7568.0,13766.120462246667,,
2020-06-26,7818.0,13857.657608462392,,
2020-06-27,8094.0,13771.491464636418,,
2020-06-28,8341.0,13750.045428282909,,
2020-06-29,8485.0,13746.727005212557,,
2020-06-30,8656.0,13857.921433360483,,
2020-07-01,8931.0,13833.205860320146,,
2020-07-02,9294.0,13733.715984556895,,
2020-07-03,9636.0,13695.581068476024,,
2020-07-04,9930.0,13775.472874514106,,
2020-07-05,10230.0,13815.527472772505,,
2020-07-06,10395.0,13746.379016867393,,
2020-07-07,10605.0,13865.474824584175,,
2020-07-08,10817.0,13870.357214733425,,
2020-07-09,11188.0,13931.807115001702,,
2020-07-10,11454.0,13731.725020211708,,
2020-07-11,11851.0,13785.192367611297,,
2020-07-12,12170.0,13634.519904102506,,
2020-07-13,12438.0,13770.771171251463,,
2020-07-14,12805.0,13850.883041755691,,
2020-07-15,13081.0,13775.114432132512,,
2020-07-16,13509.0,13879.740979746233,,
2020-07-17,13802.0,13691.727679916941,,
2020-07-18,14149.0,13863.897958982705,,
2020-07-19,,14483.200840597361,14406.303320513478,14560.098360681244
2020-07-20,,14818.5434708269,14705.317172540379,14931.769769113422
2020-07-21,,15154.050772871704,14999.178499519141,15308.923046224267
2020-07-22,,15499.727668697342,15301.664985593578,15697.790351801106
2020-07-23,,15870.92888473869,15625.931989479861,16115.92577999752
2020-07-24,,16221.34103458357,15931.790690891861,16510.891378275275
2020-07-25,,16558.990009465437,16221.85620274942,16896.12381618145
