,Texas,forecast,interval_low,interval_high
2020-03-12,6.0,7.012916564941406,5.320365905761719,9.421653747558594
2020-03-13,17.0,15.715509414672852,13.58981990814209,17.873746871948242
2020-03-14,16.0,18.552139282226562,3.747285842895508,38.94078826904297
2020-03-15,3.0,4.535019397735596,1.2221972942352295,8.164023399353027
2020-03-16,22.0,24.777786254882812,21.2551212310791,36.809349060058594
2020-03-17,25.0,41.028350830078125,25.627822875976562,94.74754333496094
2020-03-18,86.0,96.7461166381836,84.39807891845703,120.20628356933594
2020-03-19,110.0,112.77268981933594,109.3727798461914,124.15764617919922
2020-03-20,123.0,128.6393280029297,123.0829086303711,148.6593017578125
2020-03-21,153.0,139.33255004882812,85.92243194580078,153.19654846191406
2020-03-22,61.0,104.56964111328125,60.4249382019043,138.45501708984375
2020-03-23,115.0,115.47998046875,114.56573486328125,115.9638900756836
2020-03-24,197.0,195.9823760986328,194.53968811035156,197.25071716308594
2020-03-25,274.0,274.8175048828125,273.84295654296875,277.376220703125
2020-03-26,334.0,334.07806396484375,332.63287353515625,334.652099609375
2020-03-27,374.0,392.21484375,372.8514709472656,467.5653991699219
2020-03-28,518.0,458.349365234375,351.69879150390625,518.11962890625
2020-03-29,337.0,390.2356872558594,336.87799072265625,546.4136962890625
2020-03-30,355.0,399.6827697753906,354.5979919433594,470.9073181152344
2020-03-31,662.0,662.156494140625,661.8712158203125,662.6231689453125
2020-04-01,546.0,569.0592651367188,545.9577026367188,660.6539306640625
2020-04-02,714.0,705.7523193359375,674.1856079101562,714.1897583007812
2020-04-03,665.0,722.4851684570312,664.5965576171875,831.3499755859375
2020-04-04,833.0,808.6041259765625,709.2252807617188,834.7051391601562
2020-04-05,642.0,695.9797973632812,642.3192749023438,822.7528686523438
2020-04-06,834.0,792.6665649414062,634.474609375,832.7006225585938
2020-04-07,882.0,883.001953125,882.2488403320312,883.75830078125
2020-04-08,852.0,867.9251708984375,852.0675659179688,909.5369873046875
2020-04-09,1431.0,1233.4039306640625,909.6624755859375,1429.6246337890625
2020-04-10,897.0,901.1832885742188,897.4779052734375,913.6248779296875
2020-04-11,918.0,917.0859375,916.6485595703125,917.9789428710938
2020-04-12,654.0,661.3702392578125,654.4608764648438,674.8427734375
2020-04-13,598.0,600.6282958984375,583.575927734375,625.8949584960938
2020-04-14,731.0,762.2714233398438,732.2506713867188,877.9337158203125
2020-04-15,901.0,892.0838623046875,862.6878051757812,900.1031494140625
2020-04-16,969.0,1031.6871337890625,969.376708984375,1207.51953125
2020-04-17,973.0,953.9329223632812,886.3028564453125,972.1005859375
2020-04-18,855.0,830.1398315429688,771.2718505859375,856.0958251953125
2020-04-19,556.0,609.6151733398438,555.9512329101562,696.4944458007812
2020-04-20,491.0,515.1634521484375,490.7731018066406,610.4262084960938
2020-04-21,913.0,885.72314453125,698.30029296875,994.9511108398438
2020-04-22,657.0,860.8431396484375,657.6084594726562,1254.1571044921875
2020-04-23,1329.0,1327.0885009765625,1325.8443603515625,1327.83056640625
2020-04-24,992.0,992.1755981445312,991.915771484375,992.5209350585938
2020-04-25,511.0,512.9090576171875,512.0260009765625,515.0277099609375
2020-04-26,814.0,745.937744140625,477.1414794921875,813.6819458007812
2020-04-27,445.0,478.47808837890625,444.5362548828125,611.2545776367188
2020-04-28,945.0,972.4539184570312,942.0623779296875,1084.63525390625
2020-04-29,1012.0,885.3372802734375,440.5416564941406,1014.4015502929688
2020-04-30,1358.0,1112.501953125,556.4520874023438,1358.051513671875
2020-05-01,965.0,965.6217041015625,965.1936645507812,966.331787109375
2020-05-02,1225.0,1180.06884765625,1003.522705078125,1224.435546875
2020-05-03,1081.0,1067.583251953125,1016.337890625,1081.204345703125
2020-05-04,785.0,786.2933349609375,785.0726318359375,789.1785278320312
2020-05-05,1129.0,1091.1923828125,947.2271118164062,1128.3160400390625
2020-05-06,1016.0,1017.4724731445312,1015.7705688476562,1021.0481567382812
2020-05-07,1108.0,1155.1859130859375,1106.7615966796875,1234.26708984375
2020-05-08,1210.0,1154.2109375,1033.68701171875,1209.0869140625
2020-05-09,1148.0,1180.3052978515625,1148.081298828125,1305.9833984375
2020-05-10,864.0,864.4503784179688,863.5347290039062,865.7107543945312
2020-05-11,1297.0,1190.8245849609375,774.4723510742188,1296.2205810546875
2020-05-12,1113.0,1237.7471923828125,1112.827880859375,1438.58447265625
2020-05-13,1352.0,1352.650390625,1351.5906982421875,1354.8751220703125
2020-05-14,1460.0,1453.647216796875,1439.292236328125,1459.2025146484375
2020-05-15,1241.0,1300.909423828125,1240.9501953125,1530.8057861328125
2020-05-16,1731.0,1597.387451171875,1073.446044921875,1729.7581787109375
2020-05-17,944.0,944.5810546875,943.9911499023438,945.6219482421875
2020-05-18,781.0,783.6698608398438,781.6572265625,789.5379638671875
2020-05-19,1375.0,1348.1226806640625,1248.7681884765625,1373.699951171875
2020-05-20,1307.0,1307.0009765625,1306.5419921875,1307.5421142578125
2020-05-21,1194.0,1150.4471435546875,973.5570678710938,1196.992919921875
2020-05-22,486.0,629.8494873046875,487.0053405761719,1198.4312744140625
2020-05-23,1237.0,1183.484375,971.6287231445312,1237.466064453125
2020-05-24,1085.0,1064.3470458984375,983.8627319335938,1085.1015625
2020-05-25,548.0,586.9544677734375,547.5079345703125,742.7698364257812
2020-05-26,821.0,907.5994873046875,821.2262573242188,1248.963134765625
2020-05-27,1312.0,1311.1114501953125,1308.8599853515625,1312.248046875
2020-05-28,1853.0,1392.6849365234375,624.69091796875,1852.15771484375
2020-05-29,506.0,506.6643981933594,506.3204040527344,507.1266784667969
2020-05-30,1993.0,1808.247802734375,1509.38623046875,1993.297119140625
2020-05-31,1758.0,1765.30859375,1757.89794921875,1793.5784912109375
2020-06-01,941.0,941.0470581054688,940.8265991210938,941.4242553710938
2020-06-02,1717.0,1613.8189697265625,1203.58984375,1716.7283935546875
2020-06-03,1567.0,1579.4288330078125,1567.79638671875,1624.048095703125
2020-06-04,1678.0,1677.6048583984375,1675.9937744140625,1678.2069091796875
2020-06-05,1993.0,1967.7933349609375,1870.5604248046875,1992.66845703125
2020-06-06,1922.0,1921.6826171875,1920.1431884765625,1922.2459716796875
2020-06-07,938.0,1095.480224609375,938.4862670898438,1722.0296630859375
2020-06-08,1055.0,1210.934814453125,1055.0035400390625,1833.7728271484375
2020-06-09,1745.0,1792.3775634765625,1744.648193359375,1981.8533935546875
2020-06-10,2569.0,2288.179931640625,1860.5648193359375,2567.63720703125
2020-06-11,1881.0,1882.768798828125,1881.518310546875,1884.590087890625
2020-06-12,2269.0,2267.13671875,2265.45166015625,2268.57763671875
2020-06-13,1988.0,2013.526123046875,1988.8800048828125,2106.92138671875
2020-06-14,1608.0,1592.649169921875,1533.4700927734375,1608.0836181640625
2020-06-15,1688.0,1687.6875,1686.6751708984375,1688.845458984375
2020-06-16,3358.0,3508.264892578125,3358.550537109375,4102.48779296875
2020-06-17,4130.0,3995.371826171875,3464.339599609375,4128.8818359375
2020-06-18,3560.0,3675.58984375,3559.615966796875,4132.51708984375
2020-06-19,4135.0,4030.917236328125,3589.910888671875,4171.3916015625
2020-06-20,4187.0,4107.8544921875,3927.43408203125,4187.14453125
2020-06-21,3363.0,3363.10205078125,3361.75634765625,3364.0703125
2020-06-22,4846.0,4845.49462890625,4844.67578125,4845.8212890625
2020-06-23,5142.0,5142.599609375,5141.20654296875,5143.66259765625
2020-06-24,5200.0,5200.568359375,5198.98291015625,5202.68017578125
2020-06-25,6426.0,6425.5849609375,6424.73828125,6426.640625
2020-06-26,5615.0,5744.7119140625,5613.57080078125,6264.86572265625
2020-06-27,5721.0,5830.9609375,5720.5537109375,6269.59033203125
2020-06-28,4828.0,4646.76416015625,3920.77880859375,4828.423828125
