,Alabama,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,,,
2020-01-25,0.0,0.23920535059837747,0.23920535059837747,0.23920535059837747
2020-01-26,0.0,0.3946890567392831,0.3946890567392831,0.3946890567392831
2020-01-27,0.0,0.5538166395191491,0.5538166395191491,0.5538166395191491
2020-01-28,0.0,0.8336355691651146,0.8336355691651146,0.8336355691651146
2020-01-29,0.0,1.0080971337169324,1.0080971337169324,1.0080971337169324
2020-01-30,0.0,1.4250202180919926,1.4250202180919926,1.4250202180919926
2020-01-31,0.0,1.8419433024670382,1.8419433024670382,1.8419433024670382
2020-02-01,0.0,2.2588663868420626,2.2588663868420626,2.2588663868420626
2020-02-02,0.0,2.6757894712170605,2.6757894712170605,2.6757894712170605
2020-02-03,0.0,3.0927125555920227,3.0927125555920227,3.0927125555920227
2020-02-04,0.0,3.5096356399669433,3.5096356399669433,3.5096356399669433
2020-02-05,0.0,3.9265587243418154,3.9265587243418154,3.9265587243418154
2020-02-06,0.0,4.343481808716634,4.343481808716634,4.343481808716634
2020-02-07,0.0,4.76040489309139,4.76040489309139,4.76040489309139
2020-02-08,0.0,5.177327977466076,5.177327977466076,5.177327977466076
2020-02-09,0.0,5.594251061840684,5.594251061840684,5.594251061840684
2020-02-10,0.0,6.011174146215209,6.011174146215209,6.011174146215209
2020-02-11,0.0,6.428097230589643,6.428097230589643,6.428097230589643
2020-02-12,0.0,6.845020314963982,6.845020314963982,6.845020314963982
2020-02-13,0.0,7.2619433993382225,7.2619433993382225,7.2619433993382225
2020-02-14,0.0,7.678866483712363,7.678866483712363,7.678866483712363
2020-02-15,0.0,8.095789568086396,8.095789568086396,8.095789568086396
2020-02-16,0.0,8.512712652460317,8.512712652460317,8.512712652460317
2020-02-17,0.0,8.92963573683412,8.92963573683412,8.92963573683412
2020-02-18,0.0,9.346558821207795,9.346558821207795,9.346558821207795
2020-02-19,0.0,9.763481905581337,9.763481905581337,9.763481905581337
2020-02-20,0.0,10.180404989954742,10.180404989954742,10.180404989954742
2020-02-21,0.0,10.597328074327999,10.597328074327999,10.597328074327999
2020-02-22,0.0,11.014251158701102,11.014251158701102,11.014251158701102
2020-02-23,0.0,11.431174243074032,11.431174243074032,11.431174243074032
2020-02-24,0.0,11.848097327446778,11.848097327446778,11.848097327446778
2020-02-25,0.0,12.265020411819338,12.265020411819338,12.265020411819338
2020-02-26,0.0,12.681943496191709,12.681943496191709,12.681943496191709
2020-02-27,0.0,13.098866580563882,13.098866580563882,13.098866580563882
2020-02-28,0.0,13.515789664935854,13.515789664935854,13.515789664935854
