,Tennessee,forecast,interval_low,interval_high
2020-01-22,0.0,0.428576797246933,-0.5809695720672607,1.6887911558151245
2020-01-23,0.0,16.808429718017578,-0.10189014673233032,80.08018493652344
2020-01-24,0.0,-11.097261428833008,-51.720481872558594,0.33780163526535034
2020-01-25,0.0,-0.8496502041816711,-7.180546283721924,3.989044189453125
2020-01-26,0.0,0.37208548188209534,-0.31774038076400757,0.8914108276367188
2020-01-27,0.0,-0.31515371799468994,-1.340446949005127,0.3002067804336548
2020-01-28,0.0,-0.019992340356111526,-0.16470181941986084,0.2892356514930725
2020-01-29,0.0,-5.558026313781738,-28.760225296020508,0.8739263415336609
2020-01-30,0.0,0.035884737968444824,-0.030581891536712646,0.16271060705184937
2020-01-31,0.0,6.353903770446777,-6.056652545928955,36.92198944091797
2020-02-01,0.0,102.212158203125,-0.444937527179718,492.4264221191406
2020-02-02,0.0,-0.34898534417152405,-2.28127384185791,0.6271967887878418
2020-02-03,0.0,21.749425888061523,0.42279642820358276,106.14308166503906
2020-02-04,0.0,2.171912670135498,-2.0661048889160156,12.64598560333252
2020-02-05,0.0,0.009863716550171375,-1.8615517616271973,0.9655885696411133
2020-02-06,0.0,-1.173321008682251,-2.4915049076080322,-0.18415355682373047
2020-02-07,0.0,-1.0592573881149292,-4.949890613555908,0.1046215295791626
2020-02-08,0.0,-8.043783187866211,-50.62333297729492,7.707187652587891
2020-02-09,0.0,0.16018825769424438,-0.5086023807525635,0.5077030658721924
2020-02-10,0.0,-0.07240866869688034,-0.5330419540405273,0.46336987614631653
2020-02-11,0.0,1.7152965068817139,0.12759581208229065,6.06729793548584
2020-02-12,0.0,1.6186622381210327,-0.05189704895019531,7.404199600219727
2020-02-13,0.0,-0.5145184993743896,-1.8933699131011963,0.019178688526153564
2020-02-14,0.0,-23.815765380859375,-117.21986389160156,0.16807472705841064
2020-02-15,0.0,0.034562695771455765,-2.2259914875030518,1.397782564163208
2020-02-16,0.0,2.107797384262085,-0.6156934499740601,10.680937767028809
2020-02-17,0.0,-5.736298561096191,-27.62092399597168,1.3950707912445068
2020-02-18,0.0,-0.11637523025274277,-1.395850419998169,0.9077423810958862
2020-02-19,0.0,4.548617362976074,0.05260813236236572,20.393630981445312
2020-02-20,0.0,0.7703121900558472,-0.43670231103897095,1.8521032333374023
2020-02-21,0.0,14.565729141235352,-2.0535085201263428,74.91236114501953
2020-02-22,0.0,-0.6768742799758911,-1.7207205295562744,-0.20288652181625366
2020-02-23,0.0,-0.19870714843273163,-0.7587844133377075,0.38450494408607483
2020-02-24,0.0,-0.6540377140045166,-7.927536964416504,5.538280963897705
2020-02-25,0.0,2.2621116638183594,-0.30169641971588135,10.913918495178223
2020-02-26,0.0,-0.08976950496435165,-11.382845878601074,7.101840496063232
2020-02-27,0.0,0.42197924852371216,-0.9970028400421143,1.9625370502471924
2020-02-28,0.0,0.3394591212272644,-0.8024477958679199,1.2114365100860596
2020-02-29,0.0,0.025900255888700485,-0.4336833357810974,0.6549626588821411
2020-03-01,0.0,93.32573699951172,-1.1726301908493042,467.8992004394531
2020-03-02,0.0,32.504180908203125,-1.564931869506836,161.8563995361328
2020-03-03,0.0,0.6132912039756775,-1.1112040281295776,3.722935199737549
2020-03-04,0.0,0.14737141132354736,-0.30256688594818115,0.3500223755836487
2020-03-05,1.0,0.6988906264305115,-0.8479797840118408,1.395608901977539
2020-03-06,1.0,0.8330866098403931,-1.4318006038665771,2.384383201599121
2020-03-07,1.0,7.6155266761779785,-3.015044689178467,25.130537033081055
2020-03-08,3.0,2.8854689598083496,0.7681660652160645,4.194000244140625
2020-03-09,3.0,2.518958806991577,1.5975183248519897,3.551222562789917
2020-03-10,3.0,5.708188056945801,0.921288013458252,18.679073333740234
2020-03-11,9.0,10.51784896850586,8.62636661529541,15.598873138427734
2020-03-12,18.0,19.776168823242188,16.97695541381836,29.103290557861328
2020-03-13,26.0,27.328838348388672,22.62369728088379,34.15437316894531
2020-03-14,32.0,7.567579746246338,-88.89102935791016,32.72798156738281
2020-03-15,32.0,37.47295379638672,31.707983016967773,58.11115264892578
2020-03-16,52.0,51.458595275878906,50.88669204711914,51.89437484741211
2020-03-17,74.0,90.3187026977539,71.8787612915039,108.34135437011719
2020-03-18,100.0,99.56236267089844,98.19686889648438,100.87319946289062
2020-03-19,154.0,146.4092254638672,112.78630065917969,155.86306762695312
2020-03-20,223.0,237.8753662109375,218.14866638183594,298.8454895019531
2020-03-21,304.0,334.9642333984375,300.3013610839844,462.25958251953125
2020-03-22,393.0,393.5652770996094,392.8680419921875,394.9092102050781
2020-03-23,614.0,615.3510131835938,613.3629760742188,617.2465209960938
2020-03-24,772.0,775.6066284179688,639.793212890625,921.9977416992188
2020-03-25,916.0,1032.554443359375,910.3890380859375,1340.343017578125
2020-03-26,1097.0,1185.731689453125,1096.439453125,1318.197265625
2020-03-27,1318.0,1394.8515625,1312.093505859375,1516.9970703125
2020-03-28,1511.0,1510.6513671875,1509.245361328125,1511.6912841796875
2020-03-29,1720.0,1760.1090087890625,1719.1226806640625,1920.186279296875
2020-03-30,1917.0,1926.0953369140625,1916.7640380859375,1960.9600830078125
2020-03-31,2391.0,2236.537109375,1620.2208251953125,2390.769775390625
2020-04-01,2933.0,3046.693359375,2932.835693359375,3498.985595703125
2020-04-02,3013.0,3005.96142578125,2981.994140625,3014.5791015625
2020-04-03,3067.0,3122.35888671875,3064.45263671875,3342.142822265625
2020-04-04,3322.0,3437.47412109375,3319.768310546875,3673.205322265625
