,Arkansas,forecast,interval_low,interval_high
2020-01-22,0.0,2.296968460083008,-0.01677560806274414,10.867926597595215
2020-01-23,0.0,-0.4349958002567291,-1.4937124252319336,0.06303822994232178
2020-01-24,0.0,0.1269104778766632,0.0077055394649505615,0.5552042126655579
2020-01-25,0.0,-0.6046559810638428,-3.6023449897766113,0.3896653950214386
2020-01-26,0.0,-3.9580955505371094,-17.06304359436035,0.4657934606075287
2020-01-27,0.0,0.08080781996250153,-0.13757246732711792,0.49407196044921875
2020-01-28,0.0,-0.19742856919765472,-0.5417039394378662,0.09090515971183777
2020-01-29,0.0,1.8865594863891602,-0.08600449562072754,8.976092338562012
2020-01-30,0.0,10.905974388122559,-0.025532007217407227,43.92918014526367
2020-01-31,0.0,8.341386795043945,-0.031450629234313965,31.15563201904297
2020-02-01,0.0,-0.0763673409819603,-0.16287612915039062,0.10944533348083496
2020-02-02,0.0,2.011782169342041,-0.012907922267913818,9.869418144226074
2020-02-03,0.0,0.7464699745178223,-0.22716951370239258,4.013704299926758
2020-02-04,0.0,-0.39929166436195374,-1.9592077732086182,0.48268061876296997
2020-02-05,0.0,0.01624699868261814,-0.3147919774055481,0.1849784553050995
2020-02-06,0.0,-0.04264545440673828,-0.14510875940322876,0.23790740966796875
2020-02-07,0.0,-0.122916579246521,-0.672389030456543,0.22679781913757324
2020-02-08,0.0,-0.11921081691980362,-1.3732460737228394,0.6150376200675964
2020-02-09,0.0,-0.024339592084288597,-0.5072861909866333,0.4373704791069031
2020-02-10,0.0,-0.025023888796567917,-0.39894717931747437,0.2237425446510315
2020-02-11,0.0,1.0993483066558838,-0.05053061246871948,5.282954216003418
2020-02-12,0.0,0.5623284578323364,-0.6583646535873413,1.85647451877594
2020-02-13,0.0,0.4373230040073395,-1.072794795036316,3.552438259124756
2020-02-14,0.0,-0.16996422410011292,-0.6026500463485718,0.18277877569198608
2020-02-15,0.0,0.2388116419315338,-0.10342162847518921,0.6052443385124207
2020-02-16,0.0,0.1890171319246292,-0.7841809988021851,1.5561163425445557
2020-02-17,0.0,-2.5457756519317627,-8.289031028747559,0.11194100975990295
2020-02-18,0.0,-0.2500319182872772,-1.2138166427612305,0.2696501910686493
2020-02-19,0.0,-0.17518725991249084,-0.7885094881057739,0.37115415930747986
2020-02-20,0.0,0.2584471106529236,0.03944841027259827,0.6587972640991211
2020-02-21,0.0,0.38730332255363464,-0.0969552993774414,1.0410010814666748
2020-02-22,0.0,0.9312612414360046,-1.3323793411254883,5.009683609008789
2020-02-23,0.0,0.3028069734573364,-1.3487004041671753,3.1662328243255615
2020-02-24,0.0,2.7542366981506348,-1.0375697612762451,13.477296829223633
2020-02-25,0.0,0.14597228169441223,-1.6451926231384277,2.148502826690674
2020-02-26,0.0,-0.6370398998260498,-2.26893949508667,0.07418861985206604
2020-02-27,0.0,0.13659191131591797,-0.004402875900268555,0.3947940766811371
2020-02-28,0.0,0.03425673395395279,-0.2710339426994324,0.3958578109741211
2020-02-29,0.0,2.1841681003570557,-7.11386775970459,17.44866371154785
2020-03-01,0.0,-0.016712313517928123,-0.1323535442352295,0.040592044591903687
2020-03-02,0.0,-2.0963971614837646,-10.777310371398926,0.14052903652191162
2020-03-03,0.0,1.817183494567871,-0.20631057024002075,8.668892860412598
2020-03-04,0.0,-0.2208935022354126,-3.4482507705688477,1.9132393598556519
2020-03-05,0.0,-1.9974358081817627,-7.802485466003418,-0.056559205055236816
2020-03-06,0.0,-0.1087825745344162,-0.3569256067276001,0.0877276062965393
2020-03-07,0.0,0.44579166173934937,0.23537912964820862,1.1991605758666992
2020-03-08,0.0,-0.4920791983604431,-2.605059862136841,0.0885515809059143
2020-03-09,0.0,0.07387746870517731,-0.776762843132019,0.8542943000793457
2020-03-10,0.0,0.5285816788673401,-0.9572371244430542,4.101324558258057
2020-03-11,0.0,-0.21825341880321503,-1.8870646953582764,1.0086413621902466
