,Vermont,forecast,interval_low,interval_high
2020-01-22,0.0,-0.02736581489443779,-0.0765877366065979,0.0036194324493408203
2020-01-23,0.0,0.09771289676427841,0.0021037161350250244,0.25782662630081177
2020-01-24,0.0,0.1451597809791565,0.0009653568267822266,0.6811026334762573
2020-01-25,0.0,-0.01732342317700386,-0.03594613075256348,0.0028751492500305176
2020-01-26,0.0,-3.8814545405330136e-05,-0.005103170871734619,0.009535729885101318
2020-01-27,0.0,0.022560710087418556,-0.008586704730987549,0.11168631911277771
2020-01-28,0.0,0.015112876892089844,-0.001886904239654541,0.04070913791656494
2020-01-29,0.0,-0.023184513673186302,-0.07462620735168457,-0.0026491880416870117
2020-01-30,0.0,0.0742483139038086,-0.0044400691986083984,0.32285910844802856
2020-01-31,0.0,0.30357295274734497,-0.007399141788482666,1.1530237197875977
2020-02-01,0.0,0.1829998940229416,-0.0364719033241272,0.9622363448143005
2020-02-02,0.0,0.18669013679027557,-0.0019118785858154297,0.9077975153923035
2020-02-03,0.0,0.006559520959854126,-0.004168570041656494,0.024530410766601562
2020-02-04,0.0,-0.0582037977874279,-0.3476092219352722,0.05176442861557007
2020-02-05,0.0,-0.008516323752701283,-0.026127636432647705,0.006552517414093018
2020-02-06,0.0,0.09414724260568619,-0.0021272897720336914,0.37031233310699463
2020-02-07,0.0,0.15635889768600464,-0.09766769409179688,0.9293442964553833
2020-02-08,0.0,0.02980545163154602,-0.04118162393569946,0.1788105070590973
2020-02-09,0.0,-0.030579179525375366,-0.1841852068901062,0.0403977632522583
2020-02-10,0.0,0.18700584769248962,-0.03403133153915405,0.6487321257591248
2020-02-11,0.0,-0.0435798242688179,-0.26966530084609985,0.07483842968940735
2020-02-12,0.0,-0.003638738300651312,-0.02215641736984253,0.010320007801055908
2020-02-13,0.0,-0.0011473953491076827,-0.018261969089508057,0.014187335968017578
2020-02-14,0.0,0.14610128104686737,-0.006678342819213867,0.6224201917648315
2020-02-15,0.0,-0.07987675815820694,-0.44887232780456543,0.058268964290618896
2020-02-16,0.0,0.005906981416046619,-0.02661454677581787,0.07137089967727661
2020-02-17,0.0,-0.021875690668821335,-0.08967703580856323,-0.0027463436126708984
2020-02-18,0.0,-0.018236208707094193,-0.0605732798576355,0.028438687324523926
2020-02-19,0.0,0.00406032195314765,-0.02138441801071167,0.026487767696380615
2020-02-20,0.0,0.05422453209757805,-0.05596798658370972,0.3529568016529083
2020-02-21,0.0,0.02225429378449917,-0.02209174633026123,0.1133236289024353
2020-02-22,0.0,-0.03980552405118942,-0.14110475778579712,0.03996363282203674
2020-02-23,0.0,-0.09564699232578278,-0.39904195070266724,0.004379689693450928
2020-02-24,0.0,0.0029031396843492985,-0.005074024200439453,0.010067224502563477
2020-02-25,0.0,-0.4066546857357025,-1.7629027366638184,0.06351381540298462
2020-02-26,0.0,0.043083421885967255,-0.3216758966445923,0.5296642780303955
2020-02-27,0.0,-0.0017968773609027267,-0.025383472442626953,0.008336901664733887
2020-02-28,0.0,0.06596242636442184,-0.0027660131454467773,0.32782411575317383
2020-02-29,0.0,-0.06933264434337616,-0.3353029489517212,0.0061785876750946045
2020-03-01,0.0,-0.006790441460907459,-0.05050039291381836,0.026879608631134033
2020-03-02,0.0,-0.1596691906452179,-0.8134324550628662,0.03613919019699097
2020-03-03,0.0,0.04174333065748215,-0.015302479267120361,0.21265238523483276
2020-03-04,0.0,0.010565978474915028,-0.09865134954452515,0.14004620909690857
2020-03-05,0.0,-0.005892735905945301,-0.04744845628738403,0.03278183937072754
2020-03-06,0.0,-0.011783736757934093,-0.08137601613998413,0.05848050117492676
2020-03-07,0.0,0.23033785820007324,-0.04614591598510742,1.1720805168151855
2020-03-08,1.0,1.0177795886993408,0.9910150766372681,1.0508508682250977
2020-03-09,1.0,1.1221680641174316,0.9968414306640625,1.5707865953445435
2020-03-10,1.0,1.0979079008102417,0.8635355234146118,1.5243356227874756
2020-03-11,1.0,0.986028790473938,0.8730728030204773,1.0516616106033325
2020-03-12,2.0,2.013054609298706,1.9575210809707642,2.0724730491638184
2020-03-13,2.0,2.593575954437256,1.9138349294662476,5.03287410736084
2020-03-14,5.0,4.450791358947754,1.8954248428344727,5.318207740783691
2020-03-15,5.0,6.363404273986816,4.880799293518066,11.949719429016113
2020-03-16,12.0,11.996803283691406,11.927679061889648,12.054618835449219
2020-03-17,12.0,12.011868476867676,12.004968643188477,12.028772354125977
2020-03-18,13.0,12.976974487304688,12.957486152648926,12.999618530273438
2020-03-19,22.0,22.042903900146484,21.980579376220703,22.15748405456543
2020-03-20,29.0,29.016586303710938,28.996950149536133,29.02911949157715
2020-03-21,49.0,46.74940490722656,29.12442970275879,57.62467956542969
2020-03-22,52.0,53.607032775878906,48.812469482421875,63.20013427734375
2020-03-23,75.0,83.17039489746094,74.9392318725586,96.04180908203125
2020-03-24,95.0,101.02780151367188,94.88404083251953,125.19351959228516
2020-03-25,125.0,137.2702178955078,125.0068130493164,156.65640258789062
2020-03-26,158.0,157.9581298828125,157.9095916748047,157.99717712402344
2020-03-27,184.0,190.7219696044922,183.97091674804688,217.48757934570312
2020-03-28,211.0,216.36795043945312,210.8759002685547,237.91790771484375
2020-03-29,235.0,235.0182342529297,234.9530487060547,235.1096954345703
2020-03-30,256.0,262.02545166015625,255.97898864746094,286.16925048828125
2020-03-31,293.0,285.5780944824219,255.8750457763672,293.02899169921875
2020-04-01,321.0,327.213623046875,320.9731750488281,337.2765808105469
2020-04-02,338.0,337.99200439453125,337.87347412109375,338.0674133300781
2020-04-03,389.0,388.9901428222656,388.9374084472656,389.01165771484375
2020-04-04,461.0,471.0579528808594,460.96392822265625,511.2160949707031
2020-04-05,512.0,511.9443359375,511.89849853515625,512.004150390625
2020-04-06,543.0,571.1827392578125,542.9876708984375,615.0322265625
2020-04-07,575.0,575.0771484375,575.0061645507812,575.1390991210938
2020-04-08,605.0,616.249267578125,604.9595336914062,627.8812866210938
2020-04-09,628.0,627.9715576171875,627.8770141601562,628.0447387695312
2020-04-10,679.0,679.0208129882812,678.8855590820312,679.1284790039062
2020-04-11,711.0,717.9671020507812,710.88427734375,742.0243530273438
2020-04-12,727.0,727.0172729492188,726.9664306640625,727.0613403320312
2020-04-13,748.0,739.0032348632812,702.9904174804688,748.0341186523438
2020-04-14,752.0,753.1754150390625,751.8211059570312,758.1539306640625
2020-04-15,759.0,763.3048095703125,758.8965454101562,780.4459228515625
2020-04-16,774.0,774.01171875,773.7921142578125,774.1528930664062
2020-04-17,779.0,794.7005004882812,778.9118041992188,808.9136962890625
2020-04-18,803.0,803.0380859375,802.9873046875,803.08984375
2020-04-19,813.0,811.2454223632812,804.29833984375,812.9976196289062
2020-04-20,816.0,814.6013793945312,812.297119140625,816.0889892578125
2020-04-21,818.0,817.9830322265625,817.9031982421875,818.0127563476562
2020-04-22,823.0,821.6790771484375,817.9146118164062,823.0911254882812
2020-04-23,825.0,824.73681640625,821.0380859375,826.8689575195312
2020-04-24,827.0,825.7490234375,820.8748168945312,827.0244140625
2020-04-25,843.0,845.0458984375,842.8875122070312,853.2564086914062
2020-04-26,851.0,850.9992065429688,850.9678344726562,851.0480346679688
2020-04-27,855.0,856.7615966796875,854.99560546875,859.7359619140625
2020-04-28,862.0,862.4327392578125,861.9346313476562,864.2208251953125
2020-04-29,862.0,863.25341796875,861.9867553710938,868.1973266601562
2020-04-30,866.0,864.9219970703125,860.6765747070312,866.0122680664062
2020-05-01,879.0,878.98681640625,878.9710693359375,879.0003051757812
2020-05-02,886.0,892.0836181640625,886.0014038085938,916.2351684570312
2020-05-03,897.0,897.0006103515625,896.982421875,897.015869140625
2020-05-04,902.0,901.9716796875,901.89453125,902.0094604492188
2020-05-05,907.0,907.0407104492188,906.9644165039062,907.1173706054688
2020-05-06,908.0,907.93505859375,907.8530883789062,908.0531005859375
2020-05-07,916.0,917.4934692382812,915.93359375,923.440673828125
2020-05-08,919.0,919.2886962890625,918.9917602539062,920.321533203125
2020-05-09,921.0,920.3005981445312,917.5533447265625,921.0463256835938
2020-05-10,927.0,926.0101318359375,923.4378662109375,927.097900390625
2020-05-11,926.0,925.0109252929688,919.6067504882812,927.5038452148438
2020-05-12,927.0,926.2081909179688,920.5298461914062,929.5902709960938
2020-05-13,929.0,928.1443481445312,924.4375610351562,929.1403198242188
2020-05-14,932.0,932.2286987304688,929.8740234375,933.7586669921875
2020-05-15,933.0,932.9739379882812,932.922119140625,933.0096435546875
2020-05-16,934.0,936.4269409179688,933.9452514648438,942.7216186523438
2020-05-17,940.0,932.7462768554688,903.6513671875,940.051513671875
2020-05-18,940.0,941.8128051757812,938.2357788085938,950.8087158203125
2020-05-19,944.0,944.7981567382812,943.9581909179688,948.0617065429688
2020-05-20,944.0,946.49169921875,944.01708984375,951.1348266601562
2020-05-21,950.0,949.9559326171875,949.8065795898438,950.0400390625
2020-05-22,952.0,952.017578125,951.9466552734375,952.095703125
2020-05-23,954.0,955.06787109375,953.9351806640625,959.3748168945312
2020-05-24,956.0,959.2952880859375,955.9898681640625,965.3702392578125
2020-05-25,962.0,962.9304809570312,961.9705200195312,966.6115112304688
2020-05-26,967.0,965.7166748046875,960.5240478515625,967.0366821289062
2020-05-27,971.0,972.568359375,970.9207153320312,975.343994140625
2020-05-28,974.0,974.5509643554688,973.9905395507812,976.75341796875
2020-05-29,975.0,975.7242431640625,974.995849609375,976.9754028320312
2020-05-30,977.0,977.0059814453125,976.9921264648438,977.03857421875
2020-05-31,981.0,980.1647338867188,976.9103393554688,980.9931030273438
2020-06-01,983.0,983.0133056640625,982.997314453125,983.0315551757812
2020-06-02,988.0,987.98388671875,987.9175415039062,988.0235595703125
2020-06-03,990.0,989.9835205078125,989.9474487304688,990.0209350585938
2020-06-04,1026.0,1029.705810546875,989.328125,1067.3701171875
2020-06-05,1027.0,1033.2210693359375,1026.9698486328125,1058.0556640625
2020-06-06,1046.0,1046.9052734375,1045.9752197265625,1050.4298095703125
2020-06-07,1063.0,1062.99365234375,1062.9796142578125,1063.001708984375
2020-06-08,1075.0,1074.988525390625,1074.8951416015625,1075.0206298828125
2020-06-09,1084.0,1084.84912109375,1083.9835205078125,1088.1561279296875
2020-06-10,1095.0,1099.90283203125,1094.8885498046875,1119.700439453125
2020-06-11,1110.0,1112.441162109375,1109.981689453125,1122.1279296875
2020-06-12,1119.0,1116.6478271484375,1111.9993896484375,1119.06884765625
2020-06-13,1125.0,1123.8602294921875,1117.3211669921875,1126.1488037109375
2020-06-14,1127.0,1129.932861328125,1126.8570556640625,1141.809326171875
2020-06-15,1128.0,1128.286376953125,1127.9683837890625,1129.3526611328125
2020-06-16,1131.0,1130.9794921875,1130.9462890625,1131.0010986328125
2020-06-17,1130.0,1131.2396240234375,1130.004638671875,1135.9532470703125
2020-06-18,1135.0,1134.976318359375,1134.9349365234375,1135.0191650390625
2020-06-19,1144.0,1141.1614990234375,1129.7469482421875,1144.0638427734375
2020-06-20,1147.0,1149.9495849609375,1142.125244140625,1166.8204345703125
2020-06-21,1159.0,1167.512939453125,1159.004638671875,1177.2401123046875
2020-06-22,1163.0,1162.995361328125,1162.97119140625,1163.01123046875
2020-06-23,1164.0,1164.0086669921875,1163.9686279296875,1164.0650634765625
2020-06-24,1184.0,1183.9732666015625,1183.88671875,1184.0286865234375
2020-06-25,1191.0,1191.0279541015625,1190.9749755859375,1191.0770263671875
2020-06-26,1198.0,1197.989501953125,1197.9737548828125,1198.004638671875
2020-06-27,1200.0,1199.885986328125,1199.3692626953125,1200.0262451171875
2020-06-28,1202.0,1202.0848388671875,1201.5489501953125,1202.8946533203125
2020-06-29,1208.0,1205.9432373046875,1198.010498046875,1207.9954833984375
2020-06-30,1208.0,1206.0086669921875,1198.0753173828125,1208.0128173828125
2020-07-01,1210.0,1210.0146484375,1209.9896240234375,1210.0438232421875
2020-07-02,1227.0,1229.138916015625,1226.8489990234375,1237.849609375
2020-07-03,1236.0,1236.01904296875,1235.9910888671875,1236.09619140625
2020-07-04,1238.0,1240.5172119140625,1237.9244384765625,1250.7208251953125
2020-07-05,1249.0,1249.0125732421875,1248.9989013671875,1249.0325927734375
2020-07-06,1251.0,1251.008056640625,1251.00048828125,1251.0294189453125
2020-07-07,1254.0,1253.9688720703125,1253.9124755859375,1253.9996337890625
2020-07-08,1256.0,1256.0340576171875,1256.005126953125,1256.0775146484375
2020-07-09,1272.0,1273.4468994140625,1269.9049072265625,1279.052490234375
