,Total,forecast,interval_low,interval_high
2020-01-23,0.0,3.5501797199249268,-0.13311195373535156,17.958574295043945
2020-01-24,0.0,-0.003936273045837879,-0.17973792552947998,0.18443924188613892
2020-01-25,0.0,9.66847038269043,-0.22554171085357666,47.51631546020508
2020-01-26,0.0,0.3030807375907898,-0.11476534605026245,1.137746810913086
2020-01-27,0.0,0.1023591011762619,-0.0365719199180603,0.44010844826698303
2020-01-28,0.0,0.015431183390319347,-0.039941251277923584,0.18583866953849792
2020-01-29,0.0,-1.8706754446029663,-9.470041275024414,0.04771602153778076
2020-01-30,0.0,-0.0614105761051178,-0.18207132816314697,0.06299865245819092
2020-01-31,0.0,0.04340194910764694,-0.06335598230361938,0.2443961799144745
2020-02-01,0.0,-0.1701500564813614,-0.733173131942749,0.015327781438827515
2020-02-02,0.0,0.03580573946237564,-0.008365035057067871,0.11407369375228882
2020-02-03,0.0,-0.4751182198524475,-2.067094087600708,-0.015720367431640625
2020-02-04,0.0,-0.13616979122161865,-0.6943048238754272,0.16060617566108704
2020-02-05,0.0,0.09189867973327637,-0.05439615249633789,0.26870572566986084
2020-02-06,0.0,-0.0882083922624588,-0.1547906994819641,-0.015455186367034912
2020-02-07,0.0,0.011409002356231213,-0.2163715958595276,0.23487132787704468
2020-02-08,0.0,-0.08869315683841705,-0.3247131109237671,0.09709605574607849
2020-02-09,0.0,-1.1011079549789429,-5.784915447235107,0.1420280933380127
2020-02-10,0.0,0.8605009317398071,-0.14675122499465942,4.300765514373779
2020-02-11,0.0,-0.27132973074913025,-1.0814017057418823,0.012726068496704102
2020-02-12,0.0,-0.030124377459287643,-0.21311789751052856,0.205657958984375
2020-02-13,0.0,-0.511891782283783,-2.679857015609741,0.16951921582221985
2020-02-14,0.0,0.130130797624588,-0.016202926635742188,0.38459646701812744
2020-02-15,0.0,0.015630226582288742,-0.12057554721832275,0.11925017833709717
2020-02-16,0.0,-0.9997448921203613,-4.740481376647949,0.013846337795257568
2020-02-17,0.0,-0.05028143525123596,-0.2893839478492737,0.14154478907585144
2020-02-18,0.0,0.03531529754400253,-0.14306485652923584,0.2085733413696289
2020-02-19,0.0,-0.037479013204574585,-0.16414374113082886,0.10964605212211609
2020-02-20,0.0,-0.8627887964248657,-4.434151649475098,0.266840398311615
2020-02-21,0.0,-0.21887068450450897,-1.436265468597412,0.23931020498275757
2020-02-22,0.0,-0.4924977421760559,-2.0194509029388428,0.08613044023513794
2020-02-23,0.0,4.399040699005127,0.007526099681854248,20.50502586364746
2020-02-24,0.0,-0.0688532218337059,-0.24048399925231934,0.039966881275177
2020-02-25,0.0,0.488051176071167,-0.09866863489151001,2.6065287590026855
2020-02-26,0.0,0.021322648972272873,-0.12907415628433228,0.25695449113845825
2020-02-27,0.0,-0.03875168412923813,-0.39358264207839966,0.3112944960594177
2020-02-28,0.0,0.1373571902513504,-0.23672515153884888,0.8534834384918213
2020-02-29,1.0,0.974870502948761,0.9198825359344482,1.0261461734771729
2020-03-01,0.0,0.3082335591316223,-0.10397595167160034,1.5650264024734497
2020-03-02,5.0,4.011489391326904,-0.024274885654449463,5.1061110496521
2020-03-03,1.0,0.28298458456993103,-2.5329508781433105,1.1086779832839966
2020-03-04,4.0,2.852458953857422,-1.1757551431655884,4.0279388427734375
2020-03-05,1.0,1.2257646322250366,0.9998679161071777,1.8815969228744507
2020-03-06,2.0,2.162882089614868,1.8902082443237305,2.9275283813476562
2020-03-07,3.0,2.974954605102539,2.9010162353515625,3.0553643703460693
2020-03-08,4.0,3.028895854949951,1.9521552324295044,4.0132036209106445
2020-03-09,1.0,1.888686180114746,0.9694653749465942,5.237823963165283
2020-03-10,6.0,5.332252502441406,3.155134916305542,6.004178047180176
2020-03-11,5.0,6.796849250793457,4.955012798309326,9.682037353515625
2020-03-12,10.0,8.278295516967773,4.3323822021484375,9.98840045928955
2020-03-13,9.0,11.077630043029785,8.622965812683105,19.55077362060547
2020-03-14,6.0,12.820185661315918,6.107482433319092,39.504974365234375
2020-03-15,12.0,21.157154083251953,11.899486541748047,40.95014190673828
2020-03-16,27.0,29.382884979248047,26.779430389404297,35.232810974121094
2020-03-17,34.0,34.25807571411133,33.88755798339844,34.68141555786133
2020-03-18,57.0,56.94966506958008,56.78080749511719,57.11438751220703
2020-03-19,77.0,83.32617950439453,76.9548568725586,94.74163055419922
2020-03-20,97.0,96.88705444335938,96.7979736328125,97.01197052001953
2020-03-21,94.0,94.082763671875,94.0259017944336,94.15306091308594
2020-03-22,145.0,142.20335388183594,93.68335723876953,182.90110778808594
2020-03-23,183.0,204.33839416503906,182.89593505859375,236.72865295410156
2020-03-24,237.0,266.5479736328125,236.52745056152344,311.7721252441406
2020-03-25,312.0,312.0853576660156,311.9165954589844,312.4857177734375
2020-03-26,413.0,473.78118896484375,412.4622802734375,580.5445556640625
2020-03-27,554.0,569.9666748046875,553.77392578125,633.5361938476562
2020-03-28,634.0,633.9356079101562,633.774169921875,634.063720703125
2020-03-29,627.0,674.1033935546875,626.9435424804688,862.3572998046875
2020-03-30,820.0,999.0086669921875,819.9429931640625,1312.39697265625
2020-03-31,1224.0,1176.2137451171875,985.177001953125,1224.1539306640625
2020-04-01,1241.0,1316.9482421875,1241.020751953125,1620.304931640625
2020-04-02,1586.0,1513.5238037109375,1224.7554931640625,1585.8818359375
2020-04-03,1315.0,1332.083251953125,1260.2869873046875,1454.3109130859375
2020-04-04,1284.0,1332.7388916015625,1283.9229736328125,1527.5469970703125
2020-04-05,1439.0,1387.888916015625,1184.171142578125,1438.9547119140625
2020-04-06,1668.0,1729.1256103515625,1668.0567626953125,1851.8607177734375
2020-04-07,2309.0,2308.5712890625,2308.400634765625,2308.775146484375
2020-04-08,2116.0,2116.139404296875,2115.93994140625,2116.54345703125
2020-04-09,2075.0,2083.758056640625,2075.177001953125,2116.956298828125
2020-04-10,2093.0,2092.96142578125,2092.91357421875,2092.994873046875
2020-04-11,2046.0,2109.154541015625,2042.1187744140625,2365.56982421875
2020-04-12,1771.0,1624.181396484375,1274.1466064453125,1770.9974365234375
2020-04-13,1828.0,1827.91015625,1827.614501953125,1828.1435546875
2020-04-14,2404.0,2433.262939453125,2403.73779296875,2549.86328125
2020-04-15,2549.0,2436.986572265625,2141.2578125,2549.0361328125
2020-04-16,2113.0,2382.61279296875,2113.5439453125,2608.0791015625
2020-04-17,2614.0,2508.959716796875,2092.463134765625,2613.40966796875
2020-04-18,2386.0,2068.308837890625,1702.966064453125,2385.994140625
2020-04-19,1229.0,1312.15625,1229.1566162109375,1643.976318359375
2020-04-20,1795.0,1795.211669921875,1794.898193359375,1795.6661376953125
2020-04-21,2457.0,2439.139892578125,2369.71923828125,2456.722412109375
2020-04-22,2389.0,2389.38427734375,2388.808837890625,2390.072265625
2020-04-23,2437.0,2254.44921875,2112.859130859375,2436.7021484375
2020-04-24,2118.0,2098.34814453125,2018.3460693359375,2119.050048828125
2020-04-25,1650.0,1814.833984375,1650.11328125,2347.95849609375
2020-04-26,1293.0,1292.6666259765625,1292.17138671875,1293.0556640625
2020-04-27,1425.0,1425.072021484375,1424.954833984375,1425.3812255859375
2020-04-28,2219.0,2219.08740234375,2218.699951171875,2219.46240234375
2020-04-29,2506.0,2417.170654296875,2276.433349609375,2505.533203125
2020-04-30,2296.0,2296.13720703125,2295.765869140625,2296.38427734375
2020-05-01,1869.0,1812.6669921875,1746.988525390625,1869.2213134765625
2020-05-02,1556.0,1555.9168701171875,1555.7069091796875,1556.15087890625
2020-05-03,1096.0,1190.7706298828125,1095.820556640625,1569.8824462890625
2020-05-04,1309.0,1421.845458984375,1308.8216552734375,1738.9888916015625
2020-05-05,2307.0,2307.59765625,2307.2783203125,2307.902587890625
2020-05-06,2458.0,2457.1640625,2456.791259765625,2457.517822265625
2020-05-07,1919.0,1919.620849609375,1919.187744140625,1920.49169921875
2020-05-08,1727.0,1668.5540771484375,1540.6783447265625,1727.5059814453125
2020-05-09,1479.0,1478.511474609375,1477.67626953125,1479.035400390625
2020-05-10,879.0,929.3079223632812,878.960693359375,1128.7908935546875
2020-05-11,1013.0,1012.908203125,1012.7017822265625,1012.9877319335938
2020-05-12,1615.0,1630.388427734375,1615.0845947265625,1691.395751953125
2020-05-13,1751.0,1756.303955078125,1750.9879150390625,1776.65283203125
2020-05-14,1774.0,1747.701171875,1645.53955078125,1773.6260986328125
2020-05-15,1661.0,1661.1156005859375,1660.4339599609375,1661.4554443359375
2020-05-16,1223.0,1232.501220703125,1222.5433349609375,1255.298583984375
2020-05-17,752.0,752.06201171875,751.8408203125,752.3903198242188
2020-05-18,770.0,883.5904541015625,768.3278198242188,1212.8563232421875
2020-05-19,1551.0,1452.5718994140625,1167.9151611328125,1550.962646484375
2020-05-20,1568.0,1515.043701171875,1305.0517578125,1568.020751953125
2020-05-21,1223.0,1223.3468017578125,1223.179931640625,1223.52197265625
2020-05-22,1269.0,1204.008544921875,1091.1243896484375,1269.857177734375
2020-05-23,1121.0,1063.542236328125,835.239501953125,1120.9246826171875
2020-05-24,608.0,583.4150390625,518.8609008789062,608.0988159179688
2020-05-25,513.0,512.88037109375,512.7660522460938,513.0049438476562
2020-05-26,685.0,685.4893798828125,685.1726684570312,685.8656616210938
2020-05-27,1509.0,1341.2685546875,1068.875732421875,1508.47802734375
2020-05-28,1182.0,1182.225830078125,1181.767822265625,1182.7261962890625
2020-05-29,1166.0,1155.5906982421875,1114.1834716796875,1166.193359375
2020-05-30,969.0,968.9304809570312,968.4134521484375,969.1849975585938
