,Virgin Islands,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,263.14418507157785,,
2020-01-25,0.0,263.25209776409446,,
2020-01-26,0.0,263.36620925992634,,
2020-01-27,0.0,263.50871231579015,,
2020-01-28,0.0,263.4157635467547,,
2020-01-29,0.0,263.5879526071578,,
2020-01-30,0.0,263.51713799048605,,
2020-01-31,0.0,263.4640795032201,,
2020-02-01,0.0,263.42308698397466,,
2020-02-02,0.0,263.39065993063423,,
2020-02-03,0.0,263.36452622558147,,
2020-02-04,0.0,263.34314645352583,,
2020-02-05,0.0,263.32544037050656,,
2020-02-06,0.0,263.31062744161187,,
2020-02-07,0.0,263.29812955587926,,
2020-02-08,0.0,263.28750935854686,,
2020-02-09,0.0,263.27842986082965,,
2020-02-10,0.0,263.2706272263049,,
2020-02-11,0.0,263.2638919757663,,
2020-02-12,0.0,263.2580557195575,,
2020-02-13,0.0,263.25298160785815,,
2020-02-14,0.0,263.2485573361012,,
2020-02-15,0.0,263.2446899405469,,
2020-02-16,0.0,263.24130187005795,,
2020-02-17,0.0,263.238327982148,,
2020-02-18,0.0,263.2357132181342,,
2020-02-19,0.0,263.23341078389524,,
2020-02-20,0.0,263.23138071167403,,
2020-02-21,0.0,263.2295887123107,,
2020-02-22,0.0,263.2280052511751,,
2020-02-23,0.0,263.2266047980972,,
2020-02-24,0.0,263.225365213886,,
2020-02-25,0.0,263.22426724499945,,
2020-02-26,0.0,263.22329410454756,,
2020-02-27,0.0,263.2224311227452,,
2020-02-28,0.0,263.2216654536376,,
2020-02-29,0.0,263.22098582773765,,
2020-03-01,0.0,263.22038234236487,,
2020-03-02,0.0,263.2198462831351,,
2020-03-03,0.0,263.2193699713382,,
2020-03-04,0.0,263.21894663294756,,
2020-03-05,0.0,263.21857028579905,,
2020-03-06,0.0,263.2182356421053,,
2020-03-07,0.0,263.2179380239708,,
2020-03-08,0.0,263.21767328997777,,
2020-03-09,0.0,263.2174377712344,,
2020-03-10,0.0,263.21722821554175,,
2020-03-11,0.0,263.21704173855005,,
2020-03-12,0.0,263.21687578095066,,
2020-03-13,0.0,263.216728070896,,
2020-03-14,0.0,263.2165965909587,,
2020-03-15,0.0,263.2164795490435,,
2020-03-16,1.0,263.2163753527468,,
2020-03-17,2.0,262.09836059592374,,
2020-03-18,2.0,262.4139980821926,,
2020-03-19,3.0,263.87543554289766,,
2020-03-20,3.0,262.65661217178376,,
2020-03-21,6.0,263.7547048071221,,
2020-03-22,6.0,260.7077408978419,,
2020-03-23,7.0,264.843601920717,,
2020-03-24,17.0,263.0834523168105,,
2020-03-25,17.0,253.44332226295583,,
2020-03-26,17.0,266.6703239840265,,
2020-03-27,19.0,268.28531034846606,,
2020-03-28,22.0,262.99621018531104,,
2020-03-29,23.0,260.94297391831645,,
