,Ohio,forecast,interval_low,interval_high
2020-01-23,0.0,0.09223277866840363,-0.4342969059944153,0.9884659051895142
2020-01-24,0.0,-0.08556852489709854,-0.14303022623062134,-0.002077043056488037
2020-01-25,0.0,0.05208617448806763,-0.02250075340270996,0.15097114443778992
2020-01-26,0.0,-0.1985107660293579,-0.8497107028961182,0.04837596416473389
2020-01-27,0.0,-0.02839132584631443,-0.0900874137878418,-0.005950272083282471
2020-01-28,0.0,-0.03499700874090195,-0.23469221591949463,0.07704934477806091
2020-01-29,0.0,0.19997550547122955,-0.03201717138290405,1.073238492012024
2020-01-30,0.0,1.9007047414779663,-0.03342926502227783,9.236669540405273
2020-01-31,0.0,0.07844768464565277,-0.02086162567138672,0.31678783893585205
2020-02-01,0.0,0.004594624042510986,-0.030855655670166016,0.07078585028648376
2020-02-02,0.0,0.22804197669029236,-0.037996113300323486,1.238103985786438
2020-02-03,0.0,0.4772270619869232,0.008919954299926758,2.1764421463012695
2020-02-04,0.0,-0.7881268262863159,-2.795872926712036,0.03658738732337952
2020-02-05,0.0,-0.03933368995785713,-0.16000652313232422,0.06705185770988464
2020-02-06,0.0,0.0683894157409668,-0.20078682899475098,0.24791046977043152
2020-02-07,0.0,-0.06889493763446808,-0.14396530389785767,0.025820761919021606
2020-02-08,0.0,0.9022824168205261,-0.024246156215667725,3.7785379886627197
2020-02-09,0.0,-0.07800011336803436,-0.16590934991836548,0.007593870162963867
2020-02-10,0.0,0.10305645316839218,0.00863000750541687,0.1741141378879547
2020-02-11,0.0,-0.45462337136268616,-1.2833526134490967,-0.024827241897583008
2020-02-12,0.0,-0.015504634007811546,-0.0875241756439209,0.1405380368232727
2020-02-13,0.0,-0.04681964963674545,-0.5040931701660156,0.2940581142902374
2020-02-14,0.0,-0.10198567807674408,-0.4032561182975769,0.05543580651283264
2020-02-15,0.0,-0.007726794574409723,-0.0592767596244812,0.07105362415313721
2020-02-16,0.0,-0.33021172881126404,-2.001204490661621,0.1540360450744629
2020-02-17,0.0,0.14222727715969086,-0.13513952493667603,0.824257493019104
2020-02-18,0.0,-0.3095235228538513,-0.9823099374771118,0.016210049390792847
2020-02-19,0.0,0.059597231447696686,0.02606666088104248,0.1250593066215515
2020-02-20,0.0,0.14718452095985413,-0.02142387628555298,0.6004478335380554
2020-02-21,0.0,0.16389308869838715,0.0030500292778015137,0.5723779797554016
2020-02-22,0.0,0.03048153594136238,-0.04576343297958374,0.11966371536254883
2020-02-23,0.0,-0.04882423207163811,-0.17052370309829712,0.07236221432685852
2020-02-24,0.0,-0.7322467565536499,-2.24163556098938,-0.010336756706237793
2020-02-25,0.0,0.07979877293109894,-0.0019199252128601074,0.20383602380752563
2020-02-26,0.0,-0.08939037472009659,-0.25752103328704834,-0.0007790327072143555
2020-02-27,0.0,-1.0254188776016235,-5.2643866539001465,0.15590986609458923
2020-02-28,0.0,-2.6013283729553223,-13.59207820892334,0.6226037740707397
2020-02-29,0.0,-0.003948015160858631,-0.04909873008728027,0.06801363825798035
2020-03-01,0.0,-0.1395990401506424,-0.6112456321716309,0.04620712995529175
2020-03-02,0.0,0.026169175282120705,0.000674515962600708,0.1070806086063385
2020-03-03,0.0,-0.031998515129089355,-0.27176785469055176,0.12366041541099548
2020-03-04,0.0,0.23053541779518127,0.046146273612976074,0.6093653440475464
2020-03-05,0.0,-0.18293072283267975,-0.3731902241706848,-0.006863713264465332
2020-03-06,0.0,0.14263927936553955,0.03181108832359314,0.25993436574935913
2020-03-07,0.0,-0.9288109540939331,-4.447956562042236,0.45063939690589905
2020-03-08,0.0,0.08467299491167068,-0.027697741985321045,0.2597362995147705
2020-03-09,0.0,1.1506587266921997,-0.03543955087661743,5.645700931549072
2020-03-10,3.0,2.8496742248535156,2.725963592529297,2.984607696533203
2020-03-11,1.0,1.0337988138198853,0.8053770065307617,1.1491363048553467
2020-03-12,1.0,2.5137908458709717,-0.20996016263961792,9.999753952026367
2020-03-13,7.0,8.305440902709961,6.857954025268555,13.533426284790039
2020-03-14,14.0,10.614850997924805,3.737133741378784,14.271026611328125
2020-03-15,4.0,8.281206130981445,3.938610553741455,17.058895111083984
2020-03-16,20.0,19.027681350708008,16.47541046142578,20.065820693969727
2020-03-17,17.0,16.809284210205078,16.54338836669922,17.071182250976562
2020-03-18,22.0,22.087865829467773,21.945890426635742,22.23650360107422
2020-03-19,30.0,30.117816925048828,29.892454147338867,30.388790130615234
2020-03-20,54.0,62.16032791137695,53.85784912109375,74.64336395263672
2020-03-21,74.0,80.66291809082031,73.99373626708984,106.73029327392578
2020-03-22,109.0,108.78547668457031,108.29679107666016,109.08796691894531
2020-03-23,87.0,87.17601013183594,87.0427474975586,87.52165222167969
2020-03-24,124.0,118.35313415527344,96.11568450927734,124.04767608642578
2020-03-25,137.0,147.8873748779297,136.5761260986328,167.4210205078125
2020-03-26,164.0,184.9210968017578,163.89364624023438,268.16558837890625
2020-03-27,269.0,244.07894897460938,161.5562286376953,268.9476318359375
2020-03-28,269.0,257.52740478515625,241.48831176757812,268.98455810546875
2020-03-29,247.0,247.0851287841797,247.0341339111328,247.15464782714844
2020-03-30,280.0,268.96722412109375,225.02117919921875,279.9876708984375
2020-03-31,266.0,269.0955505371094,254.1815948486328,283.9655456542969
2020-04-01,348.0,347.9834899902344,347.87933349609375,348.1179504394531
2020-04-02,354.0,359.95977783203125,338.3579406738281,398.8968811035156
2020-04-03,411.0,390.9307556152344,311.0731506347656,411.0440979003906
2020-04-04,427.0,385.9581604003906,313.73712158203125,426.9970703125
2020-04-05,304.0,327.04473876953125,304.00164794921875,418.41741943359375
2020-04-06,410.0,398.69732666015625,354.046630859375,409.9906005859375
2020-04-07,329.0,329.0209655761719,328.8323669433594,329.1787414550781
2020-04-08,366.0,362.2323913574219,346.72998046875,366.3562316894531
2020-04-09,364.0,364.39337158203125,363.7663879394531,366.5062561035156
2020-04-10,366.0,366.22515869140625,365.98919677734375,366.8074951171875
2020-04-11,372.0,371.91070556640625,371.4701843261719,372.04486083984375
2020-04-12,354.0,354.0831604003906,353.8171081542969,354.4674072265625
2020-04-13,371.0,361.7774353027344,325.1551818847656,371.1230163574219
2020-04-14,310.0,349.7386169433594,309.9582214355469,507.6578369140625
2020-04-15,509.0,552.0655517578125,508.07781982421875,623.7138061523438
2020-04-16,620.0,619.8890380859375,619.6302490234375,620.094970703125
2020-04-17,693.0,769.9083862304688,693.0079956054688,1076.7061767578125
2020-04-18,1115.0,1160.4361572265625,1115.043212890625,1341.75244140625
2020-04-19,1380.0,1379.6031494140625,1379.2413330078125,1379.948974609375
2020-04-20,1317.0,1113.73583984375,800.3442993164062,1317.028564453125
2020-04-21,806.0,904.51220703125,805.8972778320312,1298.7708740234375
2020-04-22,392.0,421.7906799316406,392.1497497558594,539.160400390625
2020-04-23,577.0,549.1294555664062,439.0439453125,577.3223876953125
2020-04-24,475.0,475.18408203125,474.9809875488281,475.50958251953125
2020-04-25,418.0,416.7041015625,377.1793518066406,476.7895202636719
2020-04-26,385.0,385.1434020996094,384.82611083984375,385.6015625
2020-04-27,353.0,391.98309326171875,353.036376953125,479.9685363769531
2020-04-28,444.0,471.9466857910156,443.62420654296875,517.172607421875
2020-04-29,534.0,522.4606323242188,475.9234313964844,534.3458862304688
2020-04-30,724.0,655.296875,549.8232421875,723.9196166992188
2020-05-01,716.0,668.2667236328125,618.4279174804688,715.9765625
2020-05-02,592.0,589.3053588867188,578.271728515625,592.1844482421875
2020-05-03,579.0,581.8989868164062,578.9469604492188,593.3186645507812
2020-05-04,560.0,559.885009765625,559.7625122070312,559.9861450195312
2020-05-05,495.0,495.27655029296875,495.0148620605469,495.4399108886719
2020-05-06,607.0,578.036865234375,463.5438537597656,606.86181640625
2020-05-07,555.0,583.7073364257812,555.1778564453125,697.099365234375
2020-05-08,885.0,848.2801513671875,702.975830078125,884.9061279296875
2020-05-09,681.0,695.9574584960938,680.7525634765625,752.4674682617188
2020-05-10,384.0,566.4686279296875,384.3922119140625,696.5842895507812
2020-05-11,696.0,580.214111328125,495.7845458984375,696.0997314453125
2020-05-12,473.0,472.959228515625,472.8548583984375,473.12310791015625
2020-05-13,471.0,479.54815673828125,470.84161376953125,512.5162963867188
2020-05-14,636.0,603.9329833984375,522.98046875,635.93896484375
2020-05-15,597.0,599.2474365234375,596.5960693359375,608.1027221679688
2020-05-16,520.0,513.3982543945312,455.61322021484375,551.3251953125
2020-05-17,449.0,460.42828369140625,439.4144287109375,514.993896484375
2020-05-18,531.0,531.1240844726562,531.0364379882812,531.283447265625
2020-05-19,498.0,513.4351806640625,497.58197021484375,575.9618530273438
2020-05-20,484.0,515.7371215820312,484.1446838378906,597.7572021484375
2020-05-21,731.0,669.1077880859375,544.1097412109375,730.5386352539062
2020-05-22,627.0,654.2132568359375,626.8723754882812,705.6392211914062
2020-05-23,614.0,565.5638427734375,503.1614990234375,613.917724609375
2020-05-24,503.0,501.8451232910156,496.8802185058594,503.30706787109375
2020-05-25,566.0,566.0315551757812,565.6925048828125,566.4337768554688
2020-05-26,529.0,528.8538208007812,528.5262451171875,529.043701171875
2020-05-27,433.0,433.0421447753906,432.98687744140625,433.0992431640625
2020-05-28,476.0,476.3402404785156,476.0893249511719,476.6496887207031
2020-05-29,651.0,619.4090576171875,494.0906677246094,650.9907836914062
2020-05-30,467.0,480.6255798339844,467.0279541015625,534.578857421875
2020-05-31,480.0,465.777099609375,409.1821594238281,479.99786376953125
2020-06-01,471.0,452.21795654296875,377.3281555175781,471.0042419433594
2020-06-02,366.0,379.66497802734375,365.7928771972656,433.8532409667969
2020-06-03,442.0,441.86773681640625,441.50311279296875,442.3282775878906
2020-06-04,490.0,490.0951232910156,489.8272399902344,490.61865234375
2020-06-05,476.0,472.7838439941406,443.7779846191406,492.7862243652344
2020-06-06,353.0,375.0943603515625,353.0293273925781,430.9439697265625
2020-06-07,365.0,364.8461608886719,364.7486877441406,364.9153137207031
2020-06-08,361.0,394.98583984375,360.8771667480469,455.464111328125
2020-06-09,325.0,325.2616271972656,325.1745300292969,325.4343566894531
2020-06-10,413.0,412.68768310546875,412.53509521484375,412.97161865234375
2020-06-11,429.0,429.44964599609375,428.8443298339844,430.7449645996094
2020-06-12,420.0,431.60369873046875,420.1149597167969,477.04278564453125
2020-06-13,427.0,412.65496826171875,356.6185607910156,426.9191589355469
2020-06-14,297.0,344.3362731933594,297.02081298828125,427.90008544921875
2020-06-15,428.0,428.0558166503906,428.0247497558594,428.1192321777344
2020-06-16,434.0,417.8538513183594,365.10107421875,433.9444274902344
2020-06-17,412.0,485.51275634765625,411.9197998046875,598.057373046875
2020-06-18,700.0,636.5770263671875,530.25830078125,699.829345703125
2020-06-19,609.0,609.2639770507812,609.0304565429688,609.5574340820312
2020-06-20,530.0,529.921875,529.830078125,530.0245361328125
2020-06-21,547.0,579.1468505859375,546.963134765625,707.32666015625
2020-06-22,729.0,728.7869262695312,728.56787109375,728.9664916992188
2020-06-23,590.0,620.5614624023438,590.3815307617188,703.1220703125
2020-06-24,632.0,684.5733642578125,631.5874633789062,895.5761108398438
2020-06-25,892.0,884.8292236328125,855.45703125,892.3182983398438
2020-06-26,987.0,986.8225708007812,986.5985717773438,986.9381103515625
2020-06-27,817.0,831.0,817.0440063476562,886.4127197265625
2020-06-28,854.0,836.9226684570312,766.7681274414062,856.337158203125
