,Florida,forecast,interval_low,interval_high
2020-01-22,0.0,25.741958618164062,-13.168781280517578,143.883544921875
2020-01-23,0.0,-21.123641967773438,-101.14093780517578,0.13867169618606567
2020-01-24,0.0,1.8729556798934937,-8.335079193115234,14.689417839050293
2020-01-25,0.0,0.15064382553100586,-2.751556873321533,4.211061477661133
2020-01-26,0.0,1.4603551626205444,-0.2552182674407959,3.9698095321655273
2020-01-27,0.0,1.874773621559143,-1.5199315547943115,6.33298397064209
2020-01-28,0.0,-0.670080840587616,-5.107893943786621,2.84298038482666
2020-01-29,0.0,3.2451043128967285,-1.403383493423462,17.573654174804688
2020-01-30,0.0,-1.1783478260040283,-3.184483528137207,0.22010156512260437
2020-01-31,0.0,1.2725293636322021,0.005728006362915039,2.759551763534546
2020-02-01,0.0,0.2091134786605835,-4.1514506340026855,4.073007583618164
2020-02-02,0.0,-14.531805038452148,-71.28726196289062,0.024064689874649048
2020-02-03,0.0,32.720909118652344,-3.9326558113098145,160.9505615234375
2020-02-04,0.0,-1.3626625537872314,-12.36877727508545,3.097127676010132
2020-02-05,0.0,0.003029382321983576,-1.1791599988937378,2.5248138904571533
2020-02-06,0.0,0.144435316324234,-1.2583409547805786,2.9604361057281494
2020-02-07,0.0,-2.8742918968200684,-9.274663925170898,-0.09094512462615967
2020-02-08,0.0,-0.24626675248146057,-5.2954630851745605,2.6031363010406494
2020-02-09,0.0,-0.021095704287290573,-3.6346397399902344,4.125041961669922
2020-02-10,0.0,-1.2752643823623657,-2.7005960941314697,2.3422508239746094
2020-02-11,0.0,-37.729488372802734,-171.3482208251953,34.99654006958008
2020-02-12,0.0,-0.20745344460010529,-3.114928960800171,1.2298529148101807
2020-02-13,0.0,-9.892488479614258,-47.80703353881836,5.138784408569336
2020-02-14,0.0,0.6301671862602234,-9.14453125,5.652951240539551
2020-02-15,0.0,-4.983384132385254,-18.653369903564453,0.7237847447395325
2020-02-16,0.0,-5.662137508392334,-33.42361831665039,5.792018890380859
2020-02-17,0.0,36.18081283569336,-3.091148853302002,180.81927490234375
2020-02-18,0.0,32.471439361572266,-7.376636505126953,170.6761932373047
2020-02-19,0.0,2.0653293132781982,-1.1108248233795166,5.891730785369873
2020-02-20,0.0,-12.517305374145508,-54.66636276245117,0.04465535283088684
2020-02-21,0.0,5.2886199951171875,-2.3632397651672363,13.76318645477295
2020-02-22,0.0,-5.169164180755615,-10.612210273742676,1.9548556804656982
2020-02-23,0.0,0.5411016941070557,-1.6371235847473145,4.8947272300720215
2020-02-24,0.0,-0.2393423616886139,-2.607102632522583,1.1566095352172852
2020-02-25,0.0,2.2301697731018066,-1.0356457233428955,6.240612030029297
2020-02-26,0.0,3.2469468116760254,-3.2103612422943115,18.260080337524414
2020-02-27,0.0,15.179347038269043,-2.792055368423462,80.15586853027344
2020-02-28,0.0,1.2936317920684814,-1.2266432046890259,4.044333457946777
2020-02-29,0.0,-9.030728340148926,-28.733379364013672,-0.5634315013885498
2020-03-01,0.0,2.357165813446045,-1.1196805238723755,13.976242065429688
2020-03-02,1.0,34.131919860839844,0.715990424156189,164.4165496826172
2020-03-03,2.0,-0.0809224396944046,-2.377586603164673,2.4342050552368164
2020-03-04,2.0,3.4187629222869873,1.0201505422592163,6.631013870239258
2020-03-05,3.0,0.31568557024002075,-18.17732810974121,8.628286361694336
2020-03-06,3.0,-2.2767233848571777,-26.383203506469727,5.452548503875732
2020-03-07,7.0,7.260986328125,4.892864227294922,11.0740966796875
2020-03-08,10.0,9.808225631713867,7.320138931274414,11.128714561462402
2020-03-09,13.0,12.560711860656738,4.960171222686768,20.737947463989258
2020-03-10,15.0,14.526283264160156,11.868395805358887,17.555240631103516
2020-03-11,24.0,-17.687734603881836,-172.04469299316406,27.33893585205078
2020-03-12,30.0,48.82025909423828,27.47976303100586,111.86640167236328
2020-03-13,50.0,52.70133590698242,45.62947082519531,62.641807556152344
2020-03-14,76.0,74.16799926757812,69.22896575927734,77.230712890625
2020-03-15,100.0,91.38435363769531,55.475975036621094,101.75923156738281
2020-03-16,101.0,118.88276672363281,88.19071960449219,204.46693420410156
2020-03-17,190.0,276.7763977050781,186.3600311279297,529.230712890625
2020-03-18,306.0,377.93341064453125,300.62725830078125,671.5394897460938
2020-03-19,432.0,430.9833984375,429.4293212890625,433.2329406738281
2020-03-20,564.0,617.9140625,552.9381713867188,827.9879150390625
2020-03-21,763.0,855.8494262695312,759.1223754882812,1213.5740966796875
2020-03-22,1004.0,1002.5565185546875,999.5081787109375,1007.8225708007812
2020-03-23,1227.0,1224.433837890625,1218.5252685546875,1227.6025390625
2020-03-24,1412.0,1466.568603515625,1406.9581298828125,1680.253662109375
2020-03-25,1682.0,1959.7005615234375,1677.6099853515625,2402.394775390625
2020-03-26,2357.0,2617.56005859375,2355.1220703125,3634.63671875
2020-03-27,2900.0,2894.28076171875,2891.326171875,2896.932373046875
2020-03-28,3763.0,3767.260986328125,3763.822998046875,3769.401123046875
2020-03-29,4246.0,4456.22900390625,4241.73828125,5309.21630859375
2020-03-30,5473.0,5720.2021484375,5473.23291015625,6702.3017578125
2020-03-31,6741.0,6491.25244140625,5493.63671875,6742.0732421875
2020-04-01,6956.0,6955.66552734375,6950.75830078125,6959.1728515625
2020-04-02,9008.0,9238.248046875,8994.435546875,10173.4892578125
2020-04-03,10268.0,9609.9375,8089.73828125,10281.337890625
2020-04-04,11537.0,11824.96484375,11529.03515625,12310.0595703125
2020-04-05,12350.0,12503.5380859375,12345.8955078125,13116.7890625
