,Michigan,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,4.1105198457536645,4.1105198457536645,4.1105198457536645
2020-01-25,0.0,5.441091345925021,5.441091345925021,5.441091345925021
2020-01-26,0.0,5.6645829799011445,5.6645829799011445,5.6645829799011445
2020-01-27,0.0,6.999453361127521,6.999453361127521,6.999453361127521
2020-01-28,0.0,7.898824081033897,7.898824081033897,7.898824081033897
2020-01-29,0.0,9.702328184546726,9.702328184546726,9.702328184546726
2020-01-30,0.0,9.607114928338163,9.607114928338163,9.607114928338163
2020-01-31,0.0,8.220008286643438,8.220008286643438,8.220008286643438
2020-02-01,0.0,6.803859211482673,6.803859211482673,6.803859211482673
2020-02-02,0.0,5.914973080495182,5.914973080495182,5.914973080495182
2020-02-03,0.0,5.561616620919883,5.561616620919883,5.561616620919883
2020-02-04,0.0,5.593762210163215,5.593762210163215,5.593762210163215
2020-02-05,0.0,5.843057558370503,5.843057558370503,5.843057558370503
2020-02-06,0.0,6.151466963915052,6.151466963915052,6.151466963915052
2020-02-07,0.0,6.391577827619034,6.391577827619034,6.391577827619034
2020-02-08,0.0,6.4964386060826635,6.4964386060826635,6.4964386060826635
2020-02-09,0.0,6.4723775976443445,6.4723775976443445,6.4723775976443445
2020-02-10,0.0,6.375301163310716,6.375301163310716,6.375301163310716
2020-02-11,0.0,6.268863636534879,6.268863636534879,6.268863636534879
2020-02-12,0.0,6.195170933760624,6.195170933760624,6.195170933760624
2020-02-13,0.0,6.1677788638677375,6.1677788638677375,6.1677788638677375
2020-02-14,0.0,6.17874750867337,6.17874750867337,6.17874750867337
2020-02-15,0.0,6.209852638568379,6.209852638568379,6.209852638568379
2020-02-16,0.0,6.242567636804407,6.242567636804407,6.242567636804407
2020-02-17,0.0,6.264536339242056,6.264536339242056,6.264536339242056
2020-02-18,0.0,6.271761632224005,6.271761632224005,6.271761632224005
2020-02-19,0.0,6.267067028440384,6.267067028440384,6.267067028440384
2020-02-20,0.0,6.256573953785819,6.256573953785819,6.256573953785819
2020-02-21,0.0,6.246228900470289,6.246228900470289,6.246228900470289
2020-02-22,0.0,6.239700198239252,6.239700198239252,6.239700198239252
2020-02-23,0.0,6.237910880328485,6.237910880328485,6.237910880328485
2020-02-24,0.0,6.23973920261917,6.23973920261917,6.23973920261917
2020-02-25,0.0,6.24318359165373,6.24318359165373,6.24318359165373
2020-02-26,0.0,6.2464052532630765,6.2464052532630765,6.2464052532630765
2020-02-27,0.0,6.248327142730658,6.248327142730658,6.248327142730658
2020-02-28,0.0,6.248739526354617,6.248739526354617,6.248739526354617
2020-02-29,0.0,6.24805442894643,6.24805442894643,6.24805442894643
2020-03-01,0.0,6.246926331409421,6.246926331409421,6.246926331409421
2020-03-02,0.0,6.245926014196527,6.245926014196527,6.245926014196527
2020-03-03,0.0,6.245366012996458,6.245366012996458,6.245366012996458
2020-03-04,0.0,6.245284195794218,6.245284195794218,6.245284195794218
2020-03-05,0.0,6.2455323021880815,6.2455323021880815,6.2455323021880815
2020-03-06,0.0,6.245898456229947,6.245898456229947,6.245898456229947
2020-03-07,0.0,6.2462070150788,6.2462070150788,6.2462070150788
2020-03-08,0.0,6.246368311283044,6.246368311283044,6.246368311283044
2020-03-09,0.0,6.246378996008836,6.246378996008836,6.246378996008836
2020-03-10,0.0,6.2462911820627305,6.2462911820627305,6.2462911820627305
2020-03-11,2.0,8.24617307698318,8.24617307698318,8.24617307698318
2020-03-12,1.0,6.3137403918677215,6.3137403918677215,6.3137403918677215
2020-03-13,21.0,27.27064143581586,27.27064143581586,27.27064143581586
2020-03-14,12.0,8.620490011684911,8.620490011684911,8.620490011684911
2020-03-15,9.0,15.077736154508493,15.077736154508493,15.077736154508493
2020-03-16,31.0,35.33034863971325,35.33034863971325,35.33034863971325
2020-03-17,14.0,11.333939007930255,11.333939007930255,11.333939007930255
2020-03-18,69.0,78.64480851369146,78.64480851369146,78.64480851369146
2020-03-19,155.0,138.28727135256213,138.28727135256213,138.28727135256213
2020-03-20,157.0,117.30668423131644,117.30668423131644,117.30668423131644
2020-03-21,154.0,127.47182611953758,127.47182611953758,127.47182611953758
2020-03-22,506.0,489.6843151575199,489.6843151575199,489.6843151575199
2020-03-23,323.0,152.81645687680702,152.81645687680702,152.81645687680702
2020-03-24,488.0,502.878092641687,502.878092641687,502.878092641687
2020-03-25,526.0,430.7122143416078,430.7122143416078,430.7122143416078
2020-03-26,564.0,561.4517343934817,561.4517343934817,561.4517343934817
2020-03-27,816.0,767.1136597555344,767.1136597555344,767.1136597555344
2020-03-28,1042.0,981.9744265020521,981.9744265020521,981.9744265020521
2020-03-29,863.0,741.7648879283172,741.7648879283172,741.7648879283172
2020-03-30,1050.0,1068.4354982466214,1068.4354982466214,1068.4354982466214
2020-03-31,1148.0,1060.1120529374843,1060.1120529374843,1060.1120529374843
2020-04-01,1766.0,1715.802239326533,1715.802239326533,1715.802239326533
2020-04-02,1513.0,1214.9828464683796,1214.9828464683796,1214.9828464683796
2020-04-03,1991.0,2053.195422263738,2053.195422263738,2053.195422263738
2020-04-04,1514.0,1244.13560936192,1244.13560936192,1244.13560936192
2020-04-05,1533.0,1705.568420745227,1705.568420745227,1705.568420745227
2020-04-06,1552.0,1550.78044850306,1550.78044850306,1550.78044850306
2020-04-07,1824.0,2050.2844983056852,2050.2844983056852,2050.2844983056852
2020-04-08,1432.0,1443.5945567946226,1443.5945567946226,1443.5945567946226
2020-04-09,1221.0,1535.3795081894232,1535.3795081894232,1535.3795081894232
2020-04-10,982.0,1151.2786352770472,1151.2786352770472,1151.2786352770472
2020-04-11,1221.0,1406.949054690162,1406.949054690162,1406.949054690162
2020-04-12,683.0,609.6646762305886,609.6646762305886,609.6646762305886
2020-04-13,1439.0,1722.9862115214705,1722.9862115214705,1722.9862115214705
2020-04-14,1420.0,1131.3028219929374,1131.3028219929374,1131.3028219929374
2020-04-15,1102.0,1000.549810158077,1000.549810158077,1000.549810158077
2020-04-16,822.0,683.5021867613762,683.5021867613762,683.5021867613762
2020-04-17,1259.0,1349.4614581748347,1349.4614581748347,1349.4614581748347
2020-04-18,806.0,582.2427656673453,582.2427656673453,582.2427656673453
