,District of Columbia,forecast,interval_low,interval_high
2020-01-22,0.0,-0.4351205825805664,-2.3858389854431152,0.17620950937271118
2020-01-23,0.0,-0.11419107019901276,-0.24000084400177002,-0.014858424663543701
2020-01-24,0.0,0.12715384364128113,-0.12924569845199585,0.8917902708053589
2020-01-25,0.0,0.12311196327209473,0.01932045817375183,0.2443198561668396
2020-01-26,0.0,0.08568315207958221,-0.06239426136016846,0.2621425986289978
2020-01-27,0.0,0.8853377103805542,-0.11655884981155396,4.515799045562744
2020-01-28,0.0,0.320649653673172,-0.06981086730957031,1.6581820249557495
2020-01-29,0.0,0.6463676691055298,-0.019124150276184082,3.162400960922241
2020-01-30,0.0,-0.16710439324378967,-1.7534904479980469,0.9536958932876587
2020-01-31,0.0,1.6946356296539307,-7.443139553070068,14.237466812133789
2020-02-01,0.0,-0.01788952387869358,-0.04524672031402588,0.018062055110931396
2020-02-02,0.0,-0.01184873003512621,-0.13688445091247559,0.044307172298431396
2020-02-03,0.0,0.0768233984708786,-0.13078796863555908,0.5042721033096313
2020-02-04,0.0,0.7363061904907227,-0.06446188688278198,3.506932258605957
2020-02-05,0.0,0.03355494886636734,-0.1444982886314392,0.28922224044799805
2020-02-06,0.0,-0.20066019892692566,-0.7399097681045532,0.0006782114505767822
2020-02-07,0.0,0.010929817333817482,-0.05154377222061157,0.05649399757385254
2020-02-08,0.0,-0.9502569437026978,-4.323475360870361,0.01099279522895813
2020-02-09,0.0,-0.3681018054485321,-2.187664747238159,0.18360871076583862
2020-02-10,0.0,0.018914032727479935,-0.04380393028259277,0.09331971406936646
2020-02-11,0.0,-0.1949472725391388,-0.689827561378479,0.13793215155601501
2020-02-12,0.0,-0.008712714537978172,-0.22537100315093994,0.3408817648887634
2020-02-13,0.0,0.2808381915092468,-1.9139809608459473,3.633523464202881
2020-02-14,0.0,0.22029919922351837,-0.19876068830490112,0.866070032119751
2020-02-15,0.0,-0.39641037583351135,-1.180368423461914,0.13506442308425903
2020-02-16,0.0,0.0038967609871178865,-0.34439027309417725,0.33494114875793457
2020-02-17,0.0,5.833170413970947,0.014366507530212402,17.64955711364746
2020-02-18,0.0,-0.15485689043998718,-0.6389557123184204,0.008298128843307495
2020-02-19,0.0,0.09751107543706894,-0.13069742918014526,0.6345294713973999
2020-02-20,0.0,0.3009403944015503,-0.0808749794960022,1.1366207599639893
2020-02-21,0.0,1.4388840198516846,-0.7137998342514038,8.067425727844238
2020-02-22,0.0,-0.1856308877468109,-0.43345504999160767,-0.07039451599121094
2020-02-23,0.0,-0.41969433426856995,-2.412045955657959,0.18799543380737305
2020-02-24,0.0,0.8368343114852905,-0.16092926263809204,4.213961601257324
2020-02-25,0.0,0.05077408626675606,-0.06964772939682007,0.2708613872528076
2020-02-26,0.0,0.8045254945755005,-0.08610588312149048,3.764315366744995
2020-02-27,0.0,0.05149374157190323,-0.06347846984863281,0.1692010760307312
2020-02-28,0.0,0.7047773599624634,-0.0391995906829834,3.4875855445861816
2020-02-29,0.0,0.06510299444198608,-0.12916815280914307,0.42721694707870483
2020-03-01,0.0,-0.1098385825753212,-0.5785599946975708,0.02274423837661743
2020-03-02,0.0,0.05907857418060303,-0.0024472475051879883,0.2582298517227173
2020-03-03,0.0,-0.05992479249835014,-0.12156999111175537,0.04694408178329468
2020-03-04,0.0,0.05533531308174133,-0.0013522505760192871,0.2071138620376587
2020-03-05,0.0,-0.14291831851005554,-0.4122333526611328,0.24824455380439758
2020-03-06,0.0,2.805572032928467,-0.22039330005645752,14.194220542907715
2020-03-07,0.0,0.19023816287517548,-0.045784711837768555,0.6889046430587769
2020-03-08,0.0,-0.05810701102018356,-0.3681355118751526,0.3851006329059601
2020-03-09,0.0,-0.7959492802619934,-3.984262466430664,0.5824406743049622
2020-03-10,0.0,-0.16046707332134247,-0.6534010171890259,0.12344488501548767
2020-03-11,0.0,0.18558359146118164,0.05610164999961853,0.39534419775009155
