,Virginia,forecast,interval_low,interval_high
2020-01-23,0.0,0.17157505452632904,-0.050486981868743896,0.4173000752925873
2020-01-24,0.0,-0.2240096628665924,-0.6048508882522583,0.1285681128501892
2020-01-25,0.0,0.07367321103811264,-0.2744216322898865,0.34481891989707947
2020-01-26,0.0,0.17239853739738464,-0.30673766136169434,1.1940693855285645
2020-01-27,0.0,-0.1372034102678299,-0.45164161920547485,-0.0305708646774292
2020-01-28,0.0,0.06687046587467194,-0.09908092021942139,0.22389882802963257
2020-01-29,0.0,-3.1177070140838623,-15.492032051086426,-0.004031181335449219
2020-01-30,0.0,-0.1126079112291336,-0.5710924863815308,0.13707545399665833
2020-01-31,0.0,-0.031792886555194855,-0.08014261722564697,0.010671496391296387
2020-02-01,0.0,36.503238677978516,0.07059940695762634,138.13427734375
2020-02-02,0.0,-1.4234004020690918,-7.314041614532471,0.1668449342250824
2020-02-03,0.0,0.02156132459640503,-0.10828512907028198,0.29476964473724365
2020-02-04,0.0,0.49113625288009644,-0.06803315877914429,2.404144287109375
2020-02-05,0.0,0.018850278109312057,-0.1963188648223877,0.15214940905570984
2020-02-06,0.0,0.40590018033981323,-0.2153298258781433,1.4885238409042358
2020-02-07,0.0,-0.07179686427116394,-2.3319387435913086,1.4809774160385132
2020-02-08,0.0,-0.09783382713794708,-0.3527182340621948,0.13921213150024414
2020-02-09,0.0,0.2030702531337738,-0.04861360788345337,0.9082781076431274
2020-02-10,0.0,5.48714542388916,-1.295939326286316,28.539588928222656
2020-02-11,0.0,0.8867214918136597,-0.009024620056152344,3.6938648223876953
2020-02-12,0.0,-1.9752137660980225,-9.0415678024292,-0.15487390756607056
2020-02-13,0.0,0.23857828974723816,0.14754492044448853,0.35536736249923706
2020-02-14,0.0,0.06354840099811554,-0.16234838962554932,0.28709709644317627
2020-02-15,0.0,-0.26545587182044983,-0.5594764947891235,0.1559789776802063
2020-02-16,0.0,0.05340125411748886,-0.1330808401107788,0.3475193381309509
2020-02-17,0.0,0.22977805137634277,-0.15241509675979614,1.2606033086776733
2020-02-18,0.0,-0.11278913170099258,-0.3078274130821228,0.07473888993263245
2020-02-19,0.0,-0.22529497742652893,-0.5760842561721802,0.048358380794525146
2020-02-20,0.0,-0.4480258524417877,-2.6459641456604004,1.0498602390289307
2020-02-21,0.0,0.27129650115966797,-0.023521065711975098,0.6658986806869507
2020-02-22,0.0,0.08241861313581467,-0.23348510265350342,0.3233319818973541
2020-02-23,0.0,0.004774057772010565,-0.22254562377929688,0.3220452666282654
2020-02-24,0.0,-0.6689123511314392,-2.1102118492126465,-0.23306941986083984
2020-02-25,0.0,0.737768292427063,0.09396225214004517,2.3737714290618896
2020-02-26,0.0,-1.086084008216858,-5.1222944259643555,0.1474633812904358
2020-02-27,0.0,-0.010526096448302269,-0.13675904273986816,0.06518933176994324
2020-02-28,0.0,0.20534810423851013,-0.05804234743118286,0.9932584762573242
2020-02-29,0.0,-0.012789380736649036,-0.16700100898742676,0.13385692238807678
