,South Dakota,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,,,
2020-01-25,0.0,,,
2020-01-26,0.0,,,
2020-01-27,0.0,,,
2020-01-28,0.0,,,
2020-01-29,0.0,,,
2020-01-30,0.0,0.16343903541564941,0.16343903541564941,0.16343903541564941
2020-01-31,0.0,0.16088934242725372,0.15833964943885803,0.16343903541564941
2020-02-01,0.0,0.15683656930923462,0.1487310230731964,0.16343903541564941
2020-02-02,0.0,0.14172805473208427,0.09640251100063324,0.16343903541564941
2020-02-03,0.0,0.13176675736904145,0.09192156791687012,0.16343903541564941
2020-02-04,0.0,0.13569837311903635,0.09192156791687012,0.16343903541564941
2020-02-05,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-06,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-07,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-08,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-09,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-10,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-11,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-12,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-13,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-14,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-15,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-16,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-17,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-18,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-19,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-20,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-21,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-22,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-23,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-24,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-25,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-26,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-27,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-28,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-02-29,0.0,0.1468677669763565,0.09192156791687012,0.21388404071331024
2020-03-01,0.0,0.1468677669763565,0.09192156791687012,0.21388404071331024
2020-03-02,0.0,0.14686775846140726,0.09192156791687012,0.21388404071331024
2020-03-03,0.0,0.14686775846140726,0.09192156791687012,0.21388404071331024
2020-03-04,0.0,0.146867749946458,0.09192153811454773,0.21388404071331024
2020-03-05,0.0,0.14686775846140726,0.09192153811454773,0.21388404071331024
2020-03-06,0.0,0.14686776910509383,0.09192156791687012,0.21388408541679382
2020-03-07,0.0,0.14686776059014456,0.09192156791687012,0.21388408541679382
2020-03-08,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-03-09,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-03-10,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-03-11,1.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-03-12,0.0,0.17773730201380594,0.09192156791687012,0.3795258700847626
2020-03-13,0.0,0.16307671474558966,0.09192156791687012,0.32586416602134705
2020-03-14,0.0,0.14359305852225848,0.021543312817811966,0.31074827909469604
2020-03-15,0.0,0.1604578840945448,0.0,0.34392133355140686
2020-03-16,0.0,0.2614115668194635,0.15535645186901093,0.42644771933555603
2020-03-17,0.0,0.4153533216033663,0.21388404071331024,0.5580111145973206
2020-03-18,0.0,0.5737142648015704,0.4167120158672333,0.7886474132537842
2020-03-19,0.0,0.5662035856928144,0.16343903541564941,1.0117130279541016
2020-03-20,0.0,0.4349082240036556,0.15833964943885803,0.6725813150405884
2020-03-21,0.0,0.32294975434030804,0.1487310230731964,0.5559544563293457
2020-03-22,0.0,0.23521645792893,0.09640251100063324,0.4890219569206238
2020-03-23,0.0,0.22283957472869328,0.09192156791687012,0.469173789024353
2020-03-24,0.0,0.21093103289604187,0.09192156791687012,0.662326991558075
2020-03-25,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-03-26,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-03-27,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-03-28,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-03-29,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-03-30,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-03-31,0.0,0.14686775420393264,0.09192156791687012,0.21388404071331024
2020-04-01,1.0,0.1468677669763565,0.09192156791687012,0.21388404071331024
2020-04-02,0.0,0.17773730627128057,0.09192156791687012,0.37952589988708496
2020-04-03,0.0,0.16307672538927623,0.09192156791687012,0.32586416602134705
2020-04-04,0.0,0.14359306490847043,0.021543357521295547,0.31074827909469604
2020-04-05,0.0,0.16045788303017616,0.0,0.34392133355140686
2020-04-06,2.0,0.2614115710769381,0.1553565114736557,0.42644771933555603
2020-04-07,2.0,0.4660776044641222,0.21388408541679382,0.9044142365455627
2020-04-08,0.0,0.6275154990809304,0.4167121648788452,1.1757310628890991
