,Hawaii,forecast,interval_low,interval_high
2020-01-23,0.0,0.1303256858099461,0.1303256858099461,0.1303256858099461
2020-01-24,0.0,0.12356160101356838,0.12356160101356838,0.12356160101356838
2020-01-25,0.0,0.10465249913929096,0.10465249913929096,0.10465249913929096
2020-01-26,0.0,0.0928726756889944,0.0928726756889944,0.0928726756889944
2020-01-27,0.0,0.08557404334147056,0.08557404334147056,0.08557404334147056
2020-01-28,0.0,0.07240358064565096,0.07240358064565096,0.07240358064565096
2020-01-29,0.0,0.07195743921424995,0.07195743921424995,0.07195743921424995
2020-01-30,0.0,0.08058895912656289,0.08058895912656289,0.08058895912656289
2020-01-31,0.0,0.0689038864977661,0.0689038864977661,0.0689038864977661
2020-02-01,0.0,0.07536761652053509,0.07536761652053509,0.07536761652053509
2020-02-02,0.0,0.07472461851558299,0.07472461851558299,0.07472461851558299
2020-02-03,0.0,0.07017601493623839,0.07017601493623839,0.07017601493623839
2020-02-04,0.0,0.07603795760050534,0.07603795760050534,0.07603795760050534
2020-02-05,0.0,0.07151736516059826,0.07151736516059826,0.07151736516059826
2020-02-06,0.0,0.0723102888563616,0.0723102888563616,0.0723102888563616
2020-02-07,0.0,0.07462134156207925,0.07462134156207925,0.07462134156207925
2020-02-08,0.0,0.07094663582393046,0.07094663582393046,0.07094663582393046
2020-02-09,0.0,0.07363932465885847,0.07363932465885847,0.07363932465885847
2020-02-10,0.0,0.07289640705984203,0.07289640705984203,0.07289640705984203
2020-02-11,0.0,0.07167983409312481,0.07167983409312481,0.07167983409312481
2020-02-12,0.0,0.07376764294487057,0.07376764294487057,0.07376764294487057
2020-02-13,0.0,0.07198604383820745,0.07198604383820745,0.07198604383820745
2020-02-14,0.0,0.07256956978707979,0.07256956978707979,0.07256956978707979
2020-02-15,0.0,0.0731860269476309,0.0731860269476309,0.0731860269476309
2020-02-16,0.0,0.07193030425447333,0.07193030425447333,0.07193030425447333
2020-02-17,0.0,0.073028432457437,0.073028432457437,0.073028432457437
2020-02-18,0.0,0.0725833949005724,0.0725833949005724,0.0725833949005724
2020-02-19,0.0,0.07228308854441812,0.07228308854441812,0.07228308854441812
2020-02-20,0.0,0.07300844904577701,0.07300844904577701,0.07300844904577701
2020-02-21,0.0,0.0723092502796231,0.0723092502796231,0.0723092502796231
2020-02-22,0.0,0.07262666233056689,0.07262666233056689,0.07262666233056689
2020-02-23,0.0,0.07276271926316093,0.07276271926316093,0.07276271926316093
2020-02-24,0.0,0.0723394537813534,0.0723394537813534,0.0723394537813534
2020-02-25,0.0,0.07277069734241404,0.07277069734241404,0.07277069734241404
2020-02-26,0.0,0.07254749114179188,0.07254749114179188,0.07254749114179188
2020-02-27,0.0,0.07249387247723345,0.07249387247723345,0.07249387247723345
2020-02-28,0.0,0.07273582624844677,0.07273582624844677,0.07273582624844677
2020-02-29,0.0,0.07246797434075375,0.07246797434075375,0.07246797434075375
2020-03-01,0.0,0.07261974675605423,0.07261974675605423,0.07261974675605423
2020-03-02,0.0,0.07263440689789041,0.07263440689789041,0.07263440689789041
2020-03-03,0.0,0.07249694161123674,0.07249694161123674,0.07249694161123674
2020-03-04,0.0,0.07266062190028483,0.07266062190028483,0.07266062190028483
2020-03-05,0.0,0.07255860626710783,0.07255860626710783,0.07255860626710783
2020-03-06,0.0,0.07256073383891593,0.07256073383891593,0.07256073383891593
2020-03-07,0.0,0.07263754743253636,0.07263754743253636,0.07263754743253636
2020-03-08,0.0,0.0725377488214222,0.0725377488214222,0.0725377488214222
2020-03-09,0.0,0.07260499481267096,0.07260499481267096,0.07260499481267096
2020-03-10,0.0,0.072596966556184,0.072596966556184,0.072596966556184
2020-03-11,0.0,0.07255467277579435,0.07255467277579435,0.07255467277579435
2020-03-12,0.0,0.07261488110985659,0.07261488110985659,0.07261488110985659
2020-03-13,0.0,0.07257100216524687,0.07257100216524687,0.07257100216524687
2020-03-14,0.0,0.07257995584026206,0.07257995584026206,0.07257995584026206
2020-03-15,0.0,0.07260276519496632,0.07260276519496632,0.07260276519496632
2020-03-16,0.0,0.0725666531340567,0.0725666531340567,0.0725666531340567
2020-03-17,0.0,0.07259491481747904,0.07259491481747904,0.07259491481747904
2020-03-18,0.0,0.0725870201300298,0.0725870201300298,0.0725870201300298
2020-03-19,0.0,0.072575025743427,0.072575025743427,0.072575025743427
2020-03-20,0.0,0.07259649222329308,0.07259649222329308,0.07259649222329308
2020-03-21,0.0,0.07257845248812045,0.07257845248812045,0.07257845248812045
2020-03-22,0.0,0.07258471106389114,0.07258471106389114,0.07258471106389114
2020-03-23,0.0,0.07259080345364657,0.07259080345364657,0.07259080345364657
2020-03-24,1.0,1.0725781408538169,1.0725781408538169,1.0725781408538169
2020-03-25,-1.0,0.0,0.0,0.0
2020-03-26,0.0,0.14596029222514728,0.14596029222514728,0.14596029222514728
2020-03-27,0.0,0.0,0.0,0.0
2020-03-28,0.0,0.151879967065386,0.151879967065386,0.151879967065386
2020-03-29,0.0,0.07771473568321045,0.07771473568321045,0.07771473568321045
2020-03-30,0.0,0.0,0.0,0.0
2020-03-31,0.0,0.0,0.0,0.0
2020-04-01,1.0,1.277017793264985,1.277017793264985,1.277017793264985
2020-04-02,0.0,0.0,0.0,0.0
2020-04-03,2.0,2.2998289436738695,2.2998289436738695,2.2998289436738695
2020-04-04,0.0,0.2548299876017397,0.2548299876017397,0.2548299876017397
2020-04-05,1.0,1.3325557444995086,1.3325557444995086,1.3325557444995086
2020-04-06,1.0,1.4739346070288908,1.4739346070288908,1.4739346070288908
