,North Dakota,forecast,interval_low,interval_high
2020-03-29,98.0,4782.289655264645,,
2020-03-30,109.0,4794.049024435124,,
2020-03-31,122.0,4793.085965245033,,
2020-04-01,142.0,4795.158150321214,,
2020-04-02,159.0,4788.944345031707,,
2020-04-03,173.0,4791.750119353023,,
2020-04-04,186.0,4797.687872280437,,
2020-04-05,207.0,4795.410915787506,,
2020-04-06,225.0,4787.808368786075,,
2020-04-07,237.0,4789.463215103662,,
2020-04-08,251.0,4796.407067174085,,
2020-04-09,269.0,4797.83657368418,,
2020-04-10,278.0,4793.734628161858,,
2020-04-11,293.0,4794.628915733457,,
2020-04-12,308.0,4792.325516713313,,
2020-04-13,331.0,4795.043536136158,,
2020-04-14,341.0,4789.952806939008,,
2020-04-15,365.0,4796.021185697765,,
2020-04-16,393.0,4789.354683824643,,
2020-04-17,393.0,4787.615903739618,,
2020-04-18,528.0,4801.312596636328,,
2020-04-19,585.0,4735.603713204715,,
2020-04-20,627.0,4787.049966914289,,
2020-04-21,644.0,4790.706529397411,,
2020-04-22,679.0,4811.24294764467,,
2020-04-23,709.0,4794.564808090386,,
2020-04-24,748.0,4783.481720749628,,
2020-04-25,803.0,4805.502259690121,,
2020-04-26,867.0,4808.707987337799,,
2020-04-27,942.0,4791.146463495058,,
2020-04-28,991.0,4765.251782993358,,
2020-04-29,1033.0,4778.808114597245,,
2020-04-30,1067.0,4793.062277111913,,
2020-05-01,1107.0,4807.016992280428,,
2020-05-02,1153.0,4804.346189860249,,
2020-05-03,1191.0,4798.330469995636,,
2020-05-04,1225.0,4802.130033103015,,
2020-05-05,1266.0,4799.470310177618,,
2020-05-06,1323.0,4791.028120039224,,
2020-05-07,1371.0,4780.040415580735,,
2020-05-08,1425.0,4788.2408188178115,,
2020-05-09,1464.0,4791.792127249817,,
2020-05-10,1491.0,4801.291530029181,,
2020-05-11,1518.0,4800.598564877405,,
2020-05-12,1571.0,4796.564626040759,,
2020-05-13,1647.0,4787.187875209838,,
2020-05-14,1712.0,4780.120863139442,,
2020-05-15,1761.0,4790.180405156548,,
2020-05-16,1848.0,4796.824554148935,,
2020-05-17,1900.0,4771.80778750013,,
2020-05-18,1931.0,4786.355944845943,,
2020-05-19,1994.0,4801.533794844968,,
2020-05-20,2095.0,4800.237881923181,,
2020-05-21,2229.0,4782.800734100918,,
2020-05-22,2317.0,4757.052438026527,,
2020-05-23,2365.0,4788.773684016361,,
2020-05-24,2418.0,4811.057128066835,,
2020-05-25,2457.0,4798.631900478415,,
2020-05-26,2422.0,4798.8745983700555,,
2020-05-27,2439.0,4842.529801944215,,
2020-05-28,2481.0,4830.407627298663,,
2020-05-29,2520.0,4812.764806341173,,
2020-05-30,2554.0,4785.431167133598,,
2020-05-31,2577.0,4780.797091940464,,
2020-06-01,2625.0,4795.339720001327,,
2020-06-02,2646.0,4773.602143913548,,
2020-06-03,2679.0,4789.5464206148445,,
2020-06-04,2706.0,4794.838035289792,,
2020-06-05,2745.0,4807.502839622759,,
2020-06-06,2816.0,4795.315856986067,,
2020-06-07,2861.0,4770.079024961528,,
2020-06-08,2880.0,4787.582333557354,,
2020-06-09,2901.0,4802.497341086539,,
2020-06-10,2941.0,4804.133512428829,,
2020-06-11,2980.0,4789.697633173222,,
2020-06-12,3016.0,4787.930121969962,,
2020-06-13,3058.0,4800.194520827057,,
2020-06-14,3080.0,4801.260959118058,,
2020-06-15,3101.0,4799.848397001263,,
2020-06-16,3124.0,4788.55227325521,,
2020-06-17,3166.0,4791.922486616606,,
2020-06-18,3193.0,4790.567018391577,,
2020-06-19,3226.0,4802.338943033284,,
2020-06-20,3251.0,4797.822223618819,,
2020-06-21,3288.0,4795.213541878053,,
2020-06-22,3313.0,4782.300574110487,,
2020-06-23,3320.0,4790.384419744343,,
2020-06-24,3362.0,4807.719959326036,,
2020-06-25,3393.0,4791.780969261609,,
2020-06-26,3421.0,4794.9678597017955,,
2020-06-27,3458.0,4789.669087234681,,
2020-06-28,3495.0,4789.435172522545,,
2020-06-29,3539.0,4791.446414630715,,
2020-06-30,3576.0,4782.780561578179,,
2020-07-01,3615.0,4791.869062704494,,
2020-07-02,3657.0,4794.482032537317,,
2020-07-03,3722.0,4792.321962079889,,
2020-07-04,3779.0,4779.856005004924,,
2020-07-05,3816.0,4785.928886460337,,
2020-07-06,3849.0,4799.349688124622,,
2020-07-07,3898.0,4801.639879130642,,
2020-07-08,3971.0,4790.078222550709,,
2020-07-09,4071.0,4775.931521507691,,
2020-07-10,4155.0,4771.767288387603,,
2020-07-11,4243.0,4789.669801344738,,
2020-07-12,4334.0,4784.914096805982,,
2020-07-13,4442.0,4776.858362721102,,
2020-07-14,4493.0,4767.522388561957,,
2020-07-15,4565.0,4807.889924126047,,
2020-07-16,4668.0,4809.398622985873,,
2020-07-17,4792.0,4794.2312772604455,,
2020-07-18,4907.0,4772.7723196998495,,
2020-07-19,,5006.850339789662,4974.5671539108425,5039.1335256684815
2020-07-20,,5111.629049018738,5053.02870357712,5170.229394460357
2020-07-21,,5213.757465631658,5129.639716823512,5297.875214439805
2020-07-22,,5307.118187923262,5197.794946934352,5416.441428912171
2020-07-23,,5400.6437007745,5264.944524327409,5536.34287722159
2020-07-24,,5508.043281657536,5345.629029821593,5670.457533493479
2020-07-25,,5626.3677790107195,5438.305837673142,5814.4297203482965
