,North Dakota,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,4792.58069296161,,
2020-01-25,0.0,4792.729936334433,,
2020-01-26,0.0,4792.900221603787,,
2020-01-27,0.0,4793.102140613069,,
2020-01-28,0.0,4793.217525938752,,
2020-01-29,0.0,4793.360584344349,,
2020-01-30,0.0,4793.742153547907,,
2020-01-31,0.0,4793.972230333129,,
2020-02-01,0.0,4793.817984533656,,
2020-02-02,0.0,4793.569667131407,,
2020-02-03,0.0,4793.493223765153,,
2020-02-04,0.0,4793.570598110489,,
2020-02-05,0.0,4793.677083926007,,
2020-02-06,0.0,4793.703029688707,,
2020-02-07,0.0,4793.648111783944,,
2020-02-08,0.0,4793.593861389752,,
2020-02-09,0.0,4793.589229206053,,
2020-02-10,0.0,4793.61940450929,,
2020-02-11,0.0,4793.644393416787,,
2020-02-12,0.0,4793.642542147546,,
2020-02-13,0.0,4793.624991448529,,
2020-02-14,0.0,4793.613751386683,,
2020-02-15,0.0,4793.616814562109,,
2020-02-16,0.0,4793.6261702819265,,
2020-02-17,0.0,4793.6309199477955,,
2020-02-18,0.0,4793.628281100361,,
2020-02-19,0.0,4793.623352030867,,
2020-02-20,0.0,4793.62152140574,,
2020-02-21,0.0,4793.623357968164,,
2020-02-22,0.0,4793.625844705234,,
2020-02-23,0.0,4793.626445682443,,
2020-02-24,0.0,4793.625279793324,,
2020-02-25,0.0,4793.624062214401,,
2020-02-26,0.0,4793.623938093009,,
2020-02-27,0.0,4793.624628522666,,
2020-02-28,0.0,4793.625201796037,,
2020-02-29,0.0,4793.62516920946,,
2020-03-01,0.0,4793.624778643321,,
2020-03-02,0.0,4793.624520384804,,
2020-03-03,0.0,4793.6245858385955,,
2020-03-04,0.0,4793.6247980100225,,
2020-03-05,0.0,4793.624907770504,,
2020-03-06,0.0,4793.6248503251745,,
2020-03-07,0.0,4793.624738964839,,
2020-03-08,0.0,4793.624696152886,,
2020-03-09,0.0,4793.624736863714,,
2020-03-10,0.0,4793.624793384639,,
2020-03-11,0.0,4793.624807714511,,
2020-03-12,1.0,4793.624781757927,,
2020-03-13,1.0,4793.139660134917,,
2020-03-14,1.0,4793.714026598641,,
2020-03-15,1.0,4793.689947558813,,
2020-03-16,1.0,4793.735616649746,,
2020-03-17,3.0,4793.624067396376,,
2020-03-18,6.0,4792.598613386629,,
2020-03-19,19.0,4792.568101992728,,
2020-03-20,26.0,4787.909891997884,,
2020-03-21,28.0,4791.804050238597,,
2020-03-22,28.0,4794.3322051196765,,
2020-03-23,30.0,4795.498345083838,,
2020-03-24,36.0,4793.841376660798,,
2020-03-25,45.0,4791.497345107314,,
2020-03-26,51.0,4793.004395528333,,
2020-03-27,68.0,4795.792940074771,,
2020-03-28,94.0,4788.329152555657,,
