,Puerto Rico,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,11121.791015757439,,
2020-01-25,0.0,11122.705102957585,,
2020-01-26,0.0,11123.48553132673,,
2020-01-27,0.0,11124.535695573592,,
2020-01-28,0.0,11125.53269424099,,
2020-01-29,0.0,11127.518879361578,,
2020-01-30,0.0,11129.221995110642,,
2020-01-31,0.0,11129.221995110642,,
2020-02-01,0.0,11129.221995110642,,
2020-02-02,0.0,11129.221995110642,,
2020-02-03,0.0,11129.221995110642,,
2020-02-04,0.0,11129.221995110642,,
2020-02-05,0.0,11129.221995110642,,
2020-02-06,0.0,11129.221995110642,,
2020-02-07,0.0,11129.221995110642,,
2020-02-08,0.0,11129.221995110642,,
2020-02-09,0.0,11129.221995110642,,
2020-02-10,0.0,11129.221995110642,,
2020-02-11,0.0,11129.221995110642,,
2020-02-12,0.0,11129.221995110642,,
2020-02-13,0.0,11129.221995110642,,
2020-02-14,0.0,11129.221995110642,,
2020-02-15,0.0,11129.221995110642,,
2020-02-16,0.0,11129.221995110642,,
2020-02-17,0.0,11129.221995110642,,
2020-02-18,0.0,11129.221995110642,,
2020-02-19,0.0,11129.221995110642,,
2020-02-20,0.0,11129.221995110642,,
2020-02-21,0.0,11129.221995110642,,
2020-02-22,0.0,11129.221995110642,,
2020-02-23,0.0,11129.221995110642,,
2020-02-24,0.0,11129.221995110642,,
2020-02-25,0.0,11129.221995110642,,
2020-02-26,0.0,11129.221995110642,,
2020-02-27,0.0,11129.221995110642,,
2020-02-28,0.0,11129.221995110642,,
2020-02-29,0.0,11129.221995110642,,
2020-03-01,0.0,11129.221995110642,,
2020-03-02,0.0,11129.221995110642,,
2020-03-03,0.0,11129.221995110642,,
2020-03-04,0.0,11129.221995110642,,
2020-03-05,0.0,11129.221995110642,,
2020-03-06,0.0,11129.221995110642,,
2020-03-07,0.0,11129.221995110642,,
2020-03-08,0.0,11129.221995110642,,
2020-03-09,0.0,11129.221995110642,,
2020-03-10,0.0,11129.221995110642,,
2020-03-11,0.0,11129.221995110642,,
2020-03-12,0.0,11129.221995110642,,
2020-03-13,0.0,11129.221995110642,,
2020-03-14,0.0,11129.221995110642,,
2020-03-15,0.0,11129.221995110642,,
2020-03-16,5.0,11129.221995110642,,
2020-03-17,5.0,11124.367021771737,,
2020-03-18,5.0,11129.695781850738,,
2020-03-19,5.0,11129.444998258752,,
2020-03-20,14.0,11129.964495434717,,
2020-03-21,21.0,11121.096158832108,,
2020-03-22,23.0,11124.94785639764,,
2020-03-23,31.0,11129.477272443648,,
2020-03-24,39.0,11123.292257455121,,
2020-03-25,51.0,11124.444406582184,,
2020-03-26,64.0,11122.84629916485,,
2020-03-27,79.0,11123.902822633328,,
2020-03-28,100.0,11120.846700386437,,
2020-03-29,127.0,11116.720297793989,,
