,California,forecast,interval_low,interval_high
2020-03-09,101.0,2181.0595703125,1698.0931396484375,2521.38623046875
2020-03-10,144.0,2498.607421875,2027.136962890625,2912.39599609375
2020-03-11,178.0,2985.677001953125,2506.674560546875,3306.92919921875
2020-03-12,221.0,3301.5068359375,2791.781494140625,3557.2705078125
2020-03-13,281.0,3998.561767578125,3587.024169921875,4247.24169921875
2020-03-14,372.0,4255.05224609375,3946.952392578125,4532.24072265625
2020-03-15,373.0,1783.5931396484375,1157.4239501953125,2143.813232421875
2020-03-16,557.0,2241.591064453125,1758.1053466796875,2578.179443359375
2020-03-17,700.0,2565.016845703125,2092.95361328125,2974.986572265625
2020-03-18,831.0,3045.972900390625,2566.409912109375,3363.3955078125
2020-03-19,1009.0,3367.487060546875,2857.48046875,3626.384765625
2020-03-20,1243.0,4064.46875,3652.590576171875,4316.52783203125
2020-03-21,1412.0,4324.87451171875,4016.327880859375,4598.32275390625
2020-03-22,1651.0,2068.616943359375,1440.0230712890625,2445.045166015625
2020-03-23,2113.0,2514.009765625,2028.1900634765625,2833.975341796875
2020-03-24,2542.0,2866.281494140625,2391.560546875,3259.149658203125
2020-03-25,3009.0,3317.516357421875,2835.427734375,3617.89794921875
2020-03-26,3910.0,3665.850341796875,3154.564208984375,3938.76123046875
2020-03-27,4679.0,4363.03076171875,3949.6015625,4630.2265625
2020-03-28,5110.0,4642.2109375,4331.640625,4898.85205078125
2020-03-29,5863.0,3189.0986328125,2551.00341796875,3623.737060546875
2020-03-30,7155.0,3606.323486328125,3111.24658203125,3865.427734375
2020-03-31,8233.0,4042.462158203125,3557.177978515625,4372.4296875
2020-04-01,9410.0,4417.26318359375,3925.0947265625,4672.1513671875
2020-04-02,10790.0,4846.9921875,4330.68896484375,5171.03955078125
2020-04-03,12016.0,5541.453125,5122.09033203125,5862.298828125
2020-04-04,12837.0,5882.47021484375,5564.1005859375,6079.0029296875
2020-04-05,15034.0,6988.69140625,6320.43212890625,7605.95263671875
2020-04-06,16024.0,7343.09521484375,6819.12939453125,7801.19677734375
2020-04-07,17351.0,8020.77587890625,7502.0869140625,8409.2421875
2020-04-08,18897.0,8194.48046875,7670.740234375,8682.6708984375
2020-04-09,19710.0,8868.634765625,8336.37890625,9356.271484375
2020-04-10,21081.0,9552.8916015625,9114.0400390625,10044.3388671875
2020-04-11,21717.0,10084.3388671875,9741.0869140625,10421.216796875
2020-04-12,22800.0,15051.5029296875,14329.1025390625,15956.0107421875
2020-04-13,23934.0,15473.78125,14900.5693359375,16298.501953125
2020-04-14,25389.0,16398.322265625,15820.1474609375,17179.37890625
2020-04-15,26686.0,16538.087890625,15959.763671875,17422.603515625
2020-04-16,27677.0,17503.4375,16942.64453125,18264.818359375
2020-04-17,29157.0,18166.951171875,17690.505859375,18932.505859375
2020-04-18,30511.0,18987.828125,18599.740234375,19675.8125
2020-04-19,31431.0,24134.865234375,23368.173828125,25207.033203125
2020-04-20,33686.0,24866.265625,24258.552734375,25934.4296875
2020-04-21,35480.0,25775.3203125,25149.8125,26834.755859375
2020-04-22,37352.0,26362.494140625,25744.970703125,27531.0078125
2020-04-23,39561.0,27363.240234375,26780.29296875,28312.322265625
2020-04-24,41355.0,28039.275390625,27527.158203125,28974.849609375
2020-04-25,42368.0,29059.849609375,28564.75,29980.58203125
2020-04-26,43559.0,33226.71484375,32432.373046875,34459.28125
2020-04-27,44972.0,34081.640625,33429.390625,35353.67578125
2020-04-28,46164.0,35249.41796875,34599.140625,36538.13671875
2020-04-29,48747.0,35892.64453125,35122.3046875,37293.94921875
2020-04-30,50130.0,37191.41796875,36595.28125,38325.66796875
2020-05-01,52026.0,37948.57421875,37361.6015625,39081.94921875
2020-05-02,53347.0,39258.46484375,38560.3359375,40410.66796875
2020-05-03,54903.0,45630.81640625,44821.75390625,46930.30078125
2020-05-04,55884.0,46860.390625,46090.46875,48238.37109375
2020-05-05,58456.0,48128.51953125,47361.80859375,49552.234375
2020-05-06,60616.0,49227.47265625,48299.80859375,50772.21484375
2020-05-07,62148.0,50719.26953125,50051.1875,51986.796875
2020-05-08,63800.0,51647.203125,50953.3203125,52926.65625
2020-05-09,66572.0,53215.44140625,52384.27734375,54523.55078125
2020-05-10,67600.0,57669.32421875,56863.78515625,58946.265625
2020-05-11,69329.0,59189.30859375,58404.73046875,60547.15234375
2020-05-12,70980.0,60697.76171875,59910.66796875,62125.734375
2020-05-13,72798.0,62114.42578125,61138.4921875,63666.2265625
2020-05-14,74871.0,63881.58203125,63151.9296875,65203.9609375
2020-05-15,76693.0,65064.80078125,64326.2421875,66423.2578125
2020-05-16,78725.0,66936.0546875,66058.7265625,68302.0
2020-05-17,80166.0,71344.2265625,70559.6796875,72516.421875
2020-05-18,81518.0,73220.453125,72502.171875,74451.765625
2020-05-19,83764.0,74999.21875,74284.484375,76316.3671875
2020-05-20,86018.0,76786.6875,75844.2890625,78232.2421875
2020-05-21,88056.0,78886.5234375,78142.7890625,80205.2578125
2020-05-22,90281.0,80433.3203125,79695.09375,81826.5859375
2020-05-23,92564.0,82616.6015625,81764.7265625,83960.5546875
2020-05-24,94069.0,85228.4140625,84478.125,86186.203125
2020-05-25,96470.0,87533.6875,86995.8984375,88507.8203125
2020-05-26,99492.0,89544.1015625,88995.078125,90615.1640625
2020-05-27,101071.0,91847.6953125,91055.1640625,93048.8828125
2020-05-28,103813.0,94204.875,93536.8046875,95421.6796875
2020-05-29,106638.0,96200.2734375,95514.328125,97528.2890625
2020-05-30,109895.0,98676.1640625,97964.9375,99875.2734375
2020-05-31,111951.0,100853.8828125,100148.6796875,101549.5703125
2020-06-01,114733.0,103530.9609375,103189.0234375,104171.953125
2020-06-02,117215.0,105995.3671875,105514.125,106736.71875
2020-06-03,119374.0,108650.8671875,108070.96875,109520.09375
2020-06-04,122194.0,111468.09375,110908.0,112545.3828125
2020-06-05,125783.0,114028.78125,113308.3515625,115274.0390625
2020-06-06,128606.0,116918.5234375,116394.6328125,117923.6875
2020-06-07,130657.0,119891.8671875,119245.7265625,120226.6796875
2020-06-08,133816.0,123066.7734375,122842.9921875,123250.9765625
2020-06-09,136681.0,126070.1640625,125673.8828125,126347.171875
2020-06-10,139715.0,129199.875,128931.9375,129602.1875
2020-06-11,143439.0,132588.609375,132110.75,133449.59375
2020-06-12,146659.0,135904.3125,135143.65625,137008.890625
2020-06-13,150034.0,139273.421875,138800.734375,139985.3125
2020-06-14,152349.0,141447.984375,140865.71875,142197.296875
2020-06-15,155726.0,145336.953125,144911.65625,145858.375
2020-06-16,158961.0,148829.046875,148489.875,149476.65625
2020-06-17,162798.0,152825.234375,152600.390625,153007.625
2020-06-18,167133.0,156665.84375,156229.84375,157173.40625
2020-06-19,170862.0,160920.0,160118.1875,161742.203125
2020-06-20,175243.0,164792.921875,164327.125,165055.25
2020-06-21,178657.0,166097.75,165411.109375,167311.234375
2020-06-22,184765.0,170810.0,169760.21875,171834.140625
2020-06-23,191477.0,174921.671875,173953.671875,176123.1875
2020-06-24,196024.0,179923.921875,179052.78125,180568.828125
2020-06-25,201112.0,184329.9375,183925.546875,184610.875
2020-06-26,206844.0,189682.8125,188833.734375,190207.859375
2020-06-27,210692.0,194175.515625,193705.296875,194849.984375
2020-06-28,215487.0,195975.140625,194965.03125,197488.03125
2020-06-29,223646.0,201278.875,199818.3125,202618.90625
2020-06-30,231418.0,206711.046875,205352.78125,208264.78125
2020-07-01,238681.0,212250.265625,210947.3125,213157.078125
2020-07-02,246550.0,217936.984375,217530.796875,218440.40625
2020-07-03,250514.0,224447.671875,223535.9375,224906.15625
2020-07-04,252895.0,230070.515625,229569.890625,230999.875
2020-07-05,264681.0,237556.078125,236468.171875,239198.34375
2020-07-06,271035.0,244111.796875,242616.046875,245466.890625
2020-07-07,284012.0,250935.203125,249636.1875,252496.453125
2020-07-08,292560.0,258066.9375,256785.765625,258830.28125
2020-07-09,302484.0,265173.75,264694.71875,265769.0625
2020-07-10,310885.0,273137.375,272145.0,273770.34375
2020-07-11,318761.0,280117.84375,279534.09375,280993.28125
2020-07-12,324543.0,289308.46875,288512.125,290176.03125
2020-07-13,333357.0,297408.90625,297299.75,297574.875
2020-07-14,346211.0,306124.75,305536.625,306503.34375
2020-07-15,354885.0,315374.46875,314570.0,315785.03125
2020-07-16,364706.0,324565.75,323841.59375,325425.21875
2020-07-17,373259.0,333601.21875,332514.15625,335457.9375
2020-07-18,380745.0,342428.34375,341664.625,343684.28125
2020-07-19,,353729.84375,351685.46875,357205.15625
2020-07-20,,364149.40625,360337.09375,368685.125
2020-07-21,,375086.84375,370873.21875,380780.3125
2020-07-22,,387343.59375,381670.0625,393277.71875
2020-07-23,,399548.75,396541.1875,403891.90625
2020-07-24,,408522.21875,404189.4375,414065.59375
2020-07-25,,419261.21875,414380.84375,425276.90625
