,California,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,,,
2020-01-25,0.0,,,
2020-01-26,2.0,,,
2020-01-27,2.0,,,
2020-01-28,2.0,,,
2020-01-29,2.0,,,
2020-01-30,2.0,,,
2020-01-31,3.0,,,
2020-02-01,3.0,,,
2020-02-02,3.0,1707.365234375,1081.8453369140625,2063.323486328125
2020-02-03,6.0,2168.087890625,1685.23681640625,2509.09228515625
2020-02-04,6.0,2484.70263671875,2013.3636474609375,2899.205810546875
2020-02-05,6.0,2972.498779296875,2493.622802734375,3294.4609375
2020-02-06,6.0,3287.497314453125,2777.83251953125,3542.692626953125
2020-02-07,6.0,3984.5751953125,3573.107666015625,4232.6748046875
2020-02-08,6.0,4240.33154296875,3932.325927734375,4518.1865234375
2020-02-09,6.0,1710.0325927734375,1084.4884033203125,2066.116943359375
2020-02-10,6.0,2170.733154296875,1687.859130859375,2511.60498046875
2020-02-11,7.0,2487.48681640625,2016.118896484375,2901.8525390625
2020-02-12,7.0,2975.2001953125,2496.297119140625,3297.023193359375
2020-02-13,8.0,3290.327392578125,2780.651123046875,3545.633544921875
2020-02-14,8.0,3987.39453125,3575.913818359375,4235.6044921875
2020-02-15,8.0,4243.2802734375,3935.25634765625,4521.00634765625
2020-02-16,8.0,1712.8895263671875,1087.3173828125,2069.0380859375
2020-02-17,8.0,2173.835205078125,1690.929931640625,2514.623779296875
2020-02-18,8.0,2490.367431640625,2018.965576171875,2904.634765625
2020-02-19,8.0,2978.5244140625,2499.587646484375,3300.2451171875
2020-02-20,8.0,3293.464599609375,2783.772705078125,3548.836669921875
2020-02-21,10.0,3990.476806640625,3578.982666015625,4238.7216796875
2020-02-22,10.0,4246.35693359375,3938.310791015625,4524.02734375
2020-02-23,10.0,1714.6751708984375,1089.0882568359375,2070.89697265625
2020-02-24,10.0,2175.679443359375,1692.7578125,2516.383544921875
2020-02-25,10.0,2492.201416015625,2020.7796630859375,2906.382080078125
2020-02-26,10.0,2980.4228515625,2501.46630859375,3302.056396484375
2020-02-27,11.0,3295.381591796875,2785.680419921875,3550.822509765625
2020-02-28,11.0,3992.3671875,3580.86328125,4240.67822265625
2020-02-29,12.0,4248.28759765625,3940.230712890625,4525.88330078125
2020-03-01,12.0,1716.2152099609375,1090.6151123046875,2072.520263671875
2020-03-02,21.0,2177.197509765625,1694.26171875,2517.813720703125
2020-03-03,25.0,2493.811279296875,2022.3746337890625,2907.901123046875
2020-03-04,35.0,2981.943359375,2502.97412109375,3303.482177734375
2020-03-05,51.0,3297.0068359375,2787.298828125,3552.5224609375
2020-03-06,59.0,3993.981689453125,3582.4697265625,4242.3701171875
2020-03-07,81.0,4249.97314453125,3941.905029296875,4527.4814453125
2020-03-08,95.0,1720.6209716796875,1094.982421875,2077.230712890625
