,Grand Princess,forecast,interval_low,interval_high
2020-01-23,0.0,0.0002695322036743164,-0.0005522966384887695,0.0017892420291900635
2020-01-24,0.0,0.00034819840220734477,-0.0002353191375732422,0.0017892420291900635
2020-01-25,0.0,3.414153979974799e-05,-0.0002353191375732422,0.0003094971179962158
2020-01-26,0.0,0.0002601802407298237,-0.0001589655876159668,0.0006101131439208984
2020-01-27,0.0,-0.00023407340631820261,-0.0013190507888793945,0.00014725327491760254
2020-01-28,0.0,0.0005096375825814903,0.0001308917999267578,0.0011046826839447021
2020-01-29,0.0,-0.00032633543014526367,-0.0012876391410827637,0.0003700852394104004
2020-01-30,0.0,0.00011632442328846082,-0.000295102596282959,0.0003700852394104004
2020-01-31,0.0,-0.0006458639982156456,-0.003513932228088379,0.0003700852394104004
2020-02-01,0.0,-0.000697791576385498,-0.0027112364768981934,0.00021094083786010742
2020-02-02,0.0,0.00010239482071483508,-0.00016945600509643555,0.0002669990062713623
2020-02-03,0.0,-0.0022104084491729736,-0.011292517185211182,0.00011739134788513184
2020-02-04,0.0,0.0005094230291433632,-3.2007694244384766e-05,0.0016727447509765625
2020-02-05,0.0,-0.0001829445391194895,-0.0006045103073120117,8.055567741394043e-05
2020-02-06,0.0,-3.898143768310547e-05,-0.0006327033042907715,0.0002942383289337158
2020-02-07,0.0,3.967285010730848e-05,-0.0006327033042907715,0.0002942383289337158
2020-02-08,0.0,-2.872943878173828e-05,-0.0006327033042907715,0.0002453327178955078
2020-02-09,0.0,0.000166785714100115,2.60770320892334e-05,0.0002669990062713623
2020-02-10,0.0,-4.900097701465711e-05,-0.00048547983169555664,0.00011739134788513184
2020-02-11,0.0,0.0027963160537183285,-3.2007694244384766e-05,0.012718439102172852
2020-02-12,0.0,5.4520369303645566e-05,-0.0006045103073120117,0.0006617605686187744
2020-02-13,0.0,0.00012820959091186523,-0.00018233060836791992,0.0002942383289337158
2020-02-14,0.0,0.00018484592146705836,8.055567741394043e-05,0.0002942383289337158
2020-02-15,0.0,0.0001164436325780116,-4.297494888305664e-05,0.0002912580966949463
2020-02-16,0.0,0.00018916725821327418,-0.00014513731002807617,0.0006970465183258057
2020-02-17,0.0,0.01557041984051466,5.125999450683594e-06,0.07661578059196472
2020-02-18,0.0,-0.0011436939239501953,-0.002531766891479492,8.285045623779297e-05
2020-02-19,0.0,0.0004565894487313926,-0.0005395412445068359,0.0029493868350982666
2020-02-20,0.0,0.02422981895506382,8.285045623779297e-05,0.11633425951004028
2020-02-21,0.0,0.00016300678544212133,-0.0005207061767578125,0.001473546028137207
2020-02-22,0.0,0.001833969377912581,-0.0002937912940979004,0.009691596031188965
2020-02-23,0.0,2.4129953384399414,-0.00021135807037353516,6.783936977386475
2020-02-24,0.0,-0.00010131597809959203,-0.000576317310333252,3.534555435180664e-05
2020-02-25,0.0,0.0006185233360156417,3.653764724731445e-05,0.001345217227935791
2020-02-26,0.0,-0.0012014389503747225,-0.0024605989456176758,3.653764724731445e-05
2020-02-27,0.0,-0.00039674638537690043,-0.0011348724365234375,0.00013634562492370605
2020-02-28,0.0,14.997629165649414,-0.0005950331687927246,74.98712921142578
2020-02-29,0.0,14.9990873336792,-0.0003522634506225586,74.99491882324219
2020-03-01,0.0,0.00013666153245139867,-0.00021845102310180664,0.00038823485374450684
2020-03-02,0.0,-0.00020979643159080297,-0.001152634620666504,8.484721183776855e-05
2020-03-03,0.0,0.0006508529186248779,-3.2007694244384766e-05,0.0015447735786437988
2020-03-04,0.0,-0.0005171954398974776,-0.0009711384773254395,8.055567741394043e-05
2020-03-05,0.0,-7.497072510886937e-05,-0.0003757476806640625,0.0002942383289337158
2020-03-06,0.0,3.6776066281163367e-06,-0.0003757476806640625,0.0002942383289337158
2020-03-07,0.0,-6.47246852167882e-05,-0.0003757476806640625,0.00022044777870178223
2020-03-08,0.0,9.819269325817004e-05,-0.0004107952117919922,0.00038823485374450684
2020-03-09,0.0,-0.0014612078666687012,-0.00740969181060791,8.484721183776855e-05
2020-03-10,0.0,0.0010104298125952482,-3.2007694244384766e-05,0.003407806158065796
2020-03-11,0.0,-0.00044565796270035207,-0.0008628368377685547,8.055567741394043e-05
2020-03-12,0.0,-2.0557641619234346e-05,-0.0003579854965209961,0.0002942383289337158
2020-03-13,0.0,5.809068534290418e-05,-0.0003579854965209961,0.0002942383289337158
2020-03-14,0.0,-4.2510033381404355e-05,-0.0005189776420593262,0.00022044777870178223
2020-03-15,0.0,0.00025093555450439453,2.60770320892334e-05,0.0005228519439697266
2020-03-16,20.0,12.033086776733398,0.0011487305164337158,19.99651527404785
2020-03-17,1.0,0.8014043569564819,0.015468597412109375,0.9990062713623047
2020-03-18,0.0,0.20214024186134338,0.0024261474609375,0.9986972808837891
2020-03-19,1.0,0.9719390869140625,0.8636717796325684,0.9996015429496765
2020-03-20,1.0,0.9986534118652344,0.996963381767273,0.9996015429496765
2020-03-21,0.0,0.43403172492980957,0.000130385160446167,2.1654553413391113
2020-03-22,7.0,5.597362995147705,0.000130385160446167,6.997542858123779
2020-03-23,-2.0,-1.998416543006897,-1.9991025924682617,-1.9974160194396973
2020-03-24,0.0,0.05685781314969063,-0.0038337111473083496,0.2879471182823181
2020-03-25,0.0,1.0764599210233428e-05,-0.0004387497901916504,0.0002778172492980957
2020-03-26,0.0,0.00035368799581192434,2.4527311325073242e-05,0.0010013282299041748
2020-03-27,0.0,0.001992386532947421,2.4527311325073242e-05,0.009388983249664307
2020-03-28,75.0,59.99650192260742,-0.0011259913444519043,74.9964370727539
2020-03-29,0.0,-2.2011994587955996e-05,-0.00010502338409423828,9.21487808227539e-05
2020-03-30,0.0,-7.752775854896754e-05,-0.00015228986740112305,0.00010845065116882324
2020-03-31,0.0,0.05751120299100876,-0.00015228986740112305,0.28789132833480835
2020-04-01,0.0,-9.058117575477809e-05,-0.00035125017166137695,6.851553916931152e-05
2020-04-02,0.0,9.581446647644043e-05,-7.50422477722168e-05,0.0002759099006652832
2020-04-03,0.0,3.311038017272949e-05,-0.00010335445404052734,0.0002759099006652832
2020-04-04,0.0,0.0001305699406657368,-0.00011861324310302734,0.00041231513023376465
2020-04-05,0.0,1.6754866010160185e-05,-5.507469177246094e-05,0.0001055002212524414
2020-04-06,0.0,4.390477988636121e-05,-5.990266799926758e-05,0.00033015012741088867
2020-04-07,0.0,4.9573183787288144e-05,-0.00022482872009277344,0.00025135278701782227
2020-04-08,0.0,-9.178519394481555e-05,-0.0003572702407836914,6.851553916931152e-05
2020-04-09,0.0,9.46164145716466e-05,-7.50422477722168e-05,0.0002759099006652832
2020-04-10,0.0,3.005862163263373e-05,-0.00011861324310302734,0.0002759099006652832
2020-04-11,0.0,0.0001305699406657368,-0.00011861324310302734,0.00041231513023376465
2020-04-12,0.0,1.6754866010160185e-05,-5.507469177246094e-05,0.0001055002212524414
2020-04-13,0.0,4.390477988636121e-05,-5.990266799926758e-05,0.00033015012741088867
2020-04-14,0.0,5.0646067393245175e-05,-0.00022482872009277344,0.0002567172050476074
2020-04-15,0.0,-0.00012705921835731715,-0.0005336403846740723,6.851553916931152e-05
2020-04-16,0.0,5.9342382883187383e-05,-7.50422477722168e-05,0.0002759099006652832
2020-04-17,0.0,0.0005513787036761642,-9.357929229736328e-06,0.0017953813076019287
2020-04-18,0.0,-5.172491000848822e-05,-0.0005602240562438965,0.0003380775451660156
2020-04-19,0.0,0.0008166134357452393,-0.00011438131332397461,0.0037261247634887695
2020-04-20,0.0,-0.0006359100225381553,-0.0025876760482788086,1.430511474609375e-05
2020-04-21,0.0,-0.0005990147474221885,-0.0037155747413635254,0.00038245320320129395
2020-04-22,0.0,-1.8656253814697266e-05,-0.0004482865333557129,0.00014206767082214355
2020-04-23,0.0,0.00019834042177535594,2.4527311325073242e-05,0.0004762113094329834
2020-04-24,0.0,9.496808343101293e-05,-0.00011932849884033203,0.00028204917907714844
2020-04-25,0.0,-5.6213139032479376e-05,-0.0006216168403625488,0.00028204917907714844
2020-04-26,0.0,0.00017875432968139648,-0.00015342235565185547,0.0008781254291534424
2020-04-27,0.0,-1.3077258699922822e-05,-0.00012320280075073242,0.00017008185386657715
2020-04-28,0.0,5.213022086536512e-05,-0.0001488327980041504,0.00034818053245544434
2020-04-29,0.0,-2.7316807972965762e-05,-0.00017958879470825195,0.0002224445343017578
2020-04-30,0.0,-4.7063826059456915e-05,-0.00017958879470825195,0.00014001131057739258
2020-05-01,0.0,3.1983850931283087e-05,-0.00011259317398071289,0.00027951598167419434
2020-05-02,0.0,0.00012849569611717016,-0.00011259317398071289,0.00041231513023376465
2020-05-03,0.0,1.6522408259334043e-05,-5.507469177246094e-05,0.00012072920799255371
2020-05-04,0.0,-6.474256224464625e-05,-0.00021666288375854492,1.1444091796875e-05
2020-05-05,0.0,5.028843952459283e-05,-0.00022125244140625,0.00025135278701782227
