,Arizona,forecast,interval_low,interval_high
2020-03-30,1157.0,138574.72574292895,,
2020-03-31,1289.0,138493.28670671102,,
2020-04-01,1413.0,138591.62286741086,,
2020-04-02,1596.0,138612.61850189007,,
2020-04-03,1769.0,138564.6419088537,,
2020-04-04,2019.0,138587.56442481664,,
2020-04-05,2269.0,138527.81167439942,,
2020-04-06,2460.0,138540.5616814858,,
2020-04-07,2575.0,138586.78143498188,,
2020-04-08,2726.0,138638.01467743737,,
2020-04-09,3018.0,138644.68628620874,,
2020-04-10,3112.0,138510.36321197526,,
2020-04-11,3393.0,138654.98246317115,,
2020-04-12,3542.0,138570.55843039005,,
2020-04-13,3705.0,138537.96666127362,,
2020-04-14,3809.0,138717.45886203428,,
2020-04-15,3964.0,138511.88249398387,,
2020-04-16,4237.0,138777.34157201208,,
2020-04-17,4511.0,138348.82540237752,,
2020-04-18,4724.0,138688.79440152206,,
2020-04-19,4933.0,138411.54359435532,,
2020-04-20,5068.0,138732.50898171225,,
2020-04-21,5256.0,138497.54047745702,,
2020-04-22,5473.0,138752.3341751568,,
2020-04-23,5772.0,138452.65578321536,,
2020-04-24,6045.0,138667.47816105656,,
2020-04-25,6286.0,138402.16570943382,,
2020-04-26,6534.0,138715.21948882833,,
2020-04-27,6725.0,138443.32918384313,,
2020-04-28,6955.0,138750.28280058195,,
2020-04-29,7209.0,138496.57054167232,,
2020-04-30,7655.0,138682.053259594,,
2020-05-01,7969.0,138382.43140389814,,
2020-05-02,8364.0,138584.32684343605,,
2020-05-03,8640.0,138509.83423405327,,
2020-05-04,8924.0,138572.75665613817,,
2020-05-05,9305.0,138680.8568124297,,
2020-05-06,9707.0,138480.29230750442,,
2020-05-07,9945.0,138635.12431105843,,
2020-05-08,10526.0,138559.96462387577,,
2020-05-09,10960.0,138559.37614020196,,
2020-05-10,11119.0,138362.4821228089,,
2020-05-11,11383.0,138915.11375514662,,
2020-05-12,11736.0,138506.39529294512,,
2020-05-13,12216.0,138763.4866681737,,
2020-05-14,12674.0,138343.67296865722,,
2020-05-15,13169.0,138652.8621425354,,
2020-05-16,13666.0,138394.54418670485,,
2020-05-17,13945.0,138579.8982931177,,
2020-05-18,14208.0,138606.918072164,,
2020-05-19,14576.0,138789.47757868576,,
2020-05-20,14906.0,138556.72809402537,,
2020-05-21,15348.0,138703.03745279938,,
2020-05-22,15624.0,138494.79282614536,,
2020-05-23,16053.0,138674.7791557848,,
2020-05-24,16377.0,138542.53139514988,,
2020-05-25,16575.0,138558.07278393046,,
2020-05-26,16864.0,138776.60369742507,,
2020-05-27,17318.0,138552.18362907073,,
2020-05-28,17877.0,138601.9053541538,,
2020-05-29,18472.0,138336.48443073712,,
2020-05-30,19258.0,138513.73262255412,,
2020-05-31,19936.0,138254.85549713662,,
2020-06-01,20129.0,138474.05549316775,,
2020-06-02,21264.0,138776.93426796808,,
2020-06-03,22356.0,138344.20358111308,,
2020-06-04,22886.0,138047.00707937576,,
2020-06-05,24439.0,138934.71002338492,,
2020-06-06,25451.0,137875.602758574,,
2020-06-07,26989.0,138516.27925731172,,
2020-06-08,27678.0,138228.1602622723,,
2020-06-09,28296.0,138590.04925200855,,
2020-06-10,29852.0,139346.08681917095,,
2020-06-11,31267.0,137765.6048410009,,
2020-06-12,33039.0,138847.37394033972,,
2020-06-13,34660.0,137723.2333956388,,
2020-06-14,35706.0,138630.6130363027,,
2020-06-15,36844.0,138471.83123497502,,
2020-06-16,39185.0,138975.71192539725,,
2020-06-17,40937.0,137856.63890203836,,
2020-06-18,43445.0,138374.1613263798,,
2020-06-19,46910.0,138125.9714749495,,
2020-06-20,50127.0,137137.3529192477,,
2020-06-21,52591.0,137943.00132748927,,
2020-06-22,54599.0,138150.952782342,,
2020-06-23,58378.0,139312.4226476889,,
2020-06-24,60190.0,137638.37227847642,,
2020-06-25,63281.0,139106.69566332587,,
2020-06-26,66659.0,138907.30182638514,,
2020-06-27,70124.0,137382.41331229094,,
2020-06-28,73920.0,139048.13915316504,,
2020-06-29,74545.0,136864.41738860065,,
2020-06-30,79228.0,141194.69148344366,,
2020-07-01,84105.0,137045.24313803195,,
2020-07-02,87445.0,137185.94497697995,,
2020-07-03,91872.0,138980.51772072245,,
2020-07-04,94567.0,137323.63796052634,,
2020-07-05,98103.0,139749.7389524321,,
2020-07-06,101455.0,138240.2021525108,,
2020-07-07,105094.0,139048.8830607769,,
2020-07-08,108614.0,138808.92204992342,,
2020-07-09,112671.0,138185.89434832588,,
2020-07-10,116892.0,138820.37048566208,,
2020-07-11,119930.0,137398.66773714492,,
2020-07-12,122467.0,139616.40837130722,,
2020-07-13,123824.0,138824.2126215174,,
2020-07-14,128097.0,140535.08216236043,,
2020-07-15,131354.0,137885.86749334927,,
2020-07-16,134613.0,138173.50438550164,,
2020-07-17,138523.0,139129.75593298877,,
2020-07-18,141265.0,137111.0956262448,,
2020-07-19,,145187.350060262,144407.26027583133,145967.43984469265
2020-07-20,,147892.72658050453,146554.0216814098,149231.43147959927
2020-07-21,,151704.55712906897,149984.05270524306,153425.06155289488
2020-07-22,,155089.87850606107,152883.94916048885,157295.8078516333
2020-07-23,,158358.49952180704,155743.32372677646,160973.67531683762
2020-07-24,,162210.92604042968,159059.66063056706,165362.1914502923
2020-07-25,,165219.38386948314,161546.22112038077,168892.5466185855
