,North Dakota,forecast,interval_low,interval_high
2020-01-23,0.0,-0.1686880737543106,-0.8192957639694214,-0.0010557770729064941
2020-01-24,0.0,0.06928086280822754,-0.28511905670166016,0.39332640171051025
2020-01-25,0.0,0.0382915660738945,-0.005190491676330566,0.15036219358444214
2020-01-26,0.0,0.1525304615497589,-0.005405783653259277,0.7662401795387268
2020-01-27,0.0,0.6902762651443481,0.0017067492008209229,3.420398235321045
2020-01-28,0.0,-0.03805419057607651,-0.19425761699676514,0.0027670860290527344
2020-01-29,0.0,-0.31112509965896606,-1.5471205711364746,0.001560121774673462
2020-01-30,0.0,-0.21571281552314758,-1.0692213773727417,0.001811593770980835
2020-01-31,0.0,-0.0015408158069476485,-0.0051070451736450195,0.004636019468307495
2020-02-01,0.0,0.004476523492485285,-0.0033372044563293457,0.016236692667007446
2020-02-02,0.0,-0.019110292196273804,-0.09126991033554077,0.004200100898742676
2020-02-03,0.0,-0.004319417290389538,-0.007563412189483643,0.005591213703155518
2020-02-04,0.0,-0.021060306578874588,-0.10077369213104248,0.0034157931804656982
2020-02-05,0.0,0.015051472000777721,-0.008907735347747803,0.0731702446937561
2020-02-06,0.0,0.12647655606269836,0.0062226057052612305,0.4184173345565796
2020-02-07,0.0,-0.008201414719223976,-0.027551651000976562,0.009927242994308472
2020-02-08,0.0,-0.005507153458893299,-0.019800186157226562,0.005630046129226685
2020-02-09,0.0,-0.0014804303646087646,-0.02222156524658203,0.008932769298553467
2020-02-10,0.0,0.0012062310706824064,-0.01910412311553955,0.021511107683181763
2020-02-11,0.0,-0.06367375701665878,-0.2594141960144043,-0.0028058886528015137
2020-02-12,0.0,1.2527776956558228,0.003882288932800293,4.97067403793335
2020-02-13,0.0,0.06036055088043213,0.0013893842697143555,0.23427492380142212
2020-02-14,0.0,-0.08701886981725693,-0.36956900358200073,-0.008084774017333984
2020-02-15,0.0,-0.13493719696998596,-0.6443859338760376,0.006025522947311401
2020-02-16,0.0,0.11390318721532822,-0.00024139881134033203,0.5376189947128296
2020-02-17,0.0,-0.001822352409362793,-0.010879039764404297,0.012150794267654419
2020-02-18,0.0,-0.005964213516563177,-0.02472454309463501,0.014104843139648438
2020-02-19,0.0,0.027555644512176514,-0.0048378705978393555,0.06826731562614441
2020-02-20,0.0,0.14857816696166992,-0.0013973712921142578,0.7238974571228027
2020-02-21,0.0,0.11822202056646347,-0.06840711832046509,0.6666502952575684
2020-02-22,0.0,-0.061689574271440506,-0.17288756370544434,0.01716277003288269
2020-02-23,0.0,-0.00706023583188653,-0.017740726470947266,0.00042879581451416016
2020-02-24,0.0,0.03676491975784302,0.003721088171005249,0.1543348729610443
2020-02-25,0.0,-0.0056441305205225945,-0.013341069221496582,-0.0008718371391296387
2020-02-26,0.0,-0.007459425833076239,-0.02480214834213257,0.004869997501373291
2020-02-27,0.0,0.0035584629513323307,-0.013449430465698242,0.024800866842269897
2020-02-28,0.0,0.051671337336301804,-0.009761333465576172,0.2466137707233429
2020-02-29,0.0,0.5085890889167786,0.0003230571746826172,2.520524024963379
2020-03-01,0.0,-0.0014143824810162187,-0.006735682487487793,0.004163861274719238
2020-03-02,0.0,0.18584659695625305,0.0016351044178009033,0.9018706679344177
2020-03-03,0.0,0.0005423187976703048,-0.0032779574394226074,0.007670760154724121
2020-03-04,0.0,0.03742063045501709,-0.01463991403579712,0.21713334321975708
2020-03-05,0.0,0.08266782015562057,-0.045136094093322754,0.3917926549911499
2020-03-06,0.0,0.009271454997360706,-0.006541192531585693,0.03417658805847168
2020-03-07,0.0,-0.027026265859603882,-0.12791788578033447,0.009024441242218018
2020-03-08,0.0,0.010405105538666248,0.0059514641761779785,0.01845073699951172
2020-03-09,0.0,0.06617201119661331,-0.013487100601196289,0.33958208560943604
2020-03-10,0.0,-0.010064631700515747,-0.0283738374710083,0.0018202364444732666
2020-03-11,0.0,0.6537781953811646,0.012937426567077637,1.21596097946167
2020-03-12,1.0,0.9332623481750488,0.6879078149795532,0.9998375177383423
2020-03-13,0.0,-0.01913462206721306,-0.08720666170120239,0.0035905838012695312
2020-03-14,0.0,0.05137583613395691,-0.01672297716140747,0.2700986862182617
2020-03-15,0.0,-0.18954622745513916,-0.5121914148330688,0.01559150218963623
2020-03-16,0.0,0.08866076171398163,-0.011926054954528809,0.3851381838321686
2020-03-17,2.0,1.6754573583602905,-0.09366220235824585,2.5447094440460205
2020-03-18,3.0,4.79782247543335,3.019231081008911,11.839686393737793
2020-03-19,13.0,10.90416431427002,2.644038438796997,12.996419906616211
2020-03-20,7.0,5.581539154052734,-0.1383238434791565,7.037341594696045
2020-03-21,2.0,1.5069799423217773,-0.46889179944992065,2.028935194015503
2020-03-22,0.0,0.354000061750412,0.006166696548461914,1.7206052541732788
2020-03-23,2.0,2.0045714378356934,1.997563123703003,2.0099737644195557
2020-03-24,6.0,6.003744125366211,5.99486780166626,6.028080940246582
2020-03-25,9.0,8.370023727416992,6.069714546203613,8.9686918258667
2020-03-26,6.0,10.692235946655273,6.009579181671143,17.77783966064453
2020-03-27,17.0,17.002010345458984,16.978124618530273,17.017406463623047
2020-03-28,26.0,20.0834903717041,6.59391450881958,25.989696502685547
2020-03-29,4.0,11.613563537597656,4.006247520446777,18.252084732055664
2020-03-30,11.0,12.177535057067871,11.002432823181152,16.835126876831055
2020-03-31,13.0,12.9061279296875,12.558476448059082,12.999244689941406
2020-04-01,20.0,19.060611724853516,15.373639106750488,19.99654197692871
2020-04-02,17.0,16.407766342163086,14.017814636230469,17.021528244018555
2020-04-03,14.0,13.988415718078613,13.98416805267334,13.993236541748047
2020-04-04,13.0,13.019020080566406,13.009407043457031,13.03331470489502
2020-04-05,21.0,16.086650848388672,4.411134719848633,20.996112823486328
2020-04-06,18.0,16.664981842041016,11.385846138000488,17.99602699279785
2020-04-07,12.0,12.007181167602539,11.96505069732666,12.029502868652344
2020-04-08,14.0,14.028701782226562,14.000408172607422,14.062278747558594
2020-04-09,18.0,17.946990966796875,17.937746047973633,17.960350036621094
2020-04-10,9.0,10.347322463989258,9.020528793334961,15.520078659057617
2020-04-11,15.0,14.977548599243164,14.946154594421387,15.018156051635742
2020-04-12,15.0,16.17950439453125,9.967124938964844,25.889175415039062
2020-04-13,23.0,22.126432418823242,18.65675163269043,23.010520935058594
2020-04-14,10.0,15.385503768920898,10.044570922851562,23.656930923461914
2020-04-15,24.0,25.379682540893555,23.925661087036133,27.517742156982422
2020-04-16,28.0,23.32720375061035,4.627262592315674,28.036470413208008
2020-04-17,0.0,0.03307752683758736,0.014597475528717041,0.04805687069892883
2020-04-18,135.0,117.09859466552734,45.852272033691406,134.92807006835938
2020-04-19,57.0,63.51117706298828,56.97565460205078,89.56359100341797
2020-04-20,42.0,36.697479248046875,15.482745170593262,42.043182373046875
2020-04-21,17.0,23.950550079345703,16.99462890625,51.63132858276367
2020-04-22,35.0,39.513893127441406,34.975120544433594,57.591827392578125
2020-04-23,30.0,30.014537811279297,29.981605529785156,30.050683975219727
2020-04-24,39.0,38.999794006347656,38.982032775878906,39.037925720214844
2020-04-25,55.0,56.48366165161133,55.00730895996094,62.34175491333008
2020-04-26,64.0,61.33624267578125,50.72563934326172,63.998836517333984
2020-04-27,75.0,74.96660614013672,74.9500961303711,74.98595428466797
2020-04-28,49.0,50.566673278808594,48.991424560546875,56.824459075927734
2020-04-29,42.0,41.231632232666016,38.023677825927734,42.095035552978516
2020-04-30,34.0,36.50126266479492,33.985687255859375,46.50037384033203
2020-05-01,40.0,40.62836456298828,39.996822357177734,43.08405303955078
2020-05-02,46.0,44.11773681640625,39.40243148803711,47.22183609008789
2020-05-03,38.0,38.00210189819336,37.985374450683594,38.0234489440918
2020-05-04,34.0,34.015254974365234,34.003719329833984,34.035491943359375
2020-05-05,41.0,40.98099136352539,40.948848724365234,41.00297927856445
2020-05-06,57.0,53.468414306640625,45.88407897949219,57.034629821777344
2020-05-07,48.0,49.90773391723633,48.010047912597656,52.77981185913086
2020-05-08,54.0,51.67418670654297,42.68330764770508,53.959083557128906
2020-05-09,39.0,38.111083984375,34.20958709716797,39.15993881225586
2020-05-10,27.0,28.629785537719727,26.928192138671875,35.24633026123047
2020-05-11,27.0,27.0134334564209,26.99641990661621,27.053226470947266
2020-05-12,53.0,53.9659423828125,52.970123291015625,57.865482330322266
2020-05-13,76.0,73.93255615234375,65.84228515625,75.96681213378906
2020-05-14,65.0,65.00523376464844,64.9958724975586,65.02066040039062
2020-05-15,49.0,49.051578521728516,49.00810241699219,49.09962463378906
2020-05-16,87.0,80.48939514160156,54.68724060058594,86.96708679199219
2020-05-17,52.0,51.605323791503906,49.83073806762695,52.094425201416016
2020-05-18,31.0,37.803260803222656,30.999862670898438,65.00076293945312
2020-05-19,63.0,65.73320007324219,62.95144271850586,76.74166870117188
2020-05-20,101.0,100.986328125,100.86135864257812,101.05709075927734
2020-05-21,134.0,115.61900329589844,87.20032501220703,133.96697998046875
2020-05-22,88.0,81.60748291015625,56.0613899230957,88.00607299804688
2020-05-23,48.0,48.035240173339844,48.01750183105469,48.085853576660156
2020-05-24,53.0,52.96482467651367,52.919395446777344,52.98054122924805
2020-05-25,39.0,25.660991668701172,-27.647628784179688,38.99592971801758
2020-05-26,-35.0,-22.985912322998047,-34.974815368652344,24.892547607421875
2020-05-27,17.0,20.33075714111328,17.008861541748047,33.5748176574707
2020-05-28,42.0,37.90068054199219,25.685861587524414,42.00505447387695
2020-05-29,39.0,38.96814727783203,38.91719436645508,38.997352600097656
2020-05-30,34.0,32.4936408996582,26.42446517944336,34.02872085571289
2020-05-31,23.0,30.87595558166504,23.008129119873047,38.43571090698242
2020-06-01,48.0,47.98606872558594,47.97197723388672,47.997528076171875
2020-06-02,21.0,30.686687469482422,21.003082275390625,45.470054626464844
2020-06-03,33.0,32.99833297729492,32.9501953125,33.05592727661133
2020-06-04,27.0,39.84526824951172,27.000137329101562,59.7740364074707
2020-06-05,39.0,49.76700973510742,38.99970626831055,69.43627166748047
2020-06-06,71.0,70.9646224975586,70.94400024414062,70.98111724853516
2020-06-07,45.0,44.4251594543457,42.1259765625,45.00576400756836
2020-06-08,19.0,19.00876808166504,18.996177673339844,19.0351619720459
2020-06-09,21.0,20.587087631225586,18.96455192565918,21.02053451538086
2020-06-10,40.0,36.932655334472656,30.84856414794922,41.15365219116211
2020-06-11,39.0,36.97429656982422,33.585540771484375,39.05363464355469
2020-06-12,36.0,36.87147521972656,35.984981536865234,40.29479217529297
2020-06-13,42.0,42.005401611328125,41.961334228515625,42.06133270263672
2020-06-14,22.0,25.508041381835938,21.987628936767578,31.474580764770508
2020-06-15,21.0,20.473400115966797,16.642894744873047,22.729137420654297
2020-06-16,23.0,22.768163681030273,21.84617805480957,23.004974365234375
2020-06-17,42.0,38.027435302734375,22.244155883789062,41.98958969116211
2020-06-18,27.0,31.296478271484375,27.008970260620117,40.98499298095703
2020-06-19,33.0,28.786212921142578,25.12770652770996,32.990543365478516
2020-06-20,25.0,25.0262508392334,24.985923767089844,25.077884674072266
2020-06-21,37.0,35.5365104675293,29.705345153808594,37.00225067138672
2020-06-22,25.0,26.849925994873047,24.981096267700195,34.283470153808594
2020-06-23,7.0,11.971460342407227,7.002020835876465,21.571718215942383
2020-06-24,42.0,32.18949508666992,20.0817813873291,41.996524810791016
2020-06-25,31.0,32.400352478027344,30.983600616455078,35.00661849975586
2020-06-26,28.0,30.716686248779297,27.991975784301758,36.665775299072266
2020-06-27,37.0,36.28145217895508,33.44257354736328,36.998172760009766
2020-06-28,37.0,38.21019744873047,36.99947738647461,42.406211853027344
2020-06-29,44.0,42.397125244140625,35.9620475769043,44.01589584350586
2020-06-30,37.0,33.933902740478516,28.750133514404297,36.997318267822266
2020-07-01,39.0,40.65088653564453,38.9897575378418,47.250980377197266
2020-07-02,42.0,41.999595642089844,41.9861946105957,42.01265335083008
2020-07-03,65.0,55.22247314453125,46.12394714355469,64.98845672607422
2020-07-04,57.0,56.998435974121094,56.98860168457031,57.00516891479492
2020-07-05,37.0,37.0154914855957,36.999942779541016,37.03916931152344
2020-07-06,33.0,37.448020935058594,32.988277435302734,55.231361389160156
2020-07-07,49.0,56.0047492980957,48.97941207885742,67.1155776977539
2020-07-08,73.0,73.01483154296875,72.99658203125,73.03204345703125
2020-07-09,100.0,96.54379272460938,82.84327697753906,99.98086547851562
2020-07-10,84.0,84.01038360595703,84.00255584716797,84.02218627929688
2020-07-11,88.0,89.9273681640625,87.9992904663086,94.1483383178711
2020-07-12,91.0,90.99101257324219,90.98902893066406,90.99239349365234
2020-07-13,108.0,107.99832916259766,107.98827362060547,108.00779724121094
2020-07-14,51.0,60.21440505981445,51.00956344604492,74.99637603759766
2020-07-15,72.0,71.99810791015625,71.99424743652344,72.00113677978516
2020-07-16,103.0,115.90510559082031,103.0057144165039,125.41368103027344
2020-07-17,124.0,121.3182601928711,110.67274475097656,123.98999786376953
2020-07-18,115.0,115.00335693359375,114.99803161621094,115.0124740600586
2020-07-19,,113.19769287109375,109.21746826171875,114.6601791381836
2020-07-20,,110.55960845947266,90.5761947631836,122.40337371826172
2020-07-21,,99.62080383300781,69.30770874023438,115.2547836303711
2020-07-22,,107.74296569824219,91.19837951660156,114.11283111572266
2020-07-23,,118.50621032714844,107.47332763671875,123.70963287353516
2020-07-24,,120.11861419677734,110.10266876220703,124.5101089477539
2020-07-25,,114.02238464355469,112.50035095214844,115.5955581665039
