,Kentucky,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,21607.65678696354,,
2020-01-25,0.0,21609.13446052617,,
2020-01-26,0.0,21610.87682434215,,
2020-01-27,0.0,21612.67852409214,,
2020-01-28,0.0,21613.811786047634,,
2020-01-29,0.0,21615.74124727507,,
2020-01-30,0.0,21617.30994718507,,
2020-01-31,0.0,21618.53517731531,,
2020-02-01,0.0,21619.462488648358,,
2020-02-02,0.0,21620.14773711541,,
2020-02-03,0.0,21620.645213303353,,
2020-02-04,0.0,21621.00174175591,,
2020-02-05,0.0,21621.25490095997,,
2020-02-06,0.0,21621.433481144028,,
2020-02-07,0.0,21621.55886840195,,
2020-02-08,0.0,21621.646619926083,,
2020-02-09,0.0,21621.707891982114,,
2020-02-10,0.0,21621.750606578655,,
2020-02-11,0.0,21621.780351052203,,
2020-02-12,0.0,21621.80104766422,,
2020-02-13,0.0,21621.815440875765,,
2020-02-14,0.0,21621.825446704166,,
2020-02-15,0.0,21621.83240070913,,
2020-02-16,0.0,21621.837232833786,,
2020-02-17,0.0,21621.840590105545,,
2020-02-18,0.0,21621.842922472144,,
2020-02-19,0.0,21621.844542717157,,
2020-02-20,0.0,21621.845668219,,
2020-02-21,0.0,21621.84645002495,,
2020-02-22,0.0,21621.846993078765,,
2020-02-23,0.0,21621.84737028652,,
2020-02-24,0.0,21621.847632294237,,
2020-02-25,0.0,21621.847814283,,
2020-02-26,0.0,21621.84794069055,,
2020-02-27,0.0,21621.848028491662,,
2020-02-28,0.0,21621.848089477084,,
2020-02-29,0.0,21621.848131836636,,
2020-03-01,0.0,21621.848161258906,,
2020-03-02,0.0,21621.848181695128,,
2020-03-03,0.0,21621.84819588979,,
2020-03-04,0.0,21621.848205749156,,
2020-03-05,0.0,21621.848212597302,,
2020-03-06,1.0,21621.848217353905,,
2020-03-07,1.0,21620.791297626136,,
2020-03-08,1.0,21621.92519866794,,
2020-03-09,4.0,21622.022116193017,,
2020-03-10,5.0,21618.845623784367,,
2020-03-11,8.0,21621.09180822029,,
2020-03-12,10.0,21619.44968065283,,
2020-03-13,14.0,21620.764261876495,,
2020-03-14,16.0,21618.75680105171,,
2020-03-15,18.0,21621.54302721882,,
2020-03-16,21.0,21621.70461931309,,
2020-03-17,26.0,21620.911571980094,,
2020-03-18,28.0,21618.743513408903,,
2020-03-19,50.0,21622.495950574594,,
2020-03-20,64.0,21601.568326265213,,
2020-03-21,87.0,21611.395933005446,,
2020-03-22,103.0,21604.518087609227,,
2020-03-23,123.0,21614.815653077127,,
2020-03-24,162.0,21611.447247198368,,
2020-03-25,197.0,21594.736664756914,,
2020-03-26,247.0,21601.491295656055,,
2020-03-27,301.0,21591.02014328628,,
2020-03-28,380.0,21591.038799661557,,
2020-03-29,438.0,21569.093550977483,,
