,Rhode Island,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.011683462808685284,0.011683462808685284,0.011683462808685284
2020-01-25,0.0,0.016459133422361823,0.016459133422361823,0.016459133422361823
2020-01-26,0.0,0.023854387899657565,0.023854387899657565,0.023854387899657565
2020-01-27,0.0,0.029583828102794498,0.029583828102794498,0.029583828102794498
2020-01-28,0.0,0.03236745942317015,0.03236745942317015,0.03236745942317015
2020-01-29,0.0,0.03571486284253149,0.03571486284253149,0.03571486284253149
2020-01-30,0.0,0.0403865880716205,0.0403865880716205,0.0403865880716205
2020-01-31,0.0,0.042185653919615596,0.042185653919615596,0.042185653919615596
2020-02-01,0.0,0.0392388154902207,0.0392388154902207,0.0392388154902207
2020-02-02,0.0,0.034867268823522694,0.034867268823522694,0.034867268823522694
2020-02-03,0.0,0.033003434565824705,0.033003434565824705,0.033003434565824705
2020-02-04,0.0,0.03448651057661487,0.03448651057661487,0.03448651057661487
2020-02-05,0.0,0.037759795068075155,0.037759795068075155,0.037759795068075155
2020-02-06,0.0,0.03996861164024663,0.03996861164024663,0.03996861164024663
2020-02-07,0.0,0.038945706002085335,0.038945706002085335,0.038945706002085335
2020-02-08,0.0,0.035818524065965494,0.035818524065965494,0.035818524065965494
2020-02-09,0.0,0.0336389591592067,0.0336389591592067,0.0336389591592067
2020-02-10,0.0,0.03398183148380845,0.03398183148380845,0.03398183148380845
2020-02-11,0.0,0.03625916083084205,0.03625916083084205,0.03625916083084205
2020-02-12,0.0,0.0384781977509102,0.0384781977509102,0.0384781977509102
2020-02-13,0.0,0.038562976976339605,0.038562976976339605,0.038562976976339605
2020-02-14,0.0,0.03645006536456224,0.03645006536456224,0.03645006536456224
2020-02-15,0.0,0.03426358284469648,0.03426358284469648,0.03426358284469648
2020-02-16,0.0,0.03384632194819157,0.03384632194819157,0.03384632194819157
2020-02-17,0.0,0.035317774092636464,0.035317774092636464,0.035317774092636464
2020-02-18,0.0,0.03734939839378618,0.03734939839378618,0.03734939839378618
2020-02-19,0.0,0.03810072706456534,0.03810072706456534,0.03810072706456534
2020-02-20,0.0,0.03684350135827133,0.03684350135827133,0.03684350135827133
2020-02-21,0.0,0.034851790389906795,0.034851790389906795,0.034851790389906795
2020-02-22,0.0,0.03393556649174926,0.03393556649174926,0.03393556649174926
2020-02-23,0.0,0.03472749526312788,0.03472749526312788,0.03472749526312788
2020-02-24,0.0,0.03645663782431524,0.03645663782431524,0.03645663782431524
2020-02-25,0.0,0.03758317461704553,0.03758317461704553,0.03758317461704553
2020-02-26,0.0,0.03703850697817034,0.03703850697817034,0.03703850697817034
2020-02-27,0.0,0.035375479676660576,0.035375479676660576,0.035375479676660576
2020-02-28,0.0,0.03416864276308296,0.03416864276308296,0.03416864276308296
2020-02-29,0.0,0.034390038934266204,0.034390038934266204,0.034390038934266204
2020-03-01,0.0,0.0357499175689918,0.0357499175689918,0.0357499175689918
2020-03-02,0.0,0.03703951754278932,0.03703951754278932,0.03703951754278932
2020-03-03,0.0,0.03706485299282626,0.03706485299282626,0.03706485299282626
2020-03-04,0.0,0.03580956681348312,0.03580956681348312,0.03580956681348312
2020-03-05,0.0,0.03448814953132487,0.03448814953132487,0.03448814953132487
2020-03-06,0.0,0.03424737955968172,0.03424737955968172,0.03424737955968172
2020-03-07,0.0,0.03520665477817528,0.03520665477817528,0.03520665477817528
2020-03-08,0.0,0.03649945876365063,0.03649945876365063,0.03649945876365063
2020-03-09,0.0,0.03695205413970082,0.03695205413970082,0.03695205413970082
2020-03-10,0.0,0.03613545533587225,0.03613545533587225,0.03613545533587225
2020-03-11,0.0,0.03484733325928635,0.03484733325928635,0.03484733325928635
2020-03-12,0.0,0.03425716706986713,0.03425716706986713,0.03425716706986713
2020-03-13,0.0,0.03481389612281508,0.03481389612281508,0.03481389612281508
2020-03-14,0.0,0.03599047356301279,0.03599047356301279,0.03599047356301279
2020-03-15,0.0,0.036731613340342466,0.036731613340342466,0.036731613340342466
2020-03-16,0.0,0.03634313004241675,0.03634313004241675,0.03634313004241675
2020-03-17,0.0,0.03520622318993519,0.03520622318993519,0.03520622318993519
2020-03-18,0.0,0.034382924655278035,0.034382924655278035,0.034382924655278035
2020-03-19,0.0,0.03456072493733427,0.03456072493733427,0.03456072493733427
2020-03-20,0.0,0.03553604421521529,0.03553604421521529,0.03553604421521529
2020-03-21,0.0,0.03643643838663969,0.03643643838663969,0.03643643838663969
2020-03-22,0.0,0.03643195933737557,0.03643195933737557,0.03643195933737557
2020-03-23,0.0,0.0355312412991758,0.0355312412991758,0.0355312412991758
2020-03-24,0.0,0.03459019453843268,0.03459019453843268,0.03459019453843268
2020-03-25,0.0,0.034434758511967006,0.034434758511967006,0.034434758511967006
2020-03-26,0.0,0.03515454730830962,0.03515454730830962,0.03515454730830962
2020-03-27,0.0,0.03609924571327284,0.03609924571327284,0.03609924571327284
2020-03-28,2.0,2.036410282613284,2.036410282613284,2.036410282613284
2020-03-29,1.0,0.0,0.0,0.0
2020-03-30,1.0,0.4321489934767847,0.4321489934767847,0.4321489934767847
2020-03-31,4.0,4.086523648570038,4.086523648570038,4.086523648570038
2020-04-01,2.0,0.0,0.0,0.0
2020-04-02,2.0,1.4743443853220723,1.4743443853220723,1.4743443853220723
2020-04-03,2.0,2.357799674339384,2.357799674339384,2.357799674339384
2020-04-04,3.0,3.437297697916148,3.437297697916148,3.437297697916148
2020-04-05,8.0,7.346507677650877,7.346507677650877,7.346507677650877
2020-04-06,2.0,0.0,0.0,0.0
