,Alabama,forecast,interval_low,interval_high
2020-01-23,0.0,0.18915888667106628,0.05999079346656799,0.30479100346565247
2020-01-24,0.0,-0.04515918344259262,-0.2818912863731384,0.03739285469055176
2020-01-25,0.0,-8.247335433959961,-28.989234924316406,-0.36669260263442993
2020-01-26,0.0,3.2096869945526123,0.0673622190952301,15.005681037902832
2020-01-27,0.0,-0.24734577536582947,-0.6079126596450806,0.005129456520080566
2020-01-28,0.0,0.05801958963274956,-0.11313837766647339,0.1900377869606018
2020-01-29,0.0,-3.2424588203430176,-15.512840270996094,-0.022410333156585693
2020-01-30,0.0,-0.30052927136421204,-1.3269087076187134,0.02312830090522766
2020-01-31,0.0,6.261205673217773,-0.08367592096328735,29.980859756469727
2020-02-01,0.0,-1.4348052740097046,-12.903175354003906,9.612679481506348
2020-02-02,0.0,2.2621684074401855,-0.09306943416595459,11.186405181884766
2020-02-03,0.0,-0.011338496580719948,-0.3778063654899597,0.2860909104347229
2020-02-04,0.0,0.10556630045175552,0.01836356520652771,0.25913137197494507
2020-02-05,0.0,-0.20163500308990479,-0.43452394008636475,0.08469134569168091
2020-02-06,0.0,0.06456924974918365,-0.24811357259750366,0.33258891105651855
2020-02-07,0.0,0.07609651237726212,-0.21141862869262695,0.3876805603504181
2020-02-08,0.0,-0.027469908818602562,-0.6300754547119141,0.1747264266014099
2020-02-09,0.0,1.0092155933380127,-0.38738757371902466,5.569697380065918
2020-02-10,0.0,-0.10487206280231476,-0.23336267471313477,-0.028194725513458252
2020-02-11,0.0,0.1662915050983429,0.07335671782493591,0.24856218695640564
2020-02-12,0.0,-1.3245823383331299,-5.962263584136963,-0.10956168174743652
2020-02-13,0.0,-0.09763278067111969,-0.6182019710540771,0.2038630247116089
2020-02-14,0.0,0.36645421385765076,-0.11494314670562744,0.9183368682861328
2020-02-15,0.0,-3.3475639820098877,-8.44785213470459,0.14855816960334778
2020-02-16,0.0,2.287447452545166,-0.7764678001403809,11.538008689880371
2020-02-17,0.0,0.4952624440193176,-0.34690719842910767,1.610742449760437
2020-02-18,0.0,0.302778422832489,-0.11110889911651611,0.752038836479187
2020-02-19,0.0,0.3782083988189697,-0.7460992336273193,2.9241724014282227
2020-02-20,0.0,0.3985850214958191,0.0011327266693115234,0.8223686218261719
2020-02-21,0.0,-0.13103142380714417,-0.4168244004249573,0.20556244254112244
2020-02-22,0.0,-0.06124735623598099,-0.1816067099571228,0.10878965258598328
2020-02-23,0.0,0.13601401448249817,-0.02608788013458252,0.3809257745742798
2020-02-24,0.0,-0.04540625959634781,-2.4065396785736084,2.251779794692993
2020-02-25,0.0,1.1173903942108154,-0.15785372257232666,3.346038341522217
2020-02-26,0.0,3.0558013916015625,-0.14317357540130615,14.809703826904297
2020-02-27,0.0,-0.2407023012638092,-0.539393424987793,0.09082761406898499
2020-02-28,0.0,0.07925157248973846,-0.13870584964752197,0.295229434967041
2020-02-29,0.0,2.8056554794311523,-0.13486886024475098,14.166088104248047
2020-03-01,0.0,-2.8178553581237793,-14.117707252502441,0.062334269285202026
2020-03-02,0.0,0.01889464259147644,-0.08893692493438721,0.07558098435401917
2020-03-03,0.0,-0.26463034749031067,-1.6420307159423828,0.2552349865436554
2020-03-04,0.0,-1.5719965696334839,-6.427183151245117,-0.02723836898803711
2020-03-05,0.0,-1.1823945045471191,-6.226634502410889,0.2112227976322174
2020-03-06,0.0,0.24925532937049866,0.015058040618896484,0.445615291595459
2020-03-07,0.0,-0.07274675369262695,-0.36720913648605347,0.5585464835166931
2020-03-08,0.0,-0.34774166345596313,-1.1010109186172485,0.16815289855003357
2020-03-09,0.0,3.4500346183776855,0.11390331387519836,12.923169136047363
2020-03-10,0.0,-0.02024756744503975,-0.24351119995117188,0.27539244294166565
2020-03-11,0.0,-1.429985761642456,-5.5390472412109375,-0.1819995641708374
2020-03-12,0.0,0.6209937334060669,0.15725591778755188,1.024094581604004
2020-03-13,5.0,4.422791481018066,2.5512335300445557,5.065014839172363
2020-03-14,2.0,3.106682538986206,2.0128567218780518,6.891078472137451
2020-03-15,4.0,5.243035316467285,3.823927879333496,10.342479705810547
2020-03-16,18.0,18.000179290771484,17.48529815673828,18.722530364990234
2020-03-17,10.0,10.868067741394043,9.680315971374512,14.24793529510498
2020-03-18,12.0,17.59721565246582,11.89720630645752,22.7244815826416
2020-03-19,27.0,26.980215072631836,26.56437110900879,27.399993896484375
2020-03-20,28.0,26.774993896484375,22.968042373657227,27.875478744506836
2020-03-21,25.0,24.197463989257812,21.45291519165039,25.394838333129883
2020-03-22,26.0,28.577693939208984,25.891292572021484,38.66036605834961
2020-03-23,39.0,39.25945281982422,39.07309341430664,39.49578094482422
2020-03-24,46.0,62.247459411621094,45.95699691772461,126.58042907714844
2020-03-25,139.0,121.4186782836914,82.84871673583984,138.67327880859375
2020-03-26,136.0,135.93695068359375,135.80181884765625,136.19281005859375
2020-03-27,70.0,91.16752624511719,70.31774139404297,122.51763153076172
2020-03-28,107.0,101.95802307128906,82.61531066894531,106.92052459716797
2020-03-29,131.0,116.3295669555664,86.52053833007812,138.6677703857422
2020-03-30,74.0,81.60398864746094,73.9986572265625,98.03441619873047
2020-03-31,88.0,88.05317687988281,88.04301452636719,88.07482147216797
2020-04-01,73.0,73.07688903808594,73.0185317993164,73.20874786376953
2020-04-02,173.0,194.6106719970703,173.087158203125,280.5906982421875
2020-04-03,262.0,261.3395080566406,261.1092834472656,261.6720886230469
2020-04-04,119.0,130.40211486816406,119.24764251708984,174.03709411621094
