,Northern Mariana Islands,forecast,interval_low,interval_high
2020-01-22,0.0,1.0412931260361802e-05,-0.00017029047012329102,0.00014138221740722656
2020-01-23,0.0,1.0412931260361802e-05,-0.00017029047012329102,0.00014138221740722656
2020-01-24,0.0,-5.7899953390005976e-05,-0.0004886388778686523,0.00014138221740722656
2020-01-25,0.0,1.6123056411743164e-05,-1.8537044525146484e-05,4.139542579650879e-05
2020-01-26,0.0,8.150935173034668e-05,-8.231401443481445e-05,0.0003783702850341797
2020-01-27,0.0,0.0001450181007385254,-1.233816146850586e-05,0.0004035532474517822
2020-01-28,0.0,7.10725798853673e-05,-1.233816146850586e-05,0.00014138221740722656
2020-01-29,0.0,9.242296073352918e-05,-1.233816146850586e-05,0.0002397596836090088
2020-01-30,0.0,0.00013865232176613063,1.901388168334961e-05,0.0002592802047729492
2020-01-31,0.0,0.18338045477867126,1.901388168334961e-05,0.9163527488708496
2020-02-01,0.0,0.0005302548524923623,-5.704164505004883e-05,0.0021200180053710938
2020-02-02,0.0,0.000973689544480294,-7.331371307373047e-05,0.003970116376876831
2020-02-03,0.0,-9.754896018421277e-05,-0.0006892681121826172,0.0005641579627990723
2020-02-04,0.0,-6.061196472728625e-05,-0.0007972121238708496,0.00032910704612731934
2020-02-05,0.0,9.111165854847059e-05,-8.344650268554688e-05,0.0004170835018157959
2020-02-06,0.0,0.00038272739038802683,-0.0004463791847229004,0.0018658936023712158
2020-02-07,0.0,0.00015814304060768336,-0.0011412501335144043,0.001501232385635376
2020-02-08,0.0,1.28507617773721e-05,-0.0002944469451904297,0.00030231475830078125
2020-02-09,0.0,0.00019418001465965062,8.046627044677734e-07,0.0008557140827178955
2020-02-10,0.0,0.0002502620336599648,5.9485435485839844e-05,0.0004947185516357422
2020-02-11,0.0,5.578994660027092e-06,-0.0004875659942626953,0.00029033422470092773
2020-02-12,0.0,-0.00012488961510825902,-0.0005047917366027832,5.9485435485839844e-05
2020-02-13,0.0,4.345178695075447e-06,-0.00021523237228393555,0.00014138221740722656
2020-02-14,0.0,0.00013062954531051219,2.2649765014648438e-06,0.0004394054412841797
