,Mississippi,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.09905141274147969,0.09905141274147969,0.09905141274147969
2020-01-25,0.0,0.14149245261709956,0.14149245261709956,0.14149245261709956
2020-01-26,0.0,0.17285932898458706,0.17285932898458706,0.17285932898458706
2020-01-27,0.0,0.2179432460160357,0.2179432460160357,0.2179432460160357
2020-01-28,0.0,0.28724084291603613,0.28724084291603613,0.28724084291603613
2020-01-29,0.0,0.3301905795796043,0.3301905795796043,0.3301905795796043
2020-01-30,0.0,0.44848067338970177,0.44848067338970177,0.44848067338970177
2020-01-31,0.0,0.5011646090568499,0.5011646090568499,0.5011646090568499
2020-02-01,0.0,0.5207395523934524,0.5207395523934524,0.5207395523934524
2020-02-02,0.0,0.5275126820603045,0.5275126820603045,0.5275126820603045
2020-02-03,0.0,0.5297978804711914,0.5297978804711914,0.5297978804711914
2020-02-04,0.0,0.5305622996221261,0.5305622996221261,0.5305622996221261
2020-02-05,0.0,0.5308172695537133,0.5308172695537133,0.5308172695537133
2020-02-06,0.0,0.530902232382334,0.530902232382334,0.530902232382334
2020-02-07,0.0,0.5309305352095505,0.5309305352095505,0.5309305352095505
2020-02-08,0.0,0.5309399624443265,0.5309399624443265,0.5309399624443265
2020-02-09,0.0,0.530943102399045,0.530943102399045,0.530943102399045
2020-02-10,0.0,0.5309441482199156,0.5309441482199156,0.5309441482199156
2020-02-11,0.0,0.5309444965488178,0.5309444965488178,0.5309444965488178
2020-02-12,0.0,0.5309446125656885,0.5309446125656885,0.5309446125656885
2020-02-13,0.0,0.5309446512070654,0.5309446512070654,0.5309446512070654
2020-02-14,0.0,0.5309446640772263,0.5309446640772263,0.5309446640772263
2020-02-15,0.0,0.5309446683638497,0.5309446683638497,0.5309446683638497
2020-02-16,0.0,0.5309446697915817,0.5309446697915817,0.5309446697915817
2020-02-17,0.0,0.5309446702671118,0.5309446702671118,0.5309446702671118
2020-02-18,0.0,0.5309446704254951,0.5309446704254951,0.5309446704254951
2020-02-19,0.0,0.5309446704782473,0.5309446704782473,0.5309446704782473
2020-02-20,0.0,0.5309446704958174,0.5309446704958174,0.5309446704958174
2020-02-21,0.0,0.5309446705016693,0.5309446705016693,0.5309446705016693
2020-02-22,0.0,0.5309446705036184,0.5309446705036184,0.5309446705036184
2020-02-23,0.0,0.5309446705042676,0.5309446705042676,0.5309446705042676
2020-02-24,0.0,0.5309446705044839,0.5309446705044839,0.5309446705044839
2020-02-25,0.0,0.5309446705045558,0.5309446705045558,0.5309446705045558
2020-02-26,0.0,0.5309446705045798,0.5309446705045798,0.5309446705045798
2020-02-27,0.0,0.5309446705045878,0.5309446705045878,0.5309446705045878
2020-02-28,0.0,0.5309446705045905,0.5309446705045905,0.5309446705045905
2020-02-29,0.0,0.5309446705045914,0.5309446705045914,0.5309446705045914
2020-03-01,0.0,0.5309446705045916,0.5309446705045916,0.5309446705045916
2020-03-02,0.0,0.5309446705045917,0.5309446705045917,0.5309446705045917
2020-03-03,0.0,0.5309446705045917,0.5309446705045917,0.5309446705045917
2020-03-04,0.0,0.5309446705045918,0.5309446705045918,0.5309446705045918
2020-03-05,0.0,0.5309446705045918,0.5309446705045918,0.5309446705045918
2020-03-06,0.0,0.5309446705045919,0.5309446705045919,0.5309446705045919
2020-03-07,0.0,0.5309446705045919,0.5309446705045919,0.5309446705045919
2020-03-08,0.0,0.5309446705045919,0.5309446705045919,0.5309446705045919
2020-03-09,0.0,0.5309446705045919,0.5309446705045919,0.5309446705045919
2020-03-10,0.0,0.5309446705045919,0.5309446705045919,0.5309446705045919
2020-03-11,0.0,0.5309446705045918,0.5309446705045918,0.5309446705045918
2020-03-12,0.0,0.5309446705045918,0.5309446705045918,0.5309446705045918
2020-03-13,0.0,0.5309446705045918,0.5309446705045918,0.5309446705045918
2020-03-14,0.0,0.5309446705045918,0.5309446705045918,0.5309446705045918
2020-03-15,0.0,0.5309446705045918,0.5309446705045918,0.5309446705045918
2020-03-16,0.0,0.5309446705045918,0.5309446705045918,0.5309446705045918
2020-03-17,0.0,0.5309446705045918,0.5309446705045918,0.5309446705045918
2020-03-18,0.0,0.5309446705045918,0.5309446705045918,0.5309446705045918
2020-03-19,1.0,1.5309446705045917,1.5309446705045917,1.5309446705045917
2020-03-20,0.0,0.0,0.0,0.0
2020-03-21,0.0,0.5880731537631424,0.5880731537631424,0.5880731537631424
2020-03-22,0.0,0.48758604750763745,0.48758604750763745,0.48758604750763745
2020-03-23,0.0,0.6009554377569478,0.6009554377569478,0.6009554377569478
