,Wisconsin,forecast,interval_low,interval_high
2020-03-07,0.0,35.15840530395508,9.756646156311035,50.77997970581055
2020-03-08,0.0,36.87382507324219,26.106748580932617,42.67576217651367
2020-03-09,0.0,25.883081436157227,23.051647186279297,30.533935546875
2020-03-10,3.0,21.36299705505371,10.544870376586914,29.738235473632812
2020-03-11,1.0,23.17547035217285,22.860702514648438,23.378772735595703
2020-03-12,4.0,37.15602493286133,32.84305953979492,41.96901321411133
2020-03-13,11.0,28.6683292388916,23.39219856262207,33.38077163696289
2020-03-14,8.0,35.15840530395508,9.756646156311035,50.77997970581055
2020-03-15,1.0,36.87382507324219,26.106748580932617,42.67576217651367
2020-03-16,20.0,26.189125061035156,23.403810501098633,30.791242599487305
2020-03-17,25.0,21.741798400878906,10.95119571685791,30.070777893066406
2020-03-18,38.0,23.626684188842773,23.323434829711914,23.81426429748535
2020-03-19,48.0,37.44846725463867,33.14342498779297,42.178192138671875
2020-03-20,60.0,29.081045150756836,23.869312286376953,33.81654357910156
2020-03-21,63.0,35.58964157104492,10.34298038482666,51.12390899658203
2020-03-22,99.0,37.25707244873047,26.50965690612793,43.02104187011719
2020-03-23,44.0,35.41944885253906,33.34934616088867,39.00071716308594
2020-03-24,56.0,32.44907760620117,22.141939163208008,39.909122467041016
2020-03-25,140.0,35.30520248413086,34.35316467285156,36.58415222167969
2020-03-26,107.0,46.518310546875,42.1671028137207,49.80621337890625
2020-03-27,198.0,39.97453689575195,36.06107711791992,44.792640686035156
2020-03-28,129.0,47.03810501098633,24.706769943237305,61.339111328125
2020-03-29,109.0,47.848175048828125,37.60988235473633,53.296627044677734
2020-03-30,66.0,80.67314910888672,78.83797454833984,81.78955078125
2020-03-31,182.0,80.80912017822266,71.72358703613281,86.99037170410156
2020-04-01,144.0,84.90629577636719,83.03247833251953,86.41609191894531
2020-04-02,192.0,92.22277069091797,86.95449829101562,96.98369598388672
2020-04-03,264.0,87.817138671875,85.47415924072266,91.59496307373047
2020-04-04,18.0,96.56351470947266,80.27398681640625,109.71009826660156
2020-04-05,290.0,95.96224212646484,87.24320220947266,103.05661010742188
2020-04-06,129.0,138.7828826904297,134.56265258789062,144.3730926513672
2020-04-07,129.0,140.1728973388672,131.62208557128906,147.37391662597656
2020-04-08,132.0,143.71995544433594,138.5653839111328,150.62899780273438
2020-04-09,176.0,152.55970764160156,145.26902770996094,159.66725158691406
2020-04-10,182.0,146.03880310058594,144.85435485839844,148.03018188476562
2020-04-11,145.0,155.8123779296875,140.80386352539062,170.99990844726562
2020-04-12,128.0,155.5125274658203,147.41500854492188,164.6210479736328
2020-04-13,87.0,176.8735809326172,169.46368408203125,185.96884155273438
2020-04-14,127.0,177.19996643066406,168.39053344726562,186.67214965820312
2020-04-15,166.0,179.093994140625,171.3209686279297,193.03213500976562
2020-04-16,154.0,192.9578857421875,183.8643341064453,199.95774841308594
2020-04-17,178.0,181.99693298339844,178.81533813476562,184.5156707763672
2020-04-18,146.0,191.65541076660156,173.84681701660156,210.0700225830078
2020-04-19,147.0,192.9227294921875,184.81146240234375,202.91346740722656
2020-04-20,153.0,151.58746337890625,146.3360137939453,158.53155517578125
2020-04-21,126.0,153.08799743652344,143.91395568847656,161.0022735595703
2020-04-22,220.0,154.44200134277344,147.88478088378906,164.8017578125
2020-04-23,207.0,166.27584838867188,157.78097534179688,173.2745819091797
2020-04-24,304.0,156.83848571777344,155.62742614746094,157.51345825195312
2020-04-25,331.0,167.2179412841797,150.51214599609375,185.01756286621094
2020-04-26,225.0,167.61492919921875,159.6588897705078,177.30287170410156
2020-04-27,169.0,162.09425354003906,158.111328125,169.12673950195312
2020-04-28,208.0,165.40402221679688,157.36611938476562,171.9740753173828
2020-04-29,231.0,169.8671417236328,163.87965393066406,177.35279846191406
