,Tennessee,forecast,interval_low,interval_high
2020-01-23,0.0,0.01218959130346775,0.0007206201553344727,0.04944607615470886
2020-01-24,0.0,-0.02950221300125122,-0.10628032684326172,-0.0019952058792114258
2020-01-25,0.0,0.08460260182619095,-0.003590881824493408,0.42611363530158997
2020-01-26,0.0,-0.008660840801894665,-0.048262596130371094,0.0026149749755859375
2020-01-27,0.0,-0.00151614542119205,-0.006431162357330322,0.0010632872581481934
2020-01-28,0.0,0.00931462086737156,-0.002422630786895752,0.048876285552978516
2020-01-29,0.0,0.08882320672273636,0.0018341243267059326,0.4087497293949127
2020-01-30,0.0,-0.01983821392059326,-0.06453555822372437,-0.0004934072494506836
2020-01-31,0.0,0.003946238663047552,-0.0006976723670959473,0.01095399260520935
2020-02-01,0.0,0.0032536746002733707,-0.0034798383712768555,0.024856239557266235
2020-02-02,0.0,0.0010718703269958496,4.13060188293457e-05,0.0025071799755096436
2020-02-03,0.0,0.02403552457690239,-0.007412254810333252,0.13383302092552185
2020-02-04,0.0,0.005547976586967707,-0.0004054903984069824,0.009764134883880615
2020-02-05,0.0,-0.14153996109962463,-0.5835847854614258,-0.009903132915496826
2020-02-06,0.0,0.022548217326402664,0.0038340091705322266,0.07593429088592529
2020-02-07,0.0,-0.008682596497237682,-0.02437281608581543,-8.594989776611328e-05
2020-02-08,0.0,0.07127172499895096,-0.0017538666725158691,0.31493663787841797
2020-02-09,0.0,-0.006314498372375965,-0.021092772483825684,0.013321787118911743
2020-02-10,0.0,0.04833521693944931,-0.15526461601257324,0.39292478561401367
2020-02-11,0.0,0.18389186263084412,0.003408074378967285,0.4892277717590332
2020-02-12,0.0,-0.012323206290602684,-0.05237019062042236,0.01120409369468689
2020-02-13,0.0,-0.029080718755722046,-0.11031681299209595,0.0012992918491363525
2020-02-14,0.0,0.01646062172949314,0.0076334476470947266,0.028202205896377563
2020-02-15,0.0,-0.10874445736408234,-0.3879202604293823,-0.006310939788818359
2020-02-16,0.0,0.3951997458934784,0.0011771619319915771,1.3294456005096436
2020-02-17,0.0,-0.05417630821466446,-0.2611919045448303,0.0072675347328186035
2020-02-18,0.0,-0.0015867531765252352,-0.014628589153289795,0.012667953968048096
2020-02-19,0.0,-0.020140696316957474,-0.032347917556762695,-0.005779922008514404
2020-02-20,0.0,0.021224146708846092,0.0038711726665496826,0.028634309768676758
2020-02-21,0.0,-0.010426580905914307,-0.022644102573394775,0.0032401084899902344
2020-02-22,0.0,-0.003455263329669833,-0.012208759784698486,0.012711197137832642
2020-02-23,0.0,0.05623966455459595,0.0037348568439483643,0.20131653547286987
2020-02-24,0.0,-0.02961161732673645,-0.12802666425704956,0.005288273096084595
2020-02-25,0.0,-0.001505732536315918,-0.007884085178375244,0.0031486451625823975
2020-02-26,0.0,-0.013804989866912365,-0.08460956811904907,0.007452487945556641
2020-02-27,0.0,-0.0007970273727551103,-0.008245289325714111,0.005484789609909058
2020-02-28,0.0,-0.003446865128353238,-0.009327113628387451,-0.0009316802024841309
2020-02-29,0.0,0.007844788022339344,-0.06752514839172363,0.12185239791870117
2020-03-01,0.0,0.0008877337095327675,-0.001918792724609375,0.002834796905517578
2020-03-02,0.0,0.26362794637680054,0.0005677342414855957,0.9981274008750916
2020-03-03,0.0,0.034610815346241,-0.00672680139541626,0.18138563632965088
2020-03-04,0.0,0.054365843534469604,-0.02254962921142578,0.2564546465873718
2020-03-05,0.0,-0.16627298295497894,-0.6191874742507935,-0.0035893917083740234
2020-03-06,0.0,0.06652122735977173,0.0015797019004821777,0.3032558560371399
2020-03-07,0.0,-0.006346845533698797,-0.018365919589996338,0.00546032190322876
2020-03-08,0.0,0.00901030283421278,-0.006648421287536621,0.02290937304496765
2020-03-09,0.0,0.24206849932670593,-0.006344318389892578,0.845733106136322
2020-03-10,0.0,0.022440940141677856,-0.01940864324569702,0.13476189970970154
2020-03-11,0.0,-0.07160625606775284,-0.28675490617752075,0.005180776119232178
2020-03-12,0.0,0.01528591476380825,0.0073194801807403564,0.024666130542755127
2020-03-13,0.0,-0.04299791529774666,-0.14989322423934937,0.017714112997055054
2020-03-14,0.0,0.01046184916049242,0.00257188081741333,0.018132030963897705
2020-03-15,0.0,-0.016910087317228317,-0.03876626491546631,-0.0007328391075134277
2020-03-16,0.0,-0.046880267560482025,-0.26768600940704346,0.02812543511390686
2020-03-17,0.0,0.0015261709922924638,-0.012100398540496826,0.009641140699386597
2020-03-18,0.0,-0.16283123195171356,-0.44314950704574585,-0.006507515907287598
2020-03-19,0.0,0.018657958135008812,-0.00209200382232666,0.07315391302108765
2020-03-20,1.0,0.9654461741447449,0.9391388893127441,0.9896680116653442
2020-03-21,0.0,0.03646140173077583,0.014922559261322021,0.06339502334594727
