,Mississippi,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,5.271810173693852,5.271810173693852,5.271810173693852
2020-01-25,0.0,7.370643099218357,7.370643099218357,7.370643099218357
2020-01-26,0.0,10.039422389315646,10.039422389315646,10.039422389315646
2020-01-27,0.0,11.318898824527759,11.318898824527759,11.318898824527759
2020-01-28,0.0,14.048681760707005,14.048681760707005,14.048681760707005
2020-01-29,0.0,15.731842126276657,15.731842126276657,15.731842126276657
2020-01-30,0.0,21.33621179930301,21.33621179930301,21.33621179930301
2020-01-31,0.0,25.003248812757178,25.003248812757178,25.003248812757178
2020-02-01,0.0,27.139572842010338,27.139572842010338,27.139572842010338
2020-02-02,0.0,28.3008302778562,28.3008302778562,28.3008302778562
2020-02-03,0.0,28.908370936582415,28.908370936582415,28.908370936582415
2020-02-04,0.0,29.219865626670998,29.219865626670998,29.219865626670998
2020-02-05,0.0,29.37792000424294,29.37792000424294,29.37792000424294
2020-02-06,0.0,29.45769436829501,29.45769436829501,29.45769436829501
2020-02-07,0.0,29.49785109024925,29.49785109024925,29.49785109024925
2020-02-08,0.0,29.518037908938894,29.518037908938894,29.518037908938894
2020-02-09,0.0,29.528178965263827,29.528178965263827,29.528178965263827
2020-02-10,0.0,29.533271695002007,29.533271695002007,29.533271695002007
2020-02-11,0.0,29.535828771939904,29.535828771939904,29.535828771939904
2020-02-12,0.0,29.537112578731616,29.537112578731616,29.537112578731616
2020-02-13,0.0,29.537757099355858,29.537757099355858,29.537757099355858
2020-02-14,0.0,29.53808066661435,29.53808066661435,29.53808066661435
2020-02-15,0.0,29.538243104601918,29.538243104601918,29.538243104601918
2020-02-16,0.0,29.53832465165334,29.53832465165334,29.53832465165334
2020-02-17,0.0,29.538365589758307,29.538365589758307,29.538365589758307
2020-02-18,0.0,29.538386141404324,29.538386141404324,29.538386141404324
2020-02-19,0.0,29.538396458683614,29.538396458683614,29.538396458683614
2020-02-20,0.0,29.538401638133234,29.538401638133234,29.538401638133234
2020-02-21,0.0,29.53840423830455,29.53840423830455,29.53840423830455
2020-02-22,0.0,29.538405543634408,29.538405543634408,29.538405543634408
2020-02-23,0.0,29.538406198931995,29.538406198931995,29.538406198931995
2020-02-24,0.0,29.53840652790241,29.53840652790241,29.53840652790241
2020-02-25,0.0,29.538406693051094,29.538406693051094,29.538406693051094
2020-02-26,0.0,29.538406775958514,29.538406775958514,29.538406775958514
2020-02-27,0.0,29.538406817579435,29.538406817579435,29.538406817579435
2020-02-28,0.0,29.538406838473833,29.538406838473833,29.538406838473833
2020-02-29,0.0,29.53840684896317,29.53840684896317,29.53840684896317
2020-03-01,0.0,29.53840685422899,29.53840685422899,29.53840685422899
2020-03-02,0.0,29.538406856872523,29.538406856872523,29.538406856872523
2020-03-03,0.0,29.538406858199625,29.538406858199625,29.538406858199625
2020-03-04,0.0,29.538406858865848,29.538406858865848,29.538406858865848
2020-03-05,0.0,29.538406859200308,29.538406859200308,29.538406859200308
2020-03-06,0.0,29.538406859368212,29.538406859368212,29.538406859368212
2020-03-07,0.0,29.538406859452504,29.538406859452504,29.538406859452504
2020-03-08,0.0,29.538406859494817,29.538406859494817,29.538406859494817
2020-03-09,0.0,29.53840685951606,29.53840685951606,29.53840685951606
2020-03-10,0.0,29.53840685952672,29.53840685952672,29.53840685952672
2020-03-11,0.0,29.538406859532074,29.538406859532074,29.538406859532074
2020-03-12,1.0,30.53840685953476,30.53840685953476,30.53840685953476
2020-03-13,5.0,33.766876369713856,33.766876369713856,33.766876369713856
2020-03-14,0.0,25.658140277617704,25.658140277617704,25.658140277617704
2020-03-15,0.0,29.607557059516534,29.607557059516534,29.607557059516534
2020-03-16,6.0,36.37720214157663,36.37720214157663,36.37720214157663
2020-03-17,9.0,33.67057364608283,33.67057364608283,33.67057364608283
