,Tennessee,forecast,interval_low,interval_high
2020-03-29,1720.0,73822.00804663883,,
2020-03-30,1917.0,73823.48325720672,,
2020-03-31,2391.0,73849.77761215613,,
2020-04-01,2933.0,73603.44324027865,,
2020-04-02,3013.0,73566.37504875711,,
2020-04-03,3067.0,74079.73091385447,,
2020-04-04,3322.0,74092.36755380759,,
2020-04-05,3633.0,73886.57818108803,,
2020-04-06,3802.0,73907.72171159112,,
2020-04-07,4139.0,74033.5310316814,,
2020-04-08,4363.0,73819.11998844716,,
2020-04-09,4634.0,73919.07578675228,,
2020-04-10,4891.0,73902.73793133572,,
2020-04-11,5132.0,73878.75764236164,,
2020-04-12,5508.0,73916.58989371512,,
2020-04-13,5610.0,73768.866699457,,
2020-04-14,5827.0,74042.12521859593,,
2020-04-15,5827.0,73927.06482731093,,
2020-04-16,6166.0,74094.89383175685,,
2020-04-17,6263.0,73786.88657859471,,
2020-04-18,6589.0,73968.38317414427,,
2020-04-19,7070.0,73768.29375480842,,
2020-04-20,7238.0,73536.53222221465,,
2020-04-21,7394.0,73915.29978900605,,
2020-04-22,7394.0,73900.93803505824,,
2020-04-23,8266.0,74029.6288757965,,
2020-04-24,8728.0,73220.65027218751,,
2020-04-25,9189.0,73636.00210511734,,
2020-04-26,9667.0,73727.83272073434,,
2020-04-27,9918.0,73600.16405689104,,
2020-04-28,10052.0,73975.57612685351,,
2020-04-29,10366.0,74116.28239295792,,
2020-04-30,10735.0,73927.28716646088,,
2020-05-01,11891.0,73893.8841974827,,
2020-05-02,12661.0,73127.09642456847,,
2020-05-03,13177.0,73516.38778722542,,
2020-05-04,13571.0,73860.70095633296,,
2020-05-05,13690.0,73915.03984712373,,
2020-05-06,13938.0,74317.61774221569,,
2020-05-07,14096.0,74219.09729791139,,
2020-05-08,14441.0,74266.43226857162,,
2020-05-09,14768.0,74059.5730176529,,
2020-05-10,14985.0,73978.7304195247,,
2020-05-11,15544.0,74057.51692883625,,
2020-05-12,16111.0,73643.93746558121,,
2020-05-13,16370.0,73624.95406569554,,
2020-05-14,16699.0,73963.16484072797,,
2020-05-15,16960.0,73838.27936904639,,
2020-05-16,17263.0,73905.95172987675,,
2020-05-17,17359.0,73911.060426295,,
2020-05-18,18011.0,74071.65387296071,,
2020-05-19,18412.0,73506.89852409072,,
2020-05-20,18412.0,73731.8836356806,,
2020-05-21,18961.0,74182.71259291086,,
2020-05-22,19394.0,73526.09387319574,,
2020-05-23,19785.0,73691.55905069452,,
2020-05-24,20111.0,73822.85390928062,,
2020-05-25,20535.0,73789.38393624387,,
2020-05-26,20895.0,73739.57360241652,,
2020-05-27,21285.0,73822.50302834093,,
2020-05-28,21679.0,73815.64552974231,,
2020-05-29,22063.0,73799.48801555287,,
2020-05-30,22566.0,73832.16675289255,,
2020-05-31,22566.0,73717.067098144,,
2020-06-01,22566.0,74222.80330916274,,
2020-06-02,24342.0,74213.3818630385,,
2020-06-03,24833.0,72400.32310643599,,
2020-06-04,25190.0,73806.09813974916,,
2020-06-05,25664.0,74045.60362898177,,
2020-06-06,26177.0,73653.82363123802,,
2020-06-07,26493.0,73934.35820186893,,
2020-06-08,27005.0,74145.61719027934,,
2020-06-09,27575.0,73911.74001833591,,
2020-06-10,27930.0,73830.26692435607,,
2020-06-11,28340.0,74074.96297223847,,
2020-06-12,29118.0,73970.34130601482,,
2020-06-13,29549.0,73583.348541903,,
2020-06-14,30343.0,73970.08010199519,,
2020-06-15,31004.0,73613.60248119924,,
2020-06-16,31751.0,73695.99678654692,,
2020-06-17,32114.0,73725.55462071176,,
2020-06-18,32770.0,74066.06281503921,,
2020-06-19,34017.0,73828.67307870014,,
2020-06-20,34446.0,73232.68253587058,,
2020-06-21,35102.0,74155.10637629172,,
2020-06-22,35553.0,73916.78128592698,,
2020-06-23,36303.0,74022.02372892479,,
2020-06-24,37235.0,73892.85785434401,,
2020-06-25,38034.0,73641.27719832478,,
2020-06-26,39444.0,73825.68975868687,,
2020-06-27,40172.0,73198.71547679295,,
2020-06-28,40172.0,73910.8293799026,,
2020-06-29,42297.0,74732.68893675136,,
2020-06-30,43509.0,72519.68615224356,,
2020-07-01,45315.0,73592.09886160812,,
2020-07-02,46890.0,73260.07963180012,,
2020-07-03,48712.0,73207.75214091371,,
2020-07-04,50140.0,73362.10351216758,,
2020-07-05,51316.0,73798.80275781239,,
2020-07-06,52039.0,74243.9914541637,,
2020-07-07,53514.0,74708.93329527433,,
2020-07-08,55986.0,74032.34892566869,,
2020-07-09,57591.0,73049.86600599052,,
2020-07-10,59546.0,74030.30453183566,,
2020-07-11,61006.0,73637.64400057464,,
2020-07-12,61960.0,74045.91807616352,,
2020-07-13,65274.0,74805.42845070925,,
2020-07-14,66788.0,72395.74187718035,,
2020-07-15,69061.0,74314.23189958316,,
2020-07-16,71540.0,73772.54410125114,,
2020-07-17,73819.0,73187.11013777384,,
2020-07-18,76336.0,73898.00180627883,,
2020-07-19,,78644.5443341368,78070.14619387056,79218.94247440303
2020-07-20,,81031.74779732837,80209.97499630212,81853.52059835462
2020-07-21,,83566.31673672899,82531.3884804222,84601.24499303577
2020-07-22,,86129.57376446149,84865.43292620014,87393.71460272283
2020-07-23,,88804.38521625577,87338.89881882042,90269.87161369112
2020-07-24,,91528.11734733691,89813.02575146507,93243.20894320875
2020-07-25,,94292.59538208545,92291.4571675028,96293.7335966681
