,Wyoming,forecast,interval_low,interval_high
2020-01-23,0.0,0.13378853060397744,0.13378853060397744,0.13378853060397744
2020-01-24,0.0,0.11412501883919904,0.11412501883919904,0.11412501883919904
2020-01-25,0.0,0.10541086502096939,0.10541086502096939,0.10541086502096939
2020-01-26,0.0,0.1033647667092377,0.1033647667092377,0.1033647667092377
2020-01-27,0.0,0.10329408585178157,0.10329408585178157,0.10329408585178157
2020-01-28,0.0,0.11307550894706977,0.11307550894706977,0.11307550894706977
2020-01-29,0.0,0.10072743230489647,0.10072743230489647,0.10072743230489647
2020-01-30,0.0,0.10556930189156037,0.10556930189156037,0.10556930189156037
2020-01-31,0.0,0.10941381424605834,0.10941381424605834,0.10941381424605834
2020-02-01,0.0,0.10031310806040088,0.10031310806040088,0.10031310806040088
2020-02-02,0.0,0.10698647280828483,0.10698647280828483,0.10698647280828483
2020-02-03,0.0,0.1062491015427855,0.1062491015427855,0.1062491015427855
2020-02-04,0.0,0.10104185747425598,0.10104185747425598,0.10104185747425598
2020-02-05,0.0,0.10745545394933971,0.10745545394933971,0.10745545394933971
2020-02-06,0.0,0.10396065367612388,0.10396065367612388,0.10396065367612388
2020-02-07,0.0,0.1022377388113791,0.1022377388113791,0.1022377388113791
2020-02-08,0.0,0.10710640170857458,0.10710640170857458,0.10710640170857458
2020-02-09,0.0,0.10262911654073592,0.10262911654073592,0.10262911654073592
2020-02-10,0.0,0.1034514844476801,0.1034514844476801,0.1034514844476801
2020-02-11,0.0,0.10622913229755686,0.10622913229755686,0.10622913229755686
2020-02-12,0.0,0.10212455655115002,0.10212455655115002,0.10212455655115002
2020-02-13,0.0,0.1044012129266953,0.1044012129266953,0.1044012129266953
2020-02-14,0.0,0.10516401391480708,0.10516401391480708,0.10516401391480708
2020-02-15,0.0,0.10221541061887578,0.10221541061887578,0.10221541061887578
2020-02-16,0.0,0.10495145038526144,0.10495145038526144,0.10495145038526144
2020-02-17,0.0,0.10419582100101596,0.10419582100101596,0.10419582100101596
2020-02-18,0.0,0.10265009019479164,0.10265009019479164,0.10265009019479164
2020-02-19,0.0,0.10509461147710013,0.10509461147710013,0.10509461147710013
2020-02-20,0.0,0.10349537182973309,0.10349537182973309,0.10349537182973309
2020-02-21,0.0,0.10320633229360096,0.10320633229360096,0.10320633229360096
2020-02-22,0.0,0.10491817095503406,0.10491817095503406,0.10491817095503406
2020-02-23,0.0,0.10311584106651489,0.10311584106651489,0.10311584106651489
2020-02-24,0.0,0.10371744203731026,0.10371744203731026,0.10371744203731026
2020-02-25,0.0,0.10455806903678536,0.10455806903678536,0.10455806903678536
2020-02-26,0.0,0.10302281345584655,0.10302281345584655,0.10302281345584655
2020-02-27,0.0,0.10408291183858791,0.10408291183858791,0.10408291183858791
2020-02-28,0.0,0.10415128466771614,0.10415128466771614,0.10415128466771614
2020-02-29,0.0,0.10313381879272839,0.10313381879272839,0.10313381879272839
2020-03-01,0.0,0.10426662448602042,0.10426662448602042,0.10426662448602042
2020-03-02,0.0,0.1038018149244531,0.1038018149244531,0.1038018149244531
2020-03-03,0.0,0.10335275150139156,0.10335275150139156,0.10335275150139156
2020-03-04,0.0,0.1042844879588081,0.1042844879588081,0.1042844879588081
2020-03-05,0.0,0.10356643025737156,0.10356643025737156,0.10356643025737156
2020-03-06,0.0,0.10359404527633007,0.10359404527633007,0.10359404527633007
2020-03-07,0.0,0.10418493030035564,0.10418493030035564,0.10418493030035564
2020-03-08,0.0,0.1034574770025309,0.1034574770025309,0.1034574770025309
2020-03-09,0.0,0.10379637481027865,0.10379637481027865,0.10379637481027865
2020-03-10,0.0,0.104027664545425,0.104027664545425,0.104027664545425
2020-03-11,0.0,0.10345544450859225,0.10345544450859225,0.10345544450859225
2020-03-12,0.0,0.1039272958970223,0.1039272958970223,0.1039272958970223
2020-03-13,0.0,0.10386620738503077,0.10386620738503077,0.10386620738503077
2020-03-14,0.0,0.10352426193629094,0.10352426193629094,0.10352426193629094
2020-03-15,0.0,0.10398077324454962,0.10398077324454962,0.10398077324454962
2020-03-16,0.0,0.1037374818575797,0.1037374818575797,0.1037374818575797
2020-03-17,0.0,0.10362473272776779,0.10362473272776779,0.10362473272776779
2020-03-18,0.0,0.1039700057534979,0.1039700057534979,0.1039700057534979
2020-03-19,0.0,0.10365886449276254,0.10365886449276254,0.10365886449276254
2020-03-20,0.0,0.10372396122535851,0.10372396122535851,0.10372396122535851
2020-03-21,0.0,0.1039182908128263,0.1039182908128263,0.1039182908128263
2020-03-22,0.0,0.10363083425292256,0.10363083425292256,0.10363083425292256
2020-03-23,0.0,0.1038002968697079,0.1038002968697079,0.1038002968697079
2020-03-24,0.0,0.10385049426873993,0.10385049426873993,0.10385049426873993
2020-03-25,0.0,0.10364257256841171,0.10364257256841171,0.10364257256841171
2020-03-26,0.0,0.10384430490515915,0.10384430490515915,0.10384430490515915
2020-03-27,0.0,0.1037869086699295,0.1037869086699295,0.1037869086699295
2020-03-28,0.0,0.10367815283094622,0.10367815283094622,0.10367815283094622
2020-03-29,0.0,0.10385682455025842,0.10385682455025842,0.10385682455025842
2020-03-30,0.0,0.10374018288147688,0.10374018288147688,0.10374018288147688
2020-03-31,0.0,0.10372173551085745,0.10372173551085745,0.10372173551085745
2020-04-01,0.0,0.10384542104492984,0.10384542104492984,0.10384542104492984
2020-04-02,0.0,0.10371502558376815,0.10371502558376815,0.10371502558376815
2020-04-03,0.0,0.10376099595584216,0.10376099595584216,0.10376099595584216
2020-04-04,0.0,0.1038204968900432,0.1038204968900432,0.1038204968900432
