,Utah,forecast,interval_low,interval_high
2020-01-23,0.0,-0.0020279823802411556,-0.031682610511779785,0.02716052532196045
2020-01-24,0.0,0.11386734247207642,-0.02169114351272583,0.4803694784641266
2020-01-25,0.0,-0.011518532410264015,-0.05051243305206299,0.026361316442489624
2020-01-26,0.0,0.26120710372924805,-0.020537734031677246,1.2955708503723145
2020-01-27,0.0,0.06360311061143875,-0.015642404556274414,0.2619974613189697
2020-01-28,0.0,-0.5355059504508972,-2.63509464263916,0.0014399290084838867
2020-01-29,0.0,-0.42638224363327026,-2.1217992305755615,0.07293260097503662
2020-01-30,0.0,-0.39593803882598877,-1.9677326679229736,0.06238570809364319
2020-01-31,0.0,0.004608857445418835,-0.010350286960601807,0.03557702898979187
2020-02-01,0.0,-0.7774492502212524,-3.631455421447754,0.02730637788772583
2020-02-02,0.0,0.741470217704773,-0.021463215351104736,3.742032766342163
2020-02-03,0.0,-0.00028865336207672954,-0.02962726354598999,0.047802627086639404
2020-02-04,0.0,0.039086706936359406,0.0021971166133880615,0.06783577799797058
2020-02-05,0.0,0.02698686718940735,-0.017113924026489258,0.08164116740226746
2020-02-06,0.0,-0.05661994218826294,-0.1315346360206604,-0.008110404014587402
2020-02-07,0.0,0.11975915729999542,-0.027539491653442383,0.44641003012657166
2020-02-08,0.0,0.0553927943110466,0.010119825601577759,0.10637593269348145
2020-02-09,0.0,-0.03273094817996025,-0.09193593263626099,-0.004551351070404053
2020-02-10,0.0,0.38330939412117004,-0.3646968603134155,1.9839590787887573
2020-02-11,0.0,-0.9011135101318359,-4.269028663635254,-0.006258666515350342
2020-02-12,0.0,0.3691771626472473,-0.07037609815597534,1.587170958518982
2020-02-13,0.0,0.05207974463701248,-0.042113304138183594,0.24252021312713623
2020-02-14,0.0,-0.08912539482116699,-0.9795434474945068,0.6150657534599304
2020-02-15,0.0,0.1121925339102745,-0.12599337100982666,0.6954946517944336
2020-02-16,0.0,-0.01491847075521946,-0.04282546043395996,0.035964131355285645
2020-02-17,0.0,1.5564121007919312,0.001348733901977539,7.624289035797119
2020-02-18,0.0,-0.19209595024585724,-0.5753610134124756,0.3008551299571991
2020-02-19,0.0,0.0019211769104003906,-0.0690298080444336,0.03610128164291382
2020-02-20,0.0,0.0743086189031601,0.004585474729537964,0.24091532826423645
2020-02-21,0.0,-0.05469738319516182,-0.0892600417137146,-0.025667786598205566
2020-02-22,0.0,0.009601086378097534,-0.07842588424682617,0.09502753615379333
2020-02-23,0.0,0.5522810816764832,-0.015661954879760742,2.7230591773986816
2020-02-24,0.0,1.2081936597824097,0.003791719675064087,5.979665279388428
2020-02-25,0.0,-0.04242802783846855,-0.10803377628326416,-0.004179537296295166
2020-02-26,0.0,-0.38393011689186096,-1.023352026939392,0.021877020597457886
2020-02-27,0.0,-0.013303160667419434,-0.07199233770370483,0.045768946409225464
2020-02-28,0.0,0.03359268233180046,0.005397200584411621,0.07791274785995483
2020-02-29,0.0,0.009102201089262962,-0.007862627506256104,0.03300860524177551
2020-03-01,0.0,0.0027268468402326107,-0.009758710861206055,0.02542737126350403
2020-03-02,0.0,2.5146594047546387,0.0045334696769714355,12.5366792678833
2020-03-03,0.0,-0.040722865611314774,-0.09880197048187256,0.007075637578964233
2020-03-04,0.0,1.0858830213546753,-0.027095496654510498,5.3201704025268555
2020-03-05,0.0,-0.4362150728702545,-2.954256534576416,0.6912380456924438
2020-03-06,0.0,1.595137357711792,-0.02489525079727173,7.777163028717041
2020-03-07,1.0,0.972154438495636,0.9421122670173645,1.003393292427063
2020-03-08,0.0,0.6722100377082825,-0.011718392372131348,3.3154070377349854
2020-03-09,0.0,-0.9650473594665527,-4.347837448120117,0.01936700940132141
2020-03-10,1.0,1.0981978178024292,0.9003405570983887,1.3682503700256348
2020-03-11,1.0,0.9730625152587891,0.8560622930526733,1.0988547801971436
2020-03-12,0.0,0.51469886302948,-0.23570173978805542,2.9474337100982666
2020-03-13,6.0,4.630850315093994,1.6465831995010376,6.064651012420654
2020-03-14,1.0,2.3726773262023926,0.9558581709861755,7.924729824066162
2020-03-15,8.0,9.502278327941895,7.989135265350342,15.472976684570312
2020-03-16,10.0,13.679059028625488,9.970974922180176,28.116527557373047
2020-03-17,11.0,9.892965316772461,5.715354919433594,11.069400787353516
2020-03-18,8.0,8.043974876403809,7.966159820556641,8.149028778076172
2020-03-19,15.0,21.893535614013672,14.89721965789795,32.60178756713867
2020-03-20,33.0,31.946514129638672,27.582117080688477,33.09796905517578
2020-03-21,23.0,28.4669189453125,22.787681579589844,43.72629165649414
2020-03-22,44.0,51.70885467529297,43.96950149536133,71.51728057861328
2020-03-23,95.0,94.92447662353516,94.86402893066406,94.95071411132812
2020-03-24,41.0,41.032073974609375,40.99039840698242,41.15733337402344
2020-03-25,42.0,44.340354919433594,42.05710220336914,53.34105682373047
2020-03-26,56.0,60.31538772583008,55.9708137512207,77.58426666259766
2020-03-27,76.0,84.52173614501953,75.99182891845703,118.56156158447266
2020-03-28,130.0,129.93533325195312,129.9003143310547,129.99746704101562
2020-03-29,118.0,119.68953704833984,118.00366973876953,126.36671447753906
2020-03-30,78.0,78.02137756347656,77.98418426513672,78.04530334472656
2020-03-31,90.0,86.3365478515625,71.79855346679688,89.9819107055664
2020-04-01,0.0,115.02655029296875,0.04245832562446594,197.1514434814453
2020-04-02,198.0,197.86929321289062,197.75279235839844,197.9237518310547
2020-04-03,162.0,166.60232543945312,162.07498168945312,184.5142364501953
2020-04-04,180.0,179.9441375732422,179.85964965820312,180.0489959716797
