,North Carolina,forecast,interval_low,interval_high
2020-04-09,3736.0,1843.0401611328125,1801.780517578125,1911.3924560546875
2020-04-10,3965.0,1962.798828125,1922.904296875,2034.326171875
2020-04-11,4354.0,2096.9638671875,2042.405517578125,2180.452392578125
2020-04-12,4570.0,2975.978515625,2898.170654296875,3030.58935546875
2020-04-13,4886.0,3105.434326171875,3042.70361328125,3152.980712890625
2020-04-14,5113.0,3293.341796875,3219.028076171875,3332.666259765625
2020-04-15,5340.0,3487.3515625,3432.87255859375,3523.799560546875
2020-04-16,5639.0,3552.878173828125,3516.26123046875,3586.76953125
2020-04-17,6045.0,3757.298828125,3717.76611328125,3791.18115234375
2020-04-18,6328.0,3949.817138671875,3897.076416015625,3995.6455078125
2020-04-19,6601.0,4984.97216796875,4916.7275390625,5030.701171875
2020-04-20,6895.0,5206.671875,5141.5654296875,5278.91064453125
2020-04-21,7134.0,5442.62744140625,5374.0341796875,5505.40771484375
2020-04-22,7495.0,5697.55078125,5644.76953125,5747.1552734375
2020-04-23,7820.0,5836.37744140625,5807.31591796875,5865.7705078125
2020-04-24,8290.0,6126.732421875,6090.09765625,6164.18408203125
2020-04-25,8768.0,6386.36279296875,6337.99853515625,6425.70166015625
2020-04-26,8997.0,7169.28173828125,7112.03759765625,7232.947265625
2020-04-27,9321.0,7485.158203125,7419.10498046875,7577.6357421875
2020-04-28,9755.0,7773.85107421875,7712.6904296875,7858.787109375
2020-04-29,10180.0,8094.21435546875,8044.65234375,8151.818359375
2020-04-30,10754.0,8312.0205078125,8280.5341796875,8363.546875
2020-05-01,11070.0,8691.3662109375,8659.8466796875,8753.126953125
2020-05-02,11588.0,9021.7060546875,8979.4599609375,9087.921875
2020-05-03,11770.0,9754.7041015625,9710.9462890625,9832.716796875
2020-05-04,11971.0,10178.5751953125,10113.2587890625,10288.3984375
2020-05-05,12510.0,10534.865234375,10482.45703125,10638.513671875
2020-05-06,13053.0,10943.1357421875,10898.806640625,11004.716796875
2020-05-07,13540.0,11227.9677734375,11165.87109375,11298.671875
2020-05-08,14006.0,11711.8095703125,11655.0791015625,11791.9140625
2020-05-09,14478.0,12128.7158203125,12072.75,12218.365234375
2020-05-10,14938.0,12876.8271484375,12824.5556640625,12955.0927734375
2020-05-11,15274.0,13412.7158203125,13351.4228515625,13526.2314453125
2020-05-12,15622.0,13835.8955078125,13768.0419921875,13940.45703125
2020-05-13,16352.0,14321.0966796875,14286.0732421875,14369.15625
2020-05-14,16968.0,14752.3515625,14669.912109375,14827.6748046875
2020-05-15,17494.0,15335.2978515625,15267.876953125,15412.53515625
2020-05-16,18130.0,15845.6875,15769.677734375,15942.2431640625
2020-05-17,18673.0,16242.3427734375,16178.4013671875,16313.0107421875
2020-05-18,19207.0,16894.71484375,16838.412109375,17005.61328125
2020-05-19,19239.0,17401.603515625,17323.26953125,17500.0703125
2020-05-20,20262.0,17987.615234375,17964.369140625,18016.30859375
2020-05-21,20512.0,18522.453125,18424.869140625,18595.41796875
2020-05-22,22110.0,19219.775390625,19149.296875,19283.14453125
2020-05-23,22864.0,19830.759765625,19740.4921875,19926.236328125
2020-05-24,23365.0,20290.400390625,20226.240234375,20337.568359375
2020-05-25,24057.0,21067.53125,21015.888671875,21162.486328125
2020-05-26,24455.0,21673.849609375,21597.021484375,21749.26953125
2020-05-27,24916.0,22372.021484375,22364.861328125,22385.3984375
2020-05-28,25800.0,23037.181640625,22934.46484375,23093.08984375
2020-05-29,26885.0,23861.822265625,23803.767578125,23892.5234375
2020-05-30,27794.0,24583.4296875,24490.326171875,24661.404296875
2020-05-31,28785.0,25316.373046875,25261.46875,25361.955078125
2020-06-01,29592.0,26240.091796875,26196.52734375,26309.845703125
2020-06-02,30023.0,26987.609375,26918.0546875,27028.83984375
2020-06-03,31276.0,27849.96875,27795.736328125,27886.916015625
2020-06-04,32075.0,28589.916015625,28487.033203125,28664.123046875
2020-06-05,33295.0,29578.0234375,29542.38671875,29640.3515625
2020-06-06,34718.0,30440.21875,30350.146484375,30489.55859375
2020-06-07,35625.0,31143.837890625,31081.39453125,31223.033203125
2020-06-08,36517.0,32208.2890625,32192.609375,32225.259765625
2020-06-09,37227.0,33095.90625,33062.8359375,33157.2265625
2020-06-10,38473.0,34108.3046875,33975.1171875,34191.91796875
2020-06-11,39584.0,35012.23828125,34935.35546875,35119.9453125
2020-06-12,41417.0,36142.69140625,36020.23046875,36246.08203125
2020-06-13,42845.0,37155.609375,37096.64453125,37228.203125
2020-06-14,44264.0,38692.18359375,38520.08984375,38812.52734375
2020-06-15,45114.0,39908.921875,39849.9375,39944.25390625
2020-06-16,45907.0,40969.8125,40840.13671875,41072.453125
2020-06-17,46934.0,42151.91796875,41910.0390625,42297.8359375
2020-06-18,48167.0,43272.453125,43152.74609375,43422.66015625
2020-06-19,49785.0,44559.70703125,44302.15625,44718.3203125
2020-06-20,51390.0,45751.875,45645.35546875,45864.34375
2020-06-21,52801.0,47698.03125,47403.96875,47860.55859375
2020-06-22,53964.0,49067.84375,48942.3515625,49148.6796875
2020-06-23,54639.0,50339.29296875,50112.66796875,50484.31640625
2020-06-24,56527.0,51713.0,51369.2734375,51902.59375
2020-06-25,57472.0,53019.53125,52814.859375,53215.12890625
2020-06-26,59158.0,54490.734375,54104.71484375,54712.41796875
2020-06-27,60812.0,55871.94921875,55679.265625,56024.2578125
2020-06-28,62248.0,57070.41015625,56661.83203125,57280.359375
2020-06-29,63736.0,58563.76953125,58400.58203125,58692.3125
2020-06-30,65327.0,60011.31640625,59711.359375,60191.359375
2020-07-01,66751.0,61527.64453125,61111.109375,61745.3515625
2020-07-02,68216.0,63102.08203125,62832.9453125,63338.96875
2020-07-03,70262.0,64705.40625,64229.9765625,64987.74609375
2020-07-04,71670.0,66272.3984375,66019.0703125,66455.8515625
2020-07-05,72992.0,67182.3046875,66726.8046875,67414.75
2020-07-06,74775.0,68791.7421875,68687.1953125,68964.7109375
2020-07-07,76290.0,70434.21875,70159.8515625,70634.109375
2020-07-08,77687.0,72110.2109375,71724.15625,72392.7890625
2020-07-09,79656.0,73829.5859375,73589.3515625,74097.1953125
2020-07-10,82032.0,75581.2265625,75144.1015625,75914.3515625
