,New Jersey,forecast,interval_low,interval_high
2020-01-23,0.0,0.0606122687458992,-0.02912074327468872,0.3195524215698242
2020-01-24,0.0,-0.017350465059280396,-0.055194735527038574,0.00924256443977356
2020-01-25,0.0,78.2858657836914,0.007687389850616455,391.2907409667969
2020-01-26,0.0,-0.16118726134300232,-0.7592824697494507,0.02162685990333557
2020-01-27,0.0,0.01729685068130493,0.00027048587799072266,0.05011811852455139
2020-01-28,0.0,0.017633860930800438,-0.01552516222000122,0.06619909405708313
2020-01-29,0.0,-0.03674998879432678,-0.0859420895576477,0.0010471045970916748
2020-01-30,0.0,4.79951286315918,-0.02876591682434082,24.028236389160156
2020-01-31,0.0,0.005675786640495062,-0.00850611925125122,0.021518319845199585
2020-02-01,0.0,0.2150675505399704,-0.16374659538269043,1.1199922561645508
2020-02-02,0.0,-0.037584830075502396,-0.2022855281829834,0.008804500102996826
2020-02-03,0.0,-0.4212234914302826,-1.6037306785583496,-0.007698714733123779
2020-02-04,0.0,0.12444131076335907,-0.06389707326889038,0.6891225576400757
2020-02-05,0.0,0.13021090626716614,-0.005091249942779541,0.5001188516616821
2020-02-06,0.0,0.009202348999679089,-0.041920363903045654,0.11441367864608765
2020-02-07,0.0,-0.017234284430742264,-0.12105560302734375,0.10265746712684631
2020-02-08,0.0,0.3475746214389801,-0.028202295303344727,1.6734981536865234
2020-02-09,0.0,-0.06871123611927032,-0.4172145128250122,0.10616222023963928
2020-02-10,0.0,-0.016549360007047653,-0.07630956172943115,0.03248453140258789
2020-02-11,0.0,0.029145080596208572,-0.04061681032180786,0.08497214317321777
2020-02-12,0.0,0.0010960757499560714,-0.12901508808135986,0.15107762813568115
2020-02-13,0.0,-0.3966323435306549,-1.6524264812469482,0.011737138032913208
2020-02-14,0.0,0.16093680262565613,0.020466208457946777,0.5254397392272949
2020-02-15,0.0,-0.04010656476020813,-0.09639233350753784,0.0006932318210601807
2020-02-16,0.0,0.23554246127605438,-0.01786094903945923,0.9608569741249084
2020-02-17,0.0,-0.05621612071990967,-0.1583467721939087,0.0034905076026916504
2020-02-18,0.0,-0.0817449688911438,-0.34072792530059814,-0.002929210662841797
2020-02-19,0.0,0.6287216544151306,-0.03900712728500366,2.918672561645508
2020-02-20,0.0,0.013000684790313244,-0.021737754344940186,0.07067424058914185
2020-02-21,0.0,-0.8044183850288391,-3.7747035026550293,-0.009433329105377197
2020-02-22,0.0,1.1161704063415527,0.002744734287261963,5.504461288452148
2020-02-23,0.0,0.03625708818435669,-0.0656665563583374,0.2571449279785156
