,Kentucky,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.03689762714443206,0.03689762714443206,0.03689762714443206
2020-01-25,0.0,0.0542694889270492,0.0542694889270492,0.0542694889270492
2020-01-26,0.0,0.07443077226747205,0.07443077226747205,0.07443077226747205
2020-01-27,0.0,0.07575280243313112,0.07575280243313112,0.07575280243313112
2020-01-28,0.0,0.09805467600887485,0.09805467600887485,0.09805467600887485
2020-01-29,0.0,0.13531274905335275,0.13531274905335275,0.13531274905335275
2020-01-30,0.0,0.15395539199230743,0.15395539199230743,0.15395539199230743
2020-01-31,0.0,0.18183337659764107,0.18183337659764107,0.18183337659764107
2020-02-01,0.0,0.1967223979455633,0.1967223979455633,0.1967223979455633
2020-02-02,0.0,0.21521155364679684,0.21521155364679684,0.21521155364679684
2020-02-03,0.0,0.22593998913793234,0.22593998913793234,0.22593998913793234
2020-02-04,0.0,0.23739266709639364,0.23739266709639364,0.23739266709639364
2020-02-05,0.0,0.2445212408478654,0.2445212408478654,0.2445212408478654
2020-02-06,0.0,0.2513483432723118,0.2513483432723118,0.2513483432723118
2020-02-07,0.0,0.2558342269044489,0.2558342269044489,0.2558342269044489
2020-02-08,0.0,0.25982020415566504,0.25982020415566504,0.25982020415566504
2020-02-09,0.0,0.2625470136843514,0.2625470136843514,0.2625470136843514
2020-02-10,0.0,0.2648493466843965,0.2648493466843965,0.2648493466843965
2020-02-11,0.0,0.2664714343000775,0.2664714343000775,0.2664714343000775
2020-02-12,0.0,0.26779438082462786,0.26779438082462786,0.26779438082462786
2020-02-13,0.0,0.26874644852911134,0.26874644852911134,0.26874644852911134
2020-02-14,0.0,0.2695049018206635,0.2695049018206635,0.2695049018206635
2020-02-15,0.0,0.2700590693290283,0.2700590693290283,0.2700590693290283
2020-02-16,0.0,0.2704935471474778,0.2704935471474778,0.2704935471474778
2020-02-17,0.0,0.27081443499953034,0.27081443499953034,0.27081443499953034
2020-02-18,0.0,0.27106329734991175,0.27106329734991175,0.27106329734991175
2020-02-19,0.0,0.27124849839730286,0.27124849839730286,0.27124849839730286
2020-02-20,0.0,0.2713910686770827,0.2713910686770827,0.2713910686770827
2020-02-21,0.0,0.2714977361456968,0.2714977361456968,0.2714977361456968
2020-02-22,0.0,0.2715794350552373,0.2715794350552373,0.2715794350552373
2020-02-23,0.0,0.2716407892237512,0.2716407892237512,0.2716407892237512
2020-02-24,0.0,0.2716876188756253,0.2716876188756253,0.2716876188756253
2020-02-25,0.0,0.27172287905268205,0.27172287905268205,0.27172287905268205
2020-02-26,0.0,0.27174972801193664,0.27174972801193664,0.27174972801193664
2020-02-27,0.0,0.2717699807304414,0.2717699807304414,0.2717699807304414
2020-02-28,0.0,0.2717853770254127,0.2717853770254127,0.2717853770254127
2020-02-29,0.0,0.27179700553211994,0.27179700553211994,0.27179700553211994
2020-03-01,0.0,0.2718058356928342,0.2718058356928342,0.2718058356928342
2020-03-02,0.0,0.2718125108303422,0.2718125108303422,0.2718125108303422
2020-03-03,0.0,0.2718175757066651,0.2718175757066651,0.2718175757066651
2020-03-04,0.0,0.2718214068395642,0.2718214068395642,0.2718214068395642
2020-03-05,0.0,0.2718243122291844,0.2718243122291844,0.2718243122291844
2020-03-06,0.0,0.2718265108380476,0.2718265108380476,0.2718265108380476
2020-03-07,0.0,0.2718281775693454,0.2718281775693454,0.2718281775693454
2020-03-08,0.0,0.2718294392158829,0.2718294392158829,0.2718294392158829
2020-03-09,0.0,0.2718303954082654,0.2718303954082654,0.2718303954082654
2020-03-10,0.0,0.2718311193548268,0.2718311193548268,0.2718311193548268
2020-03-11,0.0,0.27183166793254326,0.27183166793254326,0.27183166793254326
2020-03-12,0.0,0.2718320833274483,0.2718320833274483,0.2718320833274483
2020-03-13,0.0,0.27183239805909004,0.27183239805909004,0.27183239805909004
2020-03-14,0.0,0.27183263640418104,0.27183263640418104,0.27183263640418104
2020-03-15,0.0,0.2718328169757048,0.2718328169757048,0.2718328169757048
2020-03-16,1.0,1.271832953731177,1.271832953731177,1.271832953731177
2020-03-17,0.0,0.0,0.0,0.0
2020-03-18,0.0,0.343842386401434,0.343842386401434,0.343842386401434
