,New York,forecast,interval_low,interval_high
2020-03-29,59648.0,405916.96327032644,,
2020-03-30,66663.0,405906.4917106397,,
2020-03-31,75833.0,406208.1406888257,,
2020-04-01,83948.0,406132.7313348132,,
2020-04-02,92506.0,405599.2364219467,,
2020-04-03,102987.0,406063.80226376717,,
2020-04-04,113833.0,405592.13267371757,,
2020-04-05,123160.0,405077.5615206646,,
2020-04-06,131815.0,405443.880902387,,
2020-04-07,139875.0,406113.19186643185,,
2020-04-08,151061.0,406359.5495684614,,
2020-04-09,161779.0,406218.0505626359,,
2020-04-10,172348.0,405174.425586018,,
2020-04-11,181026.0,405465.5271774175,,
2020-04-12,189033.0,405551.7003853321,,
2020-04-13,195749.0,406203.5025188808,,
2020-04-14,203020.0,406399.77398100507,,
2020-04-15,214454.0,406505.9798429629,,
2020-04-16,223691.0,405456.4774786972,,
2020-04-17,230597.0,404134.91353887564,,
2020-04-18,237474.0,405230.34009699646,,
2020-04-19,243382.0,405684.81357971363,,
2020-04-20,248416.0,405735.5890624627,,
2020-04-21,253519.0,406216.75730303786,,
2020-04-22,258222.0,406143.66481826897,,
2020-04-23,263460.0,405708.6951599408,,
2020-04-24,271590.0,405420.6124440882,,
2020-04-25,282143.0,404623.7167617898,,
2020-04-26,288045.0,403466.60664054705,,
2020-04-27,291996.0,403693.6455662116,,
2020-04-28,295106.0,405933.9644759114,,
2020-04-29,299691.0,406650.2185039853,,
2020-04-30,304372.0,406933.6682076493,,
2020-05-01,308314.0,406313.80272908474,,
2020-05-02,312977.0,405988.83487829723,,
2020-05-03,316415.0,405610.4773213185,,
2020-05-04,318953.0,405103.35327558895,,
2020-05-05,321192.0,405482.2290550943,,
2020-05-06,323978.0,405553.28159507614,,
2020-05-07,327469.0,405409.69471489335,,
2020-05-08,330407.0,405062.5417583617,,
2020-05-09,333122.0,404865.03492446657,,
2020-05-10,335395.0,405097.75889484806,,
2020-05-11,337055.0,405238.203766954,,
2020-05-12,338485.0,405561.7836860925,,
2020-05-13,340661.0,405830.0622976184,,
2020-05-14,343051.0,405761.41217874514,,
2020-05-15,345813.0,405426.3258574596,,
2020-05-16,348232.0,405306.3884638783,,
2020-05-17,350121.0,405198.44908830826,,
2020-05-18,351371.0,405429.3295435214,,
2020-05-19,352845.0,405713.9438107934,,
2020-05-20,354370.0,405898.33668051835,,
2020-05-21,356458.0,405758.779109979,,
2020-05-22,358154.0,405618.83673643356,,
2020-05-23,359926.0,405372.6850928559,,
2020-05-24,361515.0,405450.9580928972,,
2020-05-25,362764.0,405390.7405663642,,
2020-05-26,363836.0,405517.59082297876,,
2020-05-27,364965.0,405651.53283734235,,
2020-05-28,366733.0,405659.9732248999,,
2020-05-29,368284.0,405533.12083985825,,
2020-05-30,369660.0,405327.23238400184,,
2020-05-31,370770.0,405442.6706682647,,
2020-06-01,371711.0,405504.9957165326,,
2020-06-02,373040.0,405624.67627777933,,
2020-06-03,374085.0,405644.8746635166,,
2020-06-04,375133.0,405532.83798095136,,
2020-06-05,376208.0,405620.90528551926,,
2020-06-06,377316.0,405546.53405585774,,
2020-06-07,378097.0,405512.300214229,,
2020-06-08,378799.0,405529.03024801204,,
2020-06-09,379482.0,405620.2029717803,,
2020-06-10,380156.0,405596.6788531467,,
2020-06-11,380892.0,405573.61183942115,,
2020-06-12,381714.0,405533.0184196689,,
2020-06-13,382630.0,405464.97514085326,,
2020-06-14,383324.0,405416.00472238776,,
2020-06-15,383944.0,405423.91897869273,,
2020-06-16,384575.0,405531.4001276093,,
2020-06-17,385142.0,405562.935307702,,
2020-06-18,385760.0,405585.37651608896,,
2020-06-19,386556.0,405605.7012410109,,
2020-06-20,387272.0,405551.06208632735,,
2020-06-21,387936.0,405497.0716097525,,
2020-06-22,388488.0,405537.5576405677,,
2020-06-23,389085.0,405558.5175000673,,
2020-06-24,389666.0,405592.6609812636,,
2020-06-25,390415.0,405575.91159761295,,
2020-06-26,391220.0,405560.724415561,,
2020-06-27,391923.0,405491.8225889818,,
2020-06-28,392539.0,405498.00914773386,,
2020-06-29,392930.0,405551.36974096874,,
2020-06-30,393454.0,405605.6036429516,,
2020-07-01,394079.0,405662.24366734584,,
2020-07-02,394954.0,405582.0602321626,,
2020-07-03,395872.0,405516.07330689486,,
2020-07-04,396598.0,405424.2130560701,,
2020-07-05,397131.0,405453.9798206241,,
2020-07-06,397649.0,405562.66577036347,,
2020-07-07,398237.0,405640.55297342106,,
2020-07-08,398929.0,405644.80791446345,,
2020-07-09,399513.0,405606.1810133151,,
2020-07-10,400299.0,405562.20042348915,,
2020-07-11,401029.0,405552.0198278748,,
2020-07-12,401706.0,405471.83517142985,,
2020-07-13,402263.0,405518.19892230246,,
2020-07-14,403175.0,405552.5245194956,,
2020-07-15,404006.0,405561.514646864,,
2020-07-16,404775.0,405469.90773843485,,
2020-07-17,405551.0,405547.79094008595,,
2020-07-18,406305.0,405567.5619510681,,
2020-07-19,,407086.69756183826,405661.3018877294,408512.09323594713
2020-07-20,,407919.2180990286,404855.4949429506,410982.94125510665
2020-07-21,,408787.60991273186,404148.9608809118,413426.2589445519
2020-07-22,,409668.87101413956,403509.0837596974,415828.6582685817
2020-07-23,,410549.1738344679,402801.9188153543,418296.4288535815
2020-07-24,,411425.33316033945,401884.2335352571,420966.4327854218
2020-07-25,,412302.77664718265,400633.0965814847,423972.4567128806
