,Kansas,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,,,
2020-01-25,0.0,0.009390398879330294,0.009390398879330294,0.009390398879330294
2020-01-26,0.0,0.016410655962344062,0.016410655962344062,0.016410655962344062
2020-01-27,0.0,0.026497150394822953,0.026497150394822953,0.026497150394822953
2020-01-28,0.0,0.03762052958824201,0.03762052958824201,0.03762052958824201
2020-01-29,0.0,0.0573145747843794,0.0573145747843794,0.0573145747843794
2020-01-30,0.0,0.0480202500545657,0.0480202500545657,0.0480202500545657
2020-01-31,0.0,0.07500712279583088,0.07500712279583088,0.07500712279583088
2020-02-01,0.0,0.10904857267376056,0.10904857267376056,0.10904857267376056
2020-02-02,0.0,0.1435726923499435,0.1435726923499435,0.1435726923499435
2020-02-03,0.0,0.17375153056885126,0.17375153056885126,0.17375153056885126
2020-02-04,0.0,0.19707686960050058,0.19707686960050058,0.19707686960050058
2020-02-05,0.0,0.2134042465996968,0.2134042465996968,0.2134042465996968
2020-02-06,0.0,0.22400218885860182,0.22400218885860182,0.22400218885860182
2020-02-07,0.0,0.23051234571915213,0.23051234571915213,0.23051234571915213
2020-02-08,0.0,0.23435671756904167,0.23435671756904167,0.23435671756904167
2020-02-09,0.0,0.2365634253434184,0.2365634253434184,0.2365634253434184
2020-02-10,0.0,0.23780394459115706,0.23780394459115706,0.23780394459115706
2020-02-11,0.0,0.23849028720681015,0.23849028720681015,0.23849028720681015
2020-02-12,0.0,0.23886521875208783,0.23886521875208783,0.23886521875208783
2020-02-13,0.0,0.23906786979370925,0.23906786979370925,0.23906786979370925
2020-02-14,0.0,0.23917639588309203,0.23917639588309203,0.23917639588309203
2020-02-15,0.0,0.23923403402871307,0.23923403402871307,0.23923403402871307
2020-02-16,0.0,0.23926441104443685,0.23926441104443685,0.23926441104443685
2020-02-17,0.0,0.23928030439671977,0.23928030439671977,0.23928030439671977
2020-02-18,0.0,0.23928856151918548,0.23928856151918548,0.23928856151918548
2020-02-19,0.0,0.23929282179399347,0.23929282179399347,0.23929282179399347
2020-02-20,0.0,0.23929500476320892,0.23929500476320892,0.23929500476320892
2020-02-21,0.0,0.2392961155210005,0.2392961155210005,0.2392961155210005
2020-02-22,0.0,0.239296676656561,0.239296676656561,0.239296676656561
2020-02-23,0.0,0.2392969580135771,0.2392969580135771,0.2392969580135771
2020-02-24,0.0,0.23929709797105575,0.23929709797105575,0.23929709797105575
2020-02-25,0.0,0.2392971669980763,0.2392971669980763,0.2392971669980763
2020-02-26,0.0,0.23929720072473432,0.23929720072473432,0.23929720072473432
