,Kansas,forecast,interval_low,interval_high
2020-03-30,372.0,21371.19105196482,,
2020-03-31,434.0,21398.781279117968,,
2020-04-01,485.0,21381.373950817644,,
2020-04-02,553.0,21398.09158057828,,
2020-04-03,629.0,21376.13602914241,,
2020-04-04,698.0,21384.996702018776,,
2020-04-05,751.0,21402.8519648736,,
2020-04-06,849.0,21399.850815474718,,
2020-04-07,912.0,21360.087557967254,,
2020-04-08,1046.0,21405.19116182447,,
2020-04-09,1116.0,21337.704514712805,,
2020-04-10,1117.0,21421.631529601833,,
2020-04-11,1275.0,21483.953708947873,,
2020-04-12,1344.0,21277.098720959588,,
2020-04-13,1390.0,21432.44289731572,,
2020-04-14,1441.0,21440.35706508699,,
2020-04-15,1504.0,21443.010161625625,,
2020-04-16,1615.0,21399.658863235774,,
2020-04-17,1730.0,21296.655520367403,,
2020-04-18,1821.0,21417.877360017817,,
2020-04-19,1905.0,21414.29294809044,,
2020-04-20,2048.0,21366.858980256384,,
2020-04-21,2164.0,21319.476489489112,,
2020-04-22,2331.0,21386.3031257206,,
2020-04-23,2721.0,21360.38168055624,,
2020-04-24,2959.0,21135.221177976204,,
2020-04-25,3135.0,21347.174888557063,,
2020-04-26,3277.0,21411.64451691177,,
2020-04-27,3473.0,21446.70480103822,,
2020-04-28,3652.0,21359.86271494473,,
2020-04-29,3839.0,21394.05167205219,,
2020-04-30,4413.0,21531.825311431345,,
2020-05-01,4634.0,21029.068871785978,,
2020-05-02,4885.0,21424.753223856394,,
2020-05-03,5156.0,21388.325709043795,,
2020-05-04,5383.0,21369.528289904247,,
2020-05-05,5648.0,21423.499189364207,,
2020-05-06,5993.0,21343.060741174246,,
2020-05-07,6332.0,21510.143034646622,,
2020-05-08,6667.0,21328.395210817984,,
2020-05-09,6829.0,21288.24530544252,,
2020-05-10,6951.0,21554.005579610144,,
2020-05-11,7159.0,21537.7565833552,,
2020-05-12,7240.0,21395.258020177444,,
2020-05-13,7518.0,21591.975343968617,,
2020-05-14,7705.0,21358.162550641602,,
2020-05-15,7886.0,21461.33375074991,,
2020-05-16,7939.0,21379.777956725793,,
2020-05-17,7953.0,21471.571713990383,,
2020-05-18,8303.0,21570.521397565608,,
2020-05-19,8353.0,21106.50286986995,,
2020-05-20,8507.0,21595.569106707924,,
2020-05-21,8625.0,21432.18828607718,,
2020-05-22,8909.0,21405.214823435184,,
2020-05-23,8946.0,21191.56751064571,,
2020-05-24,9004.0,21460.995768991557,,
2020-05-25,9125.0,21638.10793864299,,
2020-05-26,9199.0,21340.305633503358,,
2020-05-27,9291.0,21407.789306330524,,
2020-05-28,9371.0,21417.252846501156,,
2020-05-29,9662.0,21531.31713437497,,
2020-05-30,9690.0,21148.505075710505,,
2020-05-31,9700.0,21457.686963176602,,
2020-06-01,9920.0,21541.056162451445,,
2020-06-02,9965.0,21241.71647026818,,
2020-06-03,10092.0,21464.788742368262,,
2020-06-04,10167.0,21361.964475357105,,
2020-06-05,10306.0,21542.016000847347,,
2020-06-06,10361.0,21319.774968240035,,
2020-06-07,10406.0,21353.15035408713,,
2020-06-08,10544.0,21542.88857112446,,
2020-06-09,10609.0,21329.66867891389,,
2020-06-10,10750.0,21422.096328525302,,
2020-06-11,10823.0,21338.031803239843,,
2020-06-12,10973.0,21458.254567773758,,
2020-06-13,11020.0,21326.092997365806,,
2020-06-14,11101.0,21418.196828249307,,
2020-06-15,11319.0,21448.17167083502,,
2020-06-16,11411.0,21252.64205401149,,
2020-06-17,11644.0,21454.042261979786,,
2020-06-18,11753.0,21267.934072110653,,
2020-06-19,12021.0,21454.412858216274,,
2020-06-20,12097.0,21234.927291294567,,
2020-06-21,12136.0,21456.62123904468,,
2020-06-22,12428.0,21580.558885222366,,
2020-06-23,12537.0,21182.081774943363,,
2020-06-24,12930.0,21495.62628107003,,
2020-06-25,13107.0,21143.773346856888,,
2020-06-26,13462.0,21493.040078220703,,
2020-06-27,13617.0,21213.696160300766,,
2020-06-28,13847.0,21372.886765025247,,
2020-06-29,14209.0,21478.936595310017,,
2020-06-30,14370.0,21212.313295661683,,
2020-07-01,14830.0,21592.732820390418,,
2020-07-02,15002.0,21143.93752431625,,
2020-07-03,15659.0,21564.747545930906,,
2020-07-04,15911.0,20958.529722085535,,
2020-07-05,16081.0,21472.738830574388,,
2020-07-06,16638.0,21664.156368798103,,
2020-07-07,16860.0,21015.24977703808,,
2020-07-08,17332.0,21623.646241786388,,
2020-07-09,17785.0,21192.369359915596,,
2020-07-10,18303.0,21468.938705992437,,
2020-07-11,18687.0,21252.927353175957,,
2020-07-12,18981.0,21262.356699488544,,
2020-07-13,19645.0,21655.46967617188,,
2020-07-14,19887.0,21049.26712746695,,
2020-07-15,20349.0,21626.37134458943,,
2020-07-16,20817.0,21392.075733829995,,
2020-07-17,21388.0,21382.995493802726,,
2020-07-18,21693.0,21239.47003146292,,
2020-07-19,,22075.474052089987,21944.237451867673,22206.7106523123
2020-07-20,,22675.105807859545,22491.951889282183,22858.259726436907
2020-07-21,,22989.46877148177,22742.245260611067,23236.692282352473
2020-07-22,,23446.217682472765,23133.25761256362,23759.17775238191
2020-07-23,,23934.892777674166,23561.383953838755,24308.401601509577
2020-07-24,,24454.726492105936,24018.198825655894,24891.254158555977
2020-07-25,,24825.561032511057,24329.917523514814,25321.2045415073
