,Montana,forecast,interval_low,interval_high
2020-01-23,0.0,0.08661314845085144,0.0009256899356842041,0.22823959589004517
2020-01-24,0.0,0.0037666738498955965,0.0012627243995666504,0.007595419883728027
2020-01-25,0.0,-0.008327472023665905,-0.018386363983154297,-0.0026218295097351074
2020-01-26,0.0,0.07118211686611176,0.0017489492893218994,0.3200390636920929
2020-01-27,0.0,-0.14020006358623505,-0.6917726993560791,0.0035586953163146973
2020-01-28,0.0,0.11479753255844116,-0.0011582374572753906,0.2652125358581543
2020-01-29,0.0,-0.006697422359138727,-0.01779276132583618,0.00047722458839416504
2020-01-30,0.0,0.030017394572496414,-0.15221351385116577,0.2881587743759155
2020-01-31,0.0,0.00020935534848831594,-0.003816366195678711,0.004450350999832153
2020-02-01,0.0,0.028449153527617455,-0.06666386127471924,0.20551255345344543
2020-02-02,0.0,0.5095321536064148,-0.0027617216110229492,1.2724640369415283
2020-02-03,0.0,-0.6793919801712036,-2.8326144218444824,0.000867694616317749
2020-02-04,0.0,0.02768426015973091,-0.007291734218597412,0.13089102506637573
2020-02-05,0.0,-0.2266736924648285,-0.669175386428833,-0.0041637420654296875
2020-02-06,0.0,-8.429288573097438e-05,-0.010714113712310791,0.017652392387390137
2020-02-07,0.0,0.005475223064422607,-0.010998904705047607,0.030970901250839233
2020-02-08,0.0,-0.0011913597118109465,-0.017449498176574707,0.024722009897232056
2020-02-09,0.0,0.0033063411246985197,-0.00026363134384155273,0.012247830629348755
2020-02-10,0.0,-0.04782737046480179,-0.08318263292312622,0.007725626230239868
2020-02-11,0.0,0.038012515753507614,0.0005983412265777588,0.15442651510238647
2020-02-12,0.0,-0.019580185413360596,-0.06181740760803223,0.006558626890182495
2020-02-13,0.0,0.014977848157286644,-0.07100075483322144,0.14748269319534302
2020-02-14,0.0,0.045571427792310715,-0.01343923807144165,0.2043689787387848
2020-02-15,0.0,0.04137810319662094,-0.002698242664337158,0.18812265992164612
2020-02-16,0.0,-0.016931772232055664,-0.07148772478103638,0.017006874084472656
2020-02-17,0.0,-0.05685774236917496,-0.259263813495636,0.010378777980804443
2020-02-18,0.0,0.12476144731044769,0.012151926755905151,0.2662253975868225
2020-02-19,0.0,-0.07518855482339859,-0.34256333112716675,-0.001483142375946045
2020-02-20,0.0,0.0843823179602623,0.005522787570953369,0.3677516579627991
2020-02-21,0.0,0.0071235536597669125,-0.01947563886642456,0.03780633211135864
2020-02-22,0.0,-0.0030654133297502995,-0.016232848167419434,0.008241444826126099
2020-02-23,0.0,-0.03594757243990898,-0.10048854351043701,-0.010909557342529297
2020-02-24,0.0,-0.13247588276863098,-0.38772159814834595,0.014231622219085693
2020-02-25,0.0,-0.0011239349842071533,-0.010206758975982666,0.007808685302734375
2020-02-26,0.0,0.08340782672166824,-0.007238030433654785,0.41805166006088257
2020-02-27,0.0,0.040482185781002045,-0.06560784578323364,0.19013839960098267
2020-02-28,0.0,0.001022088574245572,-0.00988757610321045,0.017111122608184814
2020-02-29,0.0,0.6707841753959656,0.0013903379440307617,3.339708089828491
2020-03-01,0.0,-0.03987767547369003,-0.2027251124382019,0.00995868444442749
2020-03-02,0.0,-0.00547177204862237,-0.021013259887695312,0.003955870866775513
2020-03-03,0.0,-0.5841258764266968,-2.9227397441864014,0.38200199604034424
2020-03-04,0.0,0.0033988594077527523,-0.004125356674194336,0.016300082206726074
2020-03-05,0.0,0.011422705836594105,-0.0044789910316467285,0.030708134174346924
2020-03-06,0.0,-0.5575351715087891,-1.825819730758667,0.004833340644836426
2020-03-07,0.0,-0.008449298329651356,-0.05980795621871948,0.014233708381652832
2020-03-08,0.0,0.008432025089859962,-0.0032146573066711426,0.033954739570617676
2020-03-09,0.0,-0.03338024765253067,-0.11240988969802856,0.010451734066009521
2020-03-10,0.0,0.007753193378448486,-0.001676023006439209,0.021163910627365112
2020-03-11,0.0,-0.11203549057245255,-0.4516116976737976,0.0021265745162963867
