,Missouri,forecast,interval_low,interval_high
2020-01-22,0.0,-1.0985798835754395,-4.820606231689453,0.3653380274772644
2020-01-23,0.0,0.19259287416934967,-0.1525605320930481,0.39926236867904663
2020-01-24,0.0,-0.744492769241333,-3.1914854049682617,1.3644912242889404
2020-01-25,0.0,0.6385589838027954,-0.7011171579360962,3.709164619445801
2020-01-26,0.0,5.574095249176025,-0.22790104150772095,14.896132469177246
2020-01-27,0.0,2.0644569396972656,-0.2613360285758972,9.822978973388672
2020-01-28,0.0,3.1585750579833984,-0.23192870616912842,9.36630916595459
2020-01-29,0.0,-21.875110626220703,-108.55968475341797,0.3188331127166748
2020-01-30,0.0,-0.03270024061203003,-0.37141215801239014,0.5398315787315369
2020-01-31,0.0,1.4957640171051025,-0.39144015312194824,7.683130264282227
2020-02-01,0.0,-0.5005449056625366,-3.7186036109924316,1.5576173067092896
2020-02-02,0.0,0.15827983617782593,-0.08467751741409302,0.5707240700721741
2020-02-03,0.0,-0.021331405267119408,-0.4676332473754883,0.36182713508605957
2020-02-04,0.0,-0.18078501522541046,-0.29341810941696167,0.05979171395301819
2020-02-05,0.0,1.295906662940979,-9.078621864318848,13.907063484191895
2020-02-06,0.0,0.19807204604148865,-4.530606746673584,3.1706881523132324
2020-02-07,0.0,-0.15931686758995056,-1.0380088090896606,1.2206485271453857
2020-02-08,0.0,-1.318457007408142,-4.480210304260254,-0.21540027856826782
2020-02-09,0.0,0.08244486153125763,-0.808366060256958,0.8468395471572876
2020-02-10,0.0,-0.24251608550548553,-1.2535521984100342,0.45389196276664734
2020-02-11,0.0,0.4433446526527405,-0.7529258728027344,1.5349833965301514
2020-02-12,0.0,-0.21699824929237366,-0.9701993465423584,1.0049457550048828
2020-02-13,0.0,0.2157013863325119,-0.49011051654815674,0.5539743304252625
2020-02-14,0.0,-4.0562424659729,-16.046186447143555,0.09916946291923523
2020-02-15,0.0,1.2330907583236694,0.1818971335887909,3.088479995727539
2020-02-16,0.0,4.674233913421631,-1.6661708354949951,24.567731857299805
2020-02-17,0.0,0.0587947852909565,-1.6296813488006592,2.663111686706543
2020-02-18,0.0,-0.35157379508018494,-1.7623915672302246,0.8662282228469849
2020-02-19,0.0,-0.505724310874939,-3.8572230339050293,0.7418112754821777
2020-02-20,0.0,0.3533908724784851,0.1891273558139801,0.7468456625938416
2020-02-21,0.0,1.5506174564361572,-1.062326431274414,9.012089729309082
2020-02-22,0.0,0.03719501569867134,-1.7245440483093262,1.1079609394073486
2020-02-23,0.0,1.8518130779266357,-0.019178271293640137,7.8535075187683105
2020-02-24,0.0,1.2513115406036377,-0.31923210620880127,5.5903143882751465
2020-02-25,0.0,0.1429998278617859,-0.5646294355392456,1.1691057682037354
2020-02-26,0.0,0.8554512858390808,-0.5450220108032227,4.537351608276367
2020-02-27,0.0,0.6664039492607117,-0.2832558751106262,1.5815752744674683
